"Representative","Office Running For","Total Spent"
"Jeb Hensarling (R-Texas) ","Texas District 05","$3186746"
"Joseph Crowley (D-NY) ","New York District 14","$3107073"
"Kristi Noem (R-SD) ","South Dakota District 01","$3054653"
"Tom Reed (R-NY) ","New York District 23","$3054275"
"Mike Honda (D-Calif) ","California District 17","$2953466"
"Rick Nolan (D-Minn) ","Minnesota District 08","$2874695"
"David Valadao (R-Calif) ","California District 21","$2806588"
"Diane Black (R-Tenn) ","Tennessee District 06","$2798763"
"George Holding (R-NC) ","North Carolina District 02Current office: North Carolina District 13","$2708984"
"Patrick McHenry (R-NC) ","North Carolina District 10","$2636980"
"Elise Stefanik (R-NY) ","New York District 21","$2610756"
"Marlin Stutzman (R-Ind) ","Indiana SenateCurrent office: Indiana District 03","$2589925"
"Steve Stivers (R-Ohio) ","Ohio District 15","$2583803"
"Tim Walberg (R-Mich) ","Michigan District 07","$2572105"
"Pete Sessions (R-Texas) ","Texas District 32","$2559457"
"Raul Ruiz (D-Calif) ","California District 36","$2545149"
"Andy Barr (R-Ky) ","Kentucky District 06","$2531839"
"Brad Ashford (D-Neb) ","Nebraska District 02","$2515416"
"Scott Peters (D-Calif) ","California District 52","$2503993"
"Fred Upton (R-Mich) ","Michigan District 06","$2497208"
"Tom Price (R-Ga) ","Georgia District 06","$2462030"
"Keith Ellison (D-Minn) ","Minnesota District 05","$2457969"
"David Young (R-Iowa) ","Iowa District 03","$2438370"
"Richard Hudson (R-NC) ","North Carolina District 08","$2411377"
"John Katko (R-NY) ","New York District 24","$2384152"
"Rodney Davis (R-Ill) ","Illinois District 13","$2356036"
"Ryan Costello (R-Pa) ","Pennsylvania District 06","$2339160"
"Mike Bost (R-Ill) ","Illinois District 12","$2333135"
"Kyrsten Sinema (D-Ariz) ","Arizona District 09","$2210670"
"Darin LaHood (R-Ill) ","Illinois District 18","$2207879"
"David Jolly (R-Fla) ","Florida District 13","$2176451"
"James E Clyburn (D-SC) ","South Carolina District 06","$2163339"
"Patrick Meehan (R-Pa) ","Pennsylvania District 07","$2155483"
"Ann Mclane Kuster (D-NH) ","New Hampshire District 02","$2121297"
"Cheri Bustos (D-Ill) ","Illinois District 17","$2103465"
"Jackie Walorski (R-Ind) ","Indiana District 02","$2072671"
"David P Joyce (R-Ohio) ","Ohio District 14","$1997677"
"Sean P Duffy (R-Wis) ","Wisconsin District 07","$1995879"
"Mike Thompson (D-Calif) ","California District 05","$1995753"
"Bob Goodlatte (R-Va) ","Virginia District 06","$1990781"
"Scott Tipton (R-Colo) ","Colorado District 03","$1975233"
"Don Norcross (D-NJ) ","New Jersey District 01","$1972054"
"John K Delaney (D-Md) ","Maryland District 06","$1954190"
"Pete Aguilar (D-Calif) ","California District 31","$1948528"
"Sean Patrick Maloney (D-NY) ","New York District 18","$1930205"
"Michelle Lujan Grisham (D-NM) ","New Mexico District 01","$1929898"
"Julia Brownley (D-Calif) ","California District 26","$1916090"
"Thomas MacArthur (R-NJ) ","New Jersey District 03","$1910489"
"Gene Green (D-Texas) ","Texas District 29","$1903402"
"Randy Forbes (R-Va) ","Virginia District 02Current office: Virginia District 04","$1900991"
"Rod Blum (R-Iowa) ","Iowa District 01","$1894628"
"Patrick J Tiberi (R-Ohio) ","Ohio District 12","$1890368"
"Cresent Hardy (R-Nev) ","Nevada District 04","$1876222"
"Ben R Lujan (D-NM) ","New Mexico District 03","$1874691"
"Frank Pallone Jr (D-NJ) ","New Jersey District 06","$1873788"
"Jaime Herrera Beutler (R-Wash) ","Washington District 03","$1835165"
"Martha Roby (R-Ala) ","Alabama District 02","$1828096"
"John L Mica (R-Fla) ","Florida District 07","$1805791"
"Dan Donovan (R-NY) ","New York District 11","$1781804"
"Joe Kennedy III (D-Mass) ","Massachusetts District 04","$1779496"
"Jim Costa (D-Calif) ","California District 16","$1750432"
"Jim Renacci (R-Ohio) ","Ohio District 16","$1749738"
"Charlie Dent (R-Pa) ","Pennsylvania District 15","$1746125"
"Gus Bilirakis (R-Fla) ","Florida District 12","$1744041"
"Ed Perlmutter (D-Colo) ","Colorado District 07","$1722534"
"Lamar Smith (R-Texas) ","Texas District 21","$1718933"
"Tom Emmer (R-Minn) ","Minnesota District 06","$1718560"
"Dave Reichert (R-Wash) ","Washington District 08","$1718067"
"Ted Deutch (D-Fla) ","Florida District 22Current office: Florida District 21","$1709484"
"Carolyn B Maloney (D-NY) ","New York District 12","$1708670"
"Mac Thornberry (R-Texas) ","Texas District 13","$1694888"
"Steve Knight (R-Calif) ","California District 25","$1674968"
"Rodney Frelinghuysen (R-NJ) ","New Jersey District 11","$1669366"
"Bill Foster (D-Ill) ","Illinois District 11","$1666528"
"Mimi Walters (R-Calif) ","California District 45","$1663841"
"Steve Israel (D-NY) ","New York District 03","$1654499"
"Xavier Becerra (D-Calif) ","California District 34","$1654426"
"Keith J Rothfus (R-Pa) ","Pennsylvania District 12","$1651927"
"Billy Long (R-Mo) ","Missouri District 07","$1633191"
"Frank A LoBiondo (R-NJ) ","New Jersey District 02","$1627038"
"Kathleen Rice (D-NY) ","New York District 04","$1623818"
"Mike Conaway (R-Texas) ","Texas District 11","$1622811"
"Michael McCaul (R-Texas) ","Texas District 10","$1617892"
"Tony Cardenas (D-Calif) ","California District 29","$1609252"
"Louise M Slaughter (D-NY) ","New York District 25","$1602216"
"French Hill (R-Ark) ","Arkansas District 02","$1599714"
"Seth Moulton (D-Mass) ","Massachusetts District 06","$1598103"
"John B Larson (D-Conn) ","Connecticut District 01","$1596989"
"Suzan DelBene (D-Wash) ","Washington District 01","$1594977"
"Mike Bishop (R-Mich) ","Michigan District 08","$1588376"
"Tim Walz (D-Minn) ","Minnesota District 01","$1585118"
"Garret Graves (R-La) ","Louisiana District 06","$1577216"
"Trey Gowdy (R-SC) ","South Carolina District 04","$1555202"
"Markwayne Mullin (R-Okla) ","Oklahoma District 02","$1537906"
"Tom Cole (R-Okla) ","Oklahoma District 04","$1525341"
"Lynn Jenkins (R-Kan) ","Kansas District 02","$1523723"
"Frank Guinta (R-NH) ","New Hampshire District 01","$1519366"
"Bill Flores (R-Texas) ","Texas District 17","$1517937"
"Ann L Wagner (R-Mo) ","Missouri District 02","$1514505"
"Mario Diaz-Balart (R-Fla) ","Florida District 25","$1512687"
"Marsha Blackburn (R-Tenn) ","Tennessee District 07","$1497337"
"Linda Sanchez (D-Calif) ","California District 38","$1492188"
"Sam Graves (R-Mo) ","Missouri District 06","$1460282"
"Mike Pompeo (R-Kan) ","Kansas District 04","$1447958"
"Renee Ellmers (R-NC) ","North Carolina District 02","$1427937"
"Richard E Neal (D-Mass) ","Massachusetts District 01","$1408621"
"Pete Olson (R-Texas) ","Texas District 22","$1390121"
"Robert B Aderholt (R-Ala) ","Alabama District 04","$1387066"
"Kurt Schrader (D-Ore) ","Oregon District 05","$1370554"
"Devin Nunes (R-Calif) ","California District 22","$1368308"
"Barbara Lee (D-Calif) ","California District 13","$1362246"
"Luke Messer (R-Ind) ","Indiana District 06","$1350188"
"Joe Barton (R-Texas) ","Texas District 06","$1345838"
"Hal Rogers (R-Ky) ","Kentucky District 05","$1342390"
"Dave Trott (R-Mich) ","Michigan District 11","$1337399"
"Jared Polis (D-Colo) ","Colorado District 02","$1326165"
"Doug Collins (R-Ga) ","Georgia District 09","$1326055"
"Tim Huelskamp (R-Kan) ","Kansas District 01","$1325478"
"Joaquin Castro (D-Texas) ","Texas District 20","$1325432"
"Alex Mooney (R-WVa) ","West Virginia District 02","$1324070"
"Eric Swalwell (D-Calif) ","California District 15","$1318898"
"Bill Johnson (R-Ohio) ","Ohio District 06","$1318594"
"Ron Kind (D-Wis) ","Wisconsin District 03","$1315223"
"Don Young (R-Alaska) ","Alaska District 01","$1313705"
"Anna Eshoo (D-Calif) ","California District 18","$1310790"
"Jason Smith (R-Mo) ","Missouri District 08","$1309591"
"Brett Guthrie (R-Ky) ","Kentucky District 02","$1308028"
"Pete King (R-NY) ","New York District 02","$1307660"
"Jason Chaffetz (R-Utah) ","Utah District 03","$1304308"
"Bill Pascrell Jr (D-NJ) ","New Jersey District 09","$1301341"
"Bill Huizenga (R-Mich) ","Michigan District 02","$1301288"
"Randy Hultgren (R-Ill) ","Illinois District 14","$1297836"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$1296088"
"Elizabeth Esty (D-Conn) ","Connecticut District 05","$1284269"
"Leonard Lance (R-NJ) ","New Jersey District 07","$1276330"
"Reid Ribble (R-Wis) ","Wisconsin District 08","$1272960"
"Ken Calvert (R-Calif) ","California District 42","$1267109"
"Sander Levin (D-Mich) ","Michigan District 09","$1266215"
"Don Beyer (D-Va) ","Virginia District 08","$1263127"
"Nita M Lowey (D-NY) ","New York District 17","$1255555"
"Tulsi Gabbard (D-Hawaii) ","Hawaii District 02","$1253602"
"Daniel Milton Newhouse (R-Wash) ","Washington District 04","$1251539"
"John Carter (R-Texas) ","Texas District 31","$1245058"
"Jerrold Nadler (D-NY) ","New York District 10","$1243308"
"Tim Ryan (D-Ohio) ","Ohio District 13","$1243066"
"Marc Veasey (D-Texas) ","Texas District 33","$1238209"
"Glenn Thompson (R-Pa) ","Pennsylvania District 05","$1227714"
"Susan Brooks (R-Ind) ","Indiana District 05","$1224525"
"Eliot L Engel (D-NY) ","New York District 16","$1221951"
"Virginia Foxx (R-NC) ","North Carolina District 05","$1203666"
"Robert Pittenger (R-NC) ","North Carolina District 09","$1196306"
"Dennis Ross (R-Fla) ","Florida District 15","$1194144"
"John Culberson (R-Texas) ","Texas District 07","$1193411"
"Roger Williams (R-Texas) ","Texas District 25","$1189561"
"Sam Johnson (R-Texas) ","Texas District 03","$1179891"
"Diana DeGette (D-Colo) ","Colorado District 01","$1175599"
"Bradley Byrne (R-Ala) ","Alabama District 01","$1171650"
"Mick Mulvaney (R-SC) ","South Carolina District 05","$1170967"
"Michael R Turner (R-Ohio) ","Ohio District 10","$1170908"
"Cedric Richmond (D-La) ","Louisiana District 02","$1170048"
"Todd Rokita (R-Ind) ","Indiana District 04","$1167059"
"Dave Brat (R-Va) ","Virginia District 07","$1151807"
"Gregg Harper (R-Miss) ","Mississippi District 03","$1151289"
"Jerry McNerney (D-Calif) ","California District 09","$1151240"
"Joe Courtney (D-Conn) ","Connecticut District 02","$1148328"
"Zoe Lofgren (D-Calif) ","California District 19","$1147637"
"Rosa L DeLauro (D-Conn) ","Connecticut District 03","$1145472"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$1141647"
"Niki Tsongas (D-Mass) ","Massachusetts District 03","$1134045"
"James Bridenstine (R-Okla) ","Oklahoma District 01","$1132506"
"Gerry Connolly (D-Va) ","Virginia District 11","$1126890"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$1120681"
"Rick Larsen (D-Wash) ","Washington District 02","$1115965"
"Tim Murphy (R-Pa) ","Pennsylvania District 18","$1115206"
"Blake Farenthold (R-Texas) ","Texas District 27","$1108700"
"Adam Smith (D-Wash) ","Washington District 09","$1101068"
"Jim Himes (D-Conn) ","Connecticut District 04","$1098673"
"Richard W Allen (R-Ga) ","Georgia District 12","$1096963"
"Kay Granger (R-Texas) ","Texas District 12","$1086226"
"Michael Burgess (R-Texas) ","Texas District 26","$1083348"
"Ted Lieu (D-Calif) ","California District 33","$1079963"
"Derek Kilmer (D-Wash) ","Washington District 06","$1073881"
"Terri A Sewell (D-Ala) ","Alabama District 07","$1070490"
"Mike D Rogers (R-Ala) ","Alabama District 03","$1069552"
"Frank D Lucas (R-Okla) ","Oklahoma District 03","$1068850"
"David McKinley (R-WVa) ","West Virginia District 01","$1067358"
"Sanford Bishop (D-Ga) ","Georgia District 02","$1057171"
"Debbie Dingell (D-Mich) ","Michigan District 12","$1052959"
"John Lewis (D-Ga) ","Georgia District 05","$1051614"
"Maxine Waters (D-Calif) ","California District 43","$1049440"
"Filemon Vela (D-Texas) ","Texas District 34","$1044106"
"John Moolenaar (R-Mich) ","Michigan District 04","$1041322"
"Rob Wittman (R-Va) ","Virginia District 01","$1040883"
"Austin Scott (R-Ga) ","Georgia District 08","$1040792"
"Glenn S Grothman (R-Wis) ","Wisconsin District 06","$1032438"
"Kevin Cramer (R-ND) ","North Dakota District 01","$1030530"
"Gregory W Meeks (D-NY) ","New York District 05","$1028994"
"Bennie G Thompson (D-Miss) ","Mississippi District 02","$1028690"
"Bonnie Coleman (D-NJ) ","New Jersey District 12","$1024307"
"Paul Tonko (D-NY) ","New York District 20","$1018981"
"Adam Kinzinger (R-Ill) ","Illinois District 16","$1009566"
"Mike Kelly (R-Pa) ","Pennsylvania District 03","$1007841"
"Daniel Webster (R-Fla) ","Florida District 11Current office: Florida District 10","$1005000"
"Doris O Matsui (D-Calif) ","California District 06","$1003351"
"Dennis Heck (D-Wash) ","Washington District 10","$997951"
"Brendan Boyle (D-Pa) ","Pennsylvania District 13","$994911"
"Lou Barletta (R-Pa) ","Pennsylvania District 11","$993761"
"Tom Marino (R-Pa) ","Pennsylvania District 10","$993525"
"Blaine Luetkemeyer (R-Mo) ","Missouri District 03","$993107"
"Elijah E Cummings (D-Md) ","Maryland District 07","$991942"
"Mark A Takano (D-Calif) ","California District 41","$988135"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$984066"
"Tom McClintock (R-Calif) ","California District 04","$981306"
"Andre Carson (D-Ind) ","Indiana District 07","$978226"
"Larry Bucshon (R-Ind) ","Indiana District 08","$970920"
"Adam Schiff (D-Calif) ","California District 28","$966445"
"Betty McCollum (D-Minn) ","Minnesota District 04","$962049"
"Jim Langevin (D-RI) ","Rhode Island District 02","$960472"
"Steve Pearce (R-NM) ","New Mexico District 02","$955856"
"Steven A King (R-Iowa) ","Iowa District 04","$954150"
"Pete Visclosky (D-Ind) ","Indiana District 01","$949565"
"Chris Stewart (R-Utah) ","Utah District 02","$949475"
"Nydia M Velazquez (D-NY) ","New York District 07","$942003"
"Ander Crenshaw (R-Fla) ","Florida District 04","$937190"
"Tom Rice (R-SC) ","South Carolina District 07","$935571"
"Mike Simpson (R-Idaho) ","Idaho District 02","$931106"
"Duncan D Hunter (R-Calif) ","California District 50","$927393"
"Chuck Fleischmann (R-Tenn) ","Tennessee District 03","$924617"
"David Scott (D-Ga) ","Georgia District 13","$923319"
"Henry Cuellar (D-Texas) ","Texas District 28","$922632"
"Tom Rooney (R-Fla) ","Florida District 17","$919686"
"Vicky Hartzler (R-Mo) ","Missouri District 04","$918746"
"Barry Loudermilk (R-Ga) ","Georgia District 11","$913620"
"Morgan Griffith (R-Va) ","Virginia District 09","$902355"
"Mark Amodei (R-Nev) ","Nevada District 02","$901690"
"Juan Vargas (D-Calif) ","California District 51","$901175"
"Paul Cook (R-Calif) ","California District 08","$900291"
"Lois J Frankel (D-Fla) ","Florida District 21Current office: Florida District 22","$900102"
"Trent Kelly (R-Miss) ","Mississippi District 01","$899969"
"David Cicilline (D-RI) ","Rhode Island District 01","$895054"
"Suzanne Bonamici (D-Ore) ","Oregon District 01","$885528"
"Louis B Gohmert Jr (R-Texas) ","Texas District 01","$879706"
"Vernon Buchanan (R-Fla) ","Florida District 16","$877996"
"James P McGovern (D-Mass) ","Massachusetts District 02","$874121"
"John Garamendi (D-Calif) ","California District 03","$873294"
"Peter DeFazio (D-Ore) ","Oregon District 04","$868292"
"Warren Davidson (R-Ohio) ","Ohio District 08","$863368"
"Raul Labrador (R-Idaho) ","Idaho District 01","$860958"
"Matt Cartwright (D-Pa) ","Pennsylvania District 17","$859029"
"Rob Bishop (R-Utah) ","Utah District 01","$851135"
"Steven Russell (R-Okla) ","Oklahoma District 05","$847193"
"G K Butterfield (D-NC) ","North Carolina District 01","$847157"
"Kathy Castor (D-Fla) ","Florida District 14","$844814"
"Grace Napolitano (D-Calif) ","California District 32","$843474"
"Alma Adams (D-NC) ","North Carolina District 12","$837647"
"Brad Wenstrup (R-Ohio) ","Ohio District 02","$834052"
"Alcee L Hastings (D-Fla) ","Florida District 20","$829511"
"Mark Pocan (D-Wis) ","Wisconsin District 02","$827123"
"Robin Kelly (D-Ill) ","Illinois District 02","$826701"
"Grace Meng (D-NY) ","New York District 06","$826310"
"Mike Quigley (D-Ill) ","Illinois District 05","$826247"
"Bob Gibbs (R-Ohio) ","Ohio District 07","$825785"
"Dina Titus (D-Nev) ","Nevada District 01","$825555"
"Michael G Fitzpatrick (R-Pa) ","Pennsylvania District 08","$818025"
"Andy Harris (R-Md) ","Maryland District 01","$816313"
"Rick Crawford (R-Ark) ","Arkansas District 01","$808955"
"Mike Doyle (D-Pa) ","Pennsylvania District 14","$808623"
"Judy Chu (D-Calif) ","California District 27","$805616"
"Doug LaMalfa (R-Calif) ","California District 01","$800422"
"David Price (D-NC) ","North Carolina District 04","$786090"
"Justin Amash (R-Mich) ","Michigan District 03","$785478"
"John Lee Ratcliffe (R-Texas) ","Texas District 04","$784025"
"Hakeem Jeffries (D-NY) ","New York District 08","$784019"
"Ted Yoho (R-Fla) ","Florida District 03","$772412"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$769393"
"John A Yarmuth (D-Ky) ","Kentucky District 03","$768149"
"Bill Posey (R-Fla) ","Florida District 08","$764933"
"Adrian Smith (R-Neb) ","Nebraska District 03","$764818"
"Bobby Scott (D-Va) ","Virginia District 03","$761911"
"John Sarbanes (D-Md) ","Maryland District 03","$759245"
"Robert E Latta (R-Ohio) ","Ohio District 05","$757614"
"Tom Graves (R-Ga) ","Georgia District 14","$756373"
"Kenneth R Buck (R-Colo) ","Colorado District 04","$751155"
"Jared Huffman (D-Calif) ","California District 02","$746341"
"Joe Wilson (R-SC) ","South Carolina District 02","$743749"
"Peter Welch (D-Vt) ","Vermont District 01","$740625"
"Gary Palmer (R-Ala) ","Alabama District 06","$739387"
"William L Clay Jr (D-Mo) ","Missouri District 01","$733976"
"Ruben Gallego (D-Ariz) ","Arizona District 07","$729194"
"David Rouzer (R-NC) ","North Carolina District 07","$725134"
"Robert A Brady (D-Pa) ","Pennsylvania District 01","$722505"
"Buddy Carter (R-Ga) ","Georgia District 01","$719766"
"Yvette D Clarke (D-NY) ","New York District 09","$714977"
"Scott Rigell (R-Va) ","Virginia District 02","$713424"
"Jeff Duncan (R-SC) ","South Carolina District 03","$707644"
"Paul Gosar (R-Ariz) ","Arizona District 04","$707480"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$700072"
"Walter B Jones Jr (R-NC) ","North Carolina District 03","$693517"
"Candice S Miller (R-Mich) ","Michigan District 10","$692860"
"Dan Kildee (D-Mich) ","Michigan District 05","$691065"
"Michael E Capuano (D-Mass) ","Massachusetts District 07","$689637"
"Steve Chabot (R-Ohio) ","Ohio District 01","$689473"
"Collin Peterson (D-Minn) ","Minnesota District 07","$682928"
"David Loebsack (D-Iowa) ","Iowa District 02","$681228"
"Brenda Lawrence (D-Mich) ","Michigan District 14","$681111"
"Karen Bass (D-Calif) ","California District 37","$673849"
"Daniel Lipinski (D-Ill) ","Illinois District 03","$670143"
"Katherine Clark (D-Mass) ","Massachusetts District 05","$664733"
"Joyce Beatty (D-Ohio) ","Ohio District 03","$663196"
"Chris Smith (R-NJ) ","New Jersey District 04","$661899"
"Mark Walker (R-NC) ","North Carolina District 06","$654708"
"Dana Rohrabacher (R-Calif) ","California District 48","$646004"
"Brian Babin (R-Texas) ","Texas District 36","$643477"
"Raul M Grijalva (D-Ariz) ","Arizona District 03","$636719"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$625973"
"Bobby L Rush (D-Ill) ","Illinois District 01","$618192"
"Ted Poe (R-Texas) ","Texas District 02","$617148"
"Brian M Higgins (D-NY) ","New York District 26","$615881"
"Scott Perry (R-Pa) ","Pennsylvania District 04","$612512"
"Marcia L Fudge (D-Ohio) ","Ohio District 11","$611971"
"Lucille Roybal-Allard (D-Calif) ","California District 40","$611864"
"Steve Fincher (R-Tenn) ","Tennessee District 08","$610585"
"Jackie Speier (D-Calif) ","California District 14","$608503"
"Steven Palazzo (R-Miss) ","Mississippi District 04","$605558"
"John Conyers Jr (D-Mich) ","Michigan District 13","$599838"
"David Schweikert (R-Ariz) ","Arizona District 06","$596821"
"Chris Collins (R-NY) ","New York District 27","$582459"
"Alan Lowenthal (D-Calif) ","California District 47","$581402"
"Albio Sires (D-NJ) ","New Jersey District 08","$580647"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$579702"
"Corrine Brown (D-Fla) ","Florida District 05","$571538"
"Steve Womack (R-Ark) ","Arkansas District 03","$567401"
"Al Green (D-Texas) ","Texas District 09","$565136"
"Lynn A Westmoreland (R-Ga) ","Georgia District 03","$563474"
"Luis V Gutierrez (D-Ill) ","Illinois District 04","$559073"
"Gwen Graham (D-Fla) ","Florida District 02","$559046"
"Evan Jenkins (R-WVa) ","West Virginia District 03","$558824"
"John Carney (D-Del) ","Delaware District 01","$556340"
"Jeff Miller (R-Fla) ","Florida District 01","$545591"
"Scott Desjarlais (R-Tenn) ","Tennessee District 04","$541727"
"John Kline (R-Minn) ","Minnesota District 02","$539116"
"Stephen F Lynch (D-Mass) ","Massachusetts District 08","$522959"
"Robert Hurt (R-Va) ","Virginia District 05","$514920"
"John J Duncan Jr (R-Tenn) ","Tennessee District 02","$507682"
"Danny K Davis (D-Ill) ","Illinois District 07","$503244"
"Mark R Meadows (R-NC) ","North Carolina District 11","$496717"
"Randy Neugebauer (R-Texas) ","Texas District 19","$495716"
"Colleen Hanabusa (D-Hawaii) ","Hawaii District 01","$489371"
"Randy Weber (R-Texas) ","Texas District 14","$487973"
"Donald M Payne Jr (D-NJ) ","New Jersey District 10","$487111"
"Joe Pitts (R-Pa) ","Pennsylvania District 16","$483498"
"Kenny Marchant (R-Texas) ","Texas District 24","$478705"
"Susan A Davis (D-Calif) ","California District 53","$470859"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$466243"
"Bruce Westerman (R-Ark) ","Arkansas District 04","$463446"
"Hank Johnson (D-Ga) ","Georgia District 04","$448008"
"Bill Keating (D-Mass) ","Massachusetts District 09","$443333"
"Norma Torres (D-Calif) ","California District 35","$443148"
"Jim Jordan (R-Ohio) ","Ohio District 04","$421917"
"Thomas Massie (R-Ky) ","Kentucky District 04","$421632"
"Mark Desaulnier (D-Calif) ","California District 11","$421539"
"Lloyd Doggett (D-Texas) ","Texas District 35","$421481"
"Jody B Hice (R-Ga) ","Georgia District 10","$421168"
"Dan Benishek (R-Mich) ","Michigan District 01","$420029"
"Brad Sherman (D-Calif) ","California District 30","$417102"
"Matt Salmon (R-Ariz) ","Arizona District 05","$408627"
"Ralph Abraham (R-La) ","Louisiana District 05","$408613"
"Frederica Wilson (D-Fla) ","Florida District 24","$392311"
"Rob Woodall (R-Ga) ","Georgia District 07","$387549"
"Jeff Fortenberry (R-Neb) ","Nebraska District 01","$374532"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$374033"
"Beto O'Rourke (D-Texas) ","Texas District 16","$348847"
"Stacey Plaskett (D-VI) ","Virgin Islands District 00","$338108"
"Douglas L Lamborn (R-Colo) ","Colorado District 05","$337227"
"Phil Roe (R-Tenn) ","Tennessee District 01","$306154"
"F James Sensenbrenner Jr (R-Wis) ","Wisconsin District 05","$296449"
"Chellie Pingree (D-Maine) ","Maine District 01","$291845"
"Steve Cohen (D-Tenn) ","Tennessee District 09","$291300"
"Jose E Serrano (D-NY) ","New York District 15","$276836"
"Sam Farr (D-Calif) ","California District 20","$273348"
"Curt Clawson (R-Fla) ","Florida District 19","$270849"
"Trent Franks (R-Ariz) ","Arizona District 08","$264462"
"Jim McDermott (D-Wash) ","Washington District 07","$248963"
"Chris Gibson (R-NY) ","New York District 19","$200832"
"Madeleine Z Bordallo (D-Guam) ","Guam District 00","$191608"
"Richard Hanna (R-NY) ","New York District 22","$178746"
"Ruben Hinojosa (D-Texas) ","Texas District 15","$178037"
"Charles B Rangel (D-NY) ","New York District 13","$168176"
"Mark Sanford (R-SC) ","South Carolina District 01","$165336"
"Lois Capps (D-Calif) ","California District 24","$149065"
"Mo Brooks (R-Ala) ","Alabama District 05","$118998"
"Richard Nugent (R-Fla) ","Florida District 11","$113466"
"Cynthia Lummis (R-Wyo) ","Wyoming District 01","$92704"
"Amata Coleman Radewagen (R-AS) ","American Samoa District 00","$75563"
"Gregorio Sablan (I) ","Northern Mariana Islands District 00","$56475"
"Pedro Pierluisi (D-PR) ","Puerto Rico District 00","$48873"
"Janice Hahn (D-Calif) ","California District 44","$47050"
