"Representative","Office Running For","Total Spent"
"Michelle Steel (R-Calif) ","California District 45Current office: California District 48","$6964585"
"Susan Wild (D-Pa) ","Pennsylvania District 07","$6931013"
"Mary Peltola (D-Alaska) ","Alaska District 01","$6903848"
"Alex Mooney (R-WVa) ","West Virginia District 02","$6763730"
"Sean Patrick Maloney (D-NY) ","New York District 17Current office: New York District 18","$6724782"
"Lauren A Underwood (D-Ill) ","Illinois District 14","$6578910"
"Mike Levin (D-Calif) ","California District 49","$6463923"
"Dan Kildee (D-Mich) ","Michigan District 08Current office: Michigan District 05","$6353374"
"Cathy McMorris Rodgers (R-Wash) ","Washington District 05","$6324104"
"Susie Lee (D-Nev) ","Nevada District 03","$6247721"
"Bill Foster (D-Ill) ","Illinois District 11","$6223641"
"Jake Ellzey (R-Texas) ","Texas District 06","$6205000"
"Henry Cuellar (D-Texas) ","Texas District 28","$6145028"
"Conor Lamb (D-Pa) ","Pennsylvania SenateCurrent office: Pennsylvania District 17","$6101250"
"Jared Golden (D-Maine) ","Maine District 02","$6062953"
"Markwayne Mullin (R-Okla) ","Oklahoma SenateCurrent office: Oklahoma District 02","$5982947"
"Hakeem Jeffries (D-NY) ","New York District 08","$5824143"
"Sean Casten (D-Ill) ","Illinois District 06","$5801340"
"Jennifer Wexton (D-Va) ","Virginia District 10","$5677619"
"Raja Krishnamoorthi (D-Ill) ","Illinois District 08","$5638026"
"Nancy Mace (R-SC) ","South Carolina District 01","$5624839"
"Haley Stevens (D-Mich) ","Michigan District 11","$5614427"
"Brad Schneider (D-Ill) ","Illinois District 10","$5537925"
"Matt Cartwright (D-Pa) ","Pennsylvania District 08","$5419702"
"Maria Salazar (R-Fla) ","Florida District 27","$5369011"
"Steven Horsford (D-Nev) ","Nevada District 04","$5360582"
"Ann Kuster (D-NH) ","New Hampshire District 02","$5345650"
"Byron Donalds (R-Fla) ","Florida District 19","$5344500"
"Greg Stanton (D-Ariz) ","Arizona District 04Current office: Arizona District 09","$5317818"
"Chris Pappas (D-NH) ","New Hampshire District 01","$5198803"
"Julia Brownley (D-Calif) ","California District 26","$5185611"
"Brian Mast (R-Fla) ","Florida District 21Current office: Florida District 18","$5165659"
"Chrissy Houlahan (D-Pa) ","Pennsylvania District 06","$4931468"
"Lucy McBath (D-Ga) ","Georgia District 07Current office: Georgia District 06","$4783416"
"Kurt Schrader (D-Ore) ","Oregon District 05","$4700561"
"Mariannette Miller-Meeks (R-Iowa) ","Iowa District 01Current office: Iowa District 02","$4684267"
"Pat Ryan (D-NY) ","New York District 18Current office: New York District 19","$4680862"
"Nicole Malliotakis (R-NY) ","New York District 11","$4557385"
"Mayra Flores (R-Texas) ","Texas District 34","$4557290"
"Ronny Jackson (R-Texas) ","Texas District 13","$4541977"
"Derek Kilmer (D-Wash) ","Washington District 06","$4460682"
"Shontel Brown (D-Ohio) ","Ohio District 11","$4367622"
"Sheila Cherfilus-McCormick (D-Fla) ","Florida District 20","$4322164"
"Yvette Herrell (R-NM) ","New Mexico District 02","$4299963"
"Mo Brooks (R-Ala) ","Alabama SenateCurrent office: Alabama District 05","$4288808"
"Tom O'Halleran (D-Ariz) ","Arizona District 02Current office: Arizona District 01","$4255794"
"Jason Smith (R-Mo) ","Missouri District 08","$4238405"
"Tom Emmer (R-Minn) ","Minnesota District 06","$4196088"
"Carolyn Maloney (D-NY) ","New York District 12","$4113154"
"Steny H Hoyer (D-Md) ","Maryland District 05","$4059915"
"Ken Calvert (R-Calif) ","California District 41Current office: California District 42","$4037194"
"Vicente Gonzalez (D-Texas) ","Texas District 34Current office: Texas District 15","$4002522"
"Tony Gonzales (R-Texas) ","Texas District 23","$3967535"
"Don Bacon (R-Neb) ","Nebraska District 02","$3955403"
"David Valadao (R-Calif) ","California District 22Current office: California District 21","$3824959"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$3782476"
"Frank Pallone Jr. (D-NJ) ","New Jersey District 06","$3781293"
"Mondaire Jones (D-NY) ","New York District 10Current office: New York District 17","$3739318"
"Josh Gottheimer (D-NJ) ","New Jersey District 05","$3732348"
"Vicky Hartzler (R-Mo) ","Missouri SenateCurrent office: Missouri District 04","$3637680"
"Eric Swalwell (D-Calif) ","California District 14Current office: California District 15","$3609988"
"Claudia Tenney (R-NY) ","New York District 24Current office: New York District 22","$3559303"
"Melanie Stansbury (D-NM) ","New Mexico District 01","$3550842"
"Don Norcross (D-NJ) ","New Jersey District 01","$3526609"
"Dina Titus (D-Nev) ","Nevada District 01","$3521976"
"Patrick McHenry (R-NC) ","North Carolina District 10","$3480816"
"Pete Aguilar (D-Calif) ","California District 33Current office: California District 31","$3458271"
"Rodney Davis (R-Ill) ","Illinois District 15Current office: Illinois District 13","$3434903"
"Tom Suozzi (D-NY) ","New York District 03","$3422361"
"Rashida Tlaib (D-Mich) ","Michigan District 12Current office: Michigan District 13","$3407138"
"Jahana Hayes (D-Conn) ","Connecticut District 05","$3404498"
"Peter Welch (D-Vt) ","Vermont SenateCurrent office: Vermont District 01","$3403583"
"Bill Huizenga (R-Mich) ","Michigan District 04Current office: Michigan District 02","$3397247"
"Burgess Owens (R-Utah) ","Utah District 04","$3358124"
"Drew Ferguson (R-Ga) ","Georgia District 03","$3334084"
"Andrew Garbarino (R-NY) ","New York District 02","$3321540"
"Ann Wagner (R-Mo) ","Missouri District 02","$3309191"
"James E Clyburn (D-SC) ","South Carolina District 06","$3256273"
"Teresa Leger Fernandez (D-NM) ","New Mexico District 03","$3236570"
"Lisa Blunt Rochester (D-Del) ","Delaware District 01","$3199132"
"Ilhan Omar (D-Minn) ","Minnesota District 05","$3172102"
"Sanford Bishop (D-Ga) ","Georgia District 02","$3150165"
"Jaime Herrera Beutler (R-Wash) ","Washington District 03","$3141751"
"Suzan DelBene (D-Wash) ","Washington District 01","$3136124"
"Kathy Manning (D-NC) ","North Carolina District 06","$3113086"
"Troy Carter (D-La) ","Louisiana District 02","$3075582"
"Darin LaHood (R-Ill) ","Illinois District 16Current office: Illinois District 18","$3023904"
"Raul Ruiz (D-Calif) ","California District 25Current office: California District 36","$3011795"
"Brian Fitzpatrick (R-Pa) ","Pennsylvania District 01","$3009415"
"Andy Levin (D-Mich) ","Michigan District 11Current office: Michigan District 09","$3002302"
"Blaine Luetkemeyer (R-Mo) ","Missouri District 03","$2997842"
"Scott Perry (R-Pa) ","Pennsylvania District 10","$2942589"
"Carolyn Bourdeaux (D-Ga) ","Georgia District 07","$2857642"
"Jamie Raskin (D-Md) ","Maryland District 08","$2814887"
"French Hill (R-Ark) ","Arkansas District 02","$2772161"
"Jeff Van Drew (R-NJ) ","New Jersey District 02","$2766911"
"Ro Khanna (D-Calif) ","California District 17","$2763300"
"Michael Waltz (R-Fla) ","Florida District 06","$2754696"
"Vernon Buchanan (R-Fla) ","Florida District 16","$2727835"
"Beth Van Duyne (R-Texas) ","Texas District 24","$2725856"
"Jerrold Nadler (D-NY) ","New York District 12Current office: New York District 10","$2725239"
"Ted Lieu (D-Calif) ","California District 36Current office: California District 33","$2644723"
"Zoe Lofgren (D-Calif) ","California District 18Current office: California District 19","$2633502"
"Victoria Spartz (R-Ind) ","Indiana District 05","$2611080"
"Frank Mrvan Jr (D-Ind) ","Indiana District 01","$2525244"
"David McKinley (R-WVa) ","West Virginia District 02Current office: West Virginia District 01","$2485933"
"Cori Bush (D-Mo) ","Missouri District 01","$2482612"
"Tom Rice (R-SC) ","South Carolina District 07","$2480144"
"Joe Courtney (D-Conn) ","Connecticut District 02","$2477760"
"Michael McCaul (R-Texas) ","Texas District 10","$2468270"
"Andy Biggs (R-Ariz) ","Arizona District 05","$2458509"
"Bryan Steil (R-Wis) ","Wisconsin District 01","$2455091"
"Dan Newhouse (R-Wash) ","Washington District 04","$2403722"
"Peter Meijer (R-Mich) ","Michigan District 03","$2394126"
"Jason Crow (D-Colo) ","Colorado District 06","$2387477"
"Tom Cole (R-Okla) ","Oklahoma District 04","$2381648"
"Glenn Thompson (R-Pa) ","Pennsylvania District 15","$2381074"
"Richard E Neal (D-Mass) ","Massachusetts District 01","$2377670"
"Van Taylor (R-Texas) ","Texas District 03","$2373303"
"Mike Thompson (D-Calif) ","California District 04Current office: California District 05","$2367998"
"Lizzie Fletcher (D-Texas) ","Texas District 07","$2363932"
"Greg Pence (R-Ind) ","Indiana District 06","$2358649"
"Katherine Clark (D-Mass) ","Massachusetts District 05","$2349684"
"Joseph D Morelle (D-NY) ","New York District 25","$2340554"
"John Moolenaar (R-Mich) ","Michigan District 02Current office: Michigan District 04","$2286141"
"Mike Carey (R-Ohio) ","Ohio District 15","$2263013"
"Dean Phillips (D-Minn) ","Minnesota District 03","$2260038"
"Barbara Lee (D-Calif) ","California District 12Current office: California District 13","$2256502"
"Kat Cammack (R-Fla) ","Florida District 03","$2251568"
"Steve Chabot (R-Ohio) ","Ohio District 01","$2242558"
"Ruben Gallego (D-Ariz) ","Arizona District 03Current office: Arizona District 07","$2236608"
"Brett Guthrie (R-Ky) ","Kentucky District 02","$2233920"
"Scott Peters (D-Calif) ","California District 50Current office: California District 52","$2231169"
"Rosa DeLauro (D-Conn) ","Connecticut District 03","$2182911"
"Guy Reschenthaler (R-Pa) ","Pennsylvania District 14","$2163434"
"Don Beyer (D-Va) ","Virginia District 08","$2156092"
"Pramila Jayapal (D-Wash) ","Washington District 07","$2141768"
"Andy Harris (R-Md) ","Maryland District 01","$2140307"
"Andy Barr (R-Ky) ","Kentucky District 06","$2123666"
"John Curtis (R-Utah) ","Utah District 03","$2098963"
"Kelly Armstrong (R-ND) ","North Dakota District 01","$2097417"
"Deborah Ross (D-NC) ","North Carolina District 02","$2094269"
"Anna Eshoo (D-Calif) ","California District 16Current office: California District 18","$2063597"
"Betty McCollum (D-Minn) ","Minnesota District 04","$2061609"
"Jim Costa (D-Calif) ","California District 21Current office: California District 16","$2043908"
"Pete Stauber (R-Minn) ","Minnesota District 08","$2037802"
"August Pfluger (R-Texas) ","Texas District 11","$2035079"
"Julia Letlow (R-La) ","Louisiana District 05","$2033001"
"Virginia Foxx (R-NC) ","North Carolina District 05","$2030670"
"Buddy Carter (R-Ga) ","Georgia District 01","$1976303"
"Kay Granger (R-Texas) ","Texas District 12","$1973092"
"Stephanie Bice (R-Okla) ","Oklahoma District 05","$1969634"
"Adrian Smith (R-Neb) ","Nebraska District 03","$1930698"
"Debbie Wasserman Schultz (D-Fla) ","Florida District 25Current office: Florida District 23","$1915793"
"Jamaal Bowman (D-NY) ","New York District 16","$1915102"
"Gus Bilirakis (R-Fla) ","Florida District 12","$1911514"
"David Schweikert (R-Ariz) ","Arizona District 01Current office: Arizona District 06","$1909984"
"Linda Sanchez (D-Calif) ","California District 38","$1904283"
"Richard Hudson (R-NC) ","North Carolina District 09Current office: North Carolina District 08","$1882152"
"Neal Dunn (R-Fla) ","Florida District 02","$1880120"
"Paul Tonko (D-NY) ","New York District 20","$1861604"
"Randy Feenstra (R-Iowa) ","Iowa District 04","$1855769"
"Brian Higgins (D-NY) ","New York District 26","$1853282"
"Mark Green (R-Tenn) ","Tennessee District 07","$1850652"
"Sam Graves (R-Mo) ","Missouri District 06","$1844569"
"Jodey Arrington (R-Texas) ","Texas District 19","$1840367"
"Tony Cardenas (D-Calif) ","California District 29","$1839044"
"Jim Himes (D-Conn) ","Connecticut District 04","$1829542"
"David Scott (D-Ga) ","Georgia District 13","$1829022"
"John Bergman (R-Mich) ","Michigan District 01","$1828502"
"Gerry Connolly (D-Va) ","Virginia District 11","$1825210"
"Madeleine Dean (D-Pa) ","Pennsylvania District 04","$1821622"
"Mary Miller (R-Ill) ","Illinois District 15","$1820118"
"Lois Frankel (D-Fla) ","Florida District 22Current office: Florida District 21","$1811797"
"Rob Wittman (R-Va) ","Virginia District 01","$1790235"
"Ami Bera (D-Calif) ","California District 06Current office: California District 07","$1788293"
"John Larson (D-Conn) ","Connecticut District 01","$1786519"
"Ron Estes (R-Kan) ","Kansas District 04","$1764395"
"Gregory Meeks (D-NY) ","New York District 05","$1756604"
"Rick Larsen (D-Wash) ","Washington District 02","$1753787"
"Billy Long (R-Mo) ","Missouri SenateCurrent office: Missouri District 07","$1731879"
"Jim Banks (R-Ind) ","Indiana District 03","$1703165"
"Jimmy Gomez (D-Calif) ","California District 34","$1701653"
"Tom McClintock (R-Calif) ","California District 05Current office: California District 04","$1700732"
"Terri Sewell (D-Ala) ","Alabama District 07","$1684536"
"Michelle Fischbach (R-Minn) ","Minnesota District 07","$1682711"
"Mike D Rogers (R-Ala) ","Alabama District 03","$1682055"
"Mike Bost (R-Ill) ","Illinois District 12","$1673157"
"Sara Jacobs (D-Calif) ","California District 51Current office: California District 53","$1668525"
"Mike Simpson (R-Idaho) ","Idaho District 02","$1656620"
"David Cicilline (D-RI) ","Rhode Island District 01","$1654577"
"Brad Wenstrup (R-Ohio) ","Ohio District 02","$1651071"
"Kathy Castor (D-Fla) ","Florida District 14","$1640568"
"Frank D Lucas (R-Okla) ","Oklahoma District 03","$1623845"
"Ayanna Pressley (D-Mass) ","Massachusetts District 07","$1621941"
"Jimmy Panetta (D-Calif) ","California District 19Current office: California District 20","$1611913"
"Bill Pascrell Jr. (D-NJ) ","New Jersey District 09","$1610365"
"Michael Guest (R-Miss) ","Mississippi District 03","$1601493"
"Debbie Dingell (D-Mich) ","Michigan District 06Current office: Michigan District 12","$1597821"
"Seth Moulton (D-Mass) ","Massachusetts District 06","$1579669"
"Marie Newman (D-Ill) ","Illinois District 06Current office: Illinois District 03","$1558692"
"Colin Allred (D-Texas) ","Texas District 32","$1558224"
"Troy Balderson (R-Ohio) ","Ohio District 12","$1551304"
"Bill Johnson (R-Ohio) ","Ohio District 06","$1550751"
"Brad Sherman (D-Calif) ","California District 32Current office: California District 30","$1541803"
"Chip Roy (R-Texas) ","Texas District 21","$1522461"
"Mary Gay Scanlon (D-Pa) ","Pennsylvania District 05","$1502840"
"Donald M Payne Jr. (D-NJ) ","New Jersey District 10","$1493972"
"Marc Veasey (D-Texas) ","Texas District 33","$1489086"
"Garret Graves (R-La) ","Louisiana District 06","$1486031"
"Doris Matsui (D-Calif) ","California District 07Current office: California District 06","$1483648"
"Brad Finstad (R-Minn) ","Minnesota District 01","$1483256"
"Mario Diaz-Balart (R-Fla) ","Florida District 26Current office: Florida District 25","$1476152"
"David Kustoff (R-Tenn) ","Tennessee District 08","$1461029"
"Marilyn Strickland (D-Wash) ","Washington District 10","$1458806"
"Carlos Gimenez (R-Fla) ","Florida District 28Current office: Florida District 26","$1447907"
"Jeff Duncan (R-SC) ","South Carolina District 03","$1447234"
"Darren Soto (D-Fla) ","Florida District 09","$1434248"
"Salud Carbajal (D-Calif) ","California District 24","$1433953"
"Bruce Westerman (R-Ark) ","Arkansas District 04","$1429467"
"David P Joyce (R-Ohio) ","Ohio District 14","$1418178"
"Roger Williams (R-Texas) ","Texas District 25","$1409030"
"Chris Smith (R-NJ) ","New Jersey District 04","$1404099"
"Greg Murphy (R-NC) ","North Carolina District 03","$1393070"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$1390497"
"Lori Trahan (D-Mass) ","Massachusetts District 03","$1374855"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$1374314"
"Adam Smith (D-Wash) ","Washington District 09","$1373486"
"Joseph Neguse (D-Colo) ","Colorado District 02","$1368339"
"Maxine Waters (D-Calif) ","California District 43","$1362210"
"Bill Keating (D-Mass) ","Massachusetts District 09","$1361111"
"Bob Latta (R-Ohio) ","Ohio District 05","$1353216"
"Mike Kelly (R-Pa) ","Pennsylvania District 16","$1352459"
"Steven Palazzo (R-Miss) ","Mississippi District 04","$1349666"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$1345204"
"Ken Buck (R-Colo) ","Colorado District 04","$1341833"
"Veronica Escobar (D-Texas) ","Texas District 16","$1332681"
"Nikema Williams (D-Ga) ","Georgia District 05","$1326124"
"Adam Kinzinger (R-Ill) ","Illinois District 16","$1320886"
"Lloyd Smucker (R-Pa) ","Pennsylvania District 11","$1318794"
"Dusty Johnson (R-SD) ","South Dakota District 01","$1314537"
"Mike Gallagher (R-Wis) ","Wisconsin District 08","$1305897"
"Diana Harshbarger (R-Tenn) ","Tennessee District 01","$1304900"
"Bennie G Thompson (D-Miss) ","Mississippi District 02","$1301189"
"Robin Kelly (D-Ill) ","Illinois District 02","$1297614"
"Adriano Espaillat (D-NY) ","New York District 13","$1295083"
"David Rouzer (R-NC) ","North Carolina District 07","$1294928"
"Michael Burgess (R-Texas) ","Texas District 26","$1294138"
"Grace Meng (D-NY) ","New York District 06","$1288742"
"Lloyd Doggett (D-Texas) ","Texas District 37Current office: Texas District 35","$1279771"
"Karen Bass (D-Calif) ","California District 37","$1258770"
"Matt Rosendale (R-Mont) ","Montana District 02Current office: Montana District 01","$1256986"
"Mark Amodei (R-Nev) ","Nevada District 02","$1237548"
"Stephanie Murphy (D-Fla) ","Florida District 07","$1227292"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$1219555"
"Jake Laturner (R-Kan) ","Kansas District 02","$1201984"
"Tim Walberg (R-Mich) ","Michigan District 05Current office: Michigan District 07","$1200234"
"Dwight Evans (D-Pa) ","Pennsylvania District 03","$1187895"
"Carol Miller (R-WVa) ","West Virginia District 01Current office: West Virginia District 03","$1186147"
"Bob Good (R-Va) ","Virginia District 05","$1185462"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$1181591"
"Tim Burchett (R-Tenn) ","Tennessee District 02","$1179686"
"Blake Moore (R-Utah) ","Utah District 01","$1151019"
"Larry Bucshon (R-Ind) ","Indiana District 08","$1149419"
"John Garamendi (D-Calif) ","California District 08Current office: California District 03","$1135065"
"Gary Palmer (R-Ala) ","Alabama District 06","$1131348"
"Mike Johnson (R-La) ","Louisiana District 04","$1127578"
"Dan Meuser (R-Pa) ","Pennsylvania District 09","$1120593"
"Andre Carson (D-Ind) ","Indiana District 07","$1120281"
"John Carter (R-Texas) ","Texas District 31","$1119891"
"Steve Womack (R-Ark) ","Arkansas District 03","$1081561"
"Clay Higgins (R-La) ","Louisiana District 03","$1080510"
"Fred Upton (R-Mich) ","Michigan District 04Current office: Michigan District 06","$1077277"
"Diana DeGette (D-Colo) ","Colorado District 01","$1071063"
"Chris Stewart (R-Utah) ","Utah District 02","$1060557"
"Randy Weber (R-Texas) ","Texas District 14","$1057210"
"Ed Perlmutter (D-Colo) ","Colorado District 07","$1050380"
"Darrell Issa (R-Calif) ","California District 48Current office: California District 50","$1049979"
"Jake Auchincloss (D-Mass) ","Massachusetts District 04","$1040854"
"Joyce Beatty (D-Ohio) ","Ohio District 03","$1031949"
"Robert B Aderholt (R-Ala) ","Alabama District 04","$1024953"
"Jesus Garcia (D-Ill) ","Illinois District 04","$1024226"
"Lance Gooden (R-Texas) ","Texas District 05","$1021286"
"Michael Cloud (R-Texas) ","Texas District 27","$1016220"
"James P McGovern (D-Mass) ","Massachusetts District 02","$1012731"
"Michael R Turner (R-Ohio) ","Ohio District 10","$1010468"
"Warren Davidson (R-Ohio) ","Ohio District 08","$1007619"
"Kevin Hern (R-Okla) ","Oklahoma District 01","$1006292"
"Troy Nehls (R-Texas) ","Texas District 22","$1005785"
"Trent Kelly (R-Miss) ","Mississippi District 01","$1003910"
"Mark Pocan (D-Wis) ","Wisconsin District 02","$1002075"
"Judy Chu (D-Calif) ","California District 28Current office: California District 27","$1001041"
"Stacey Plaskett (D-VI) ","Virgin Islands District 00","$982177"
"Rudy Yakym (R-Ind) ","Indiana District 02","$981439"
"Greg Steube (R-Fla) ","Florida District 17","$974049"
"Glenn Grothman (R-Wis) ","Wisconsin District 06","$970095"
"James Comer (R-Ky) ","Kentucky District 01","$967748"
"Thomas Massie (R-Ky) ","Kentucky District 04","$967057"
"Ben Cline (R-Va) ","Virginia District 06","$961609"
"Suzanne Bonamici (D-Ore) ","Oregon District 01","$961156"
"Tom Tiffany (R-Wis) ","Wisconsin District 07","$959751"
"Bonnie Watson Coleman (D-NJ) ","New Jersey District 12","$959405"
"Al Lawson (D-Fla) ","Florida District 02Current office: Florida District 05","$942560"
"Hal Rogers (R-Ky) ","Kentucky District 05","$933334"
"Lee Zeldin (R-NY) ","New York District 01","$925147"
"Jared Huffman (D-Calif) ","California District 02","$921247"
"Jerry Carl (R-Ala) ","Alabama District 01","$920786"
"Pete Sessions (R-Texas) ","Texas District 17","$919961"
"Lou Correa (D-Calif) ","California District 46","$916513"
"Brian Babin (R-Texas) ","Texas District 36","$913420"
"Mark Takano (D-Calif) ","California District 39Current office: California District 41","$905048"
"William Timmons (R-SC) ","South Carolina District 04","$899019"
"Mike Quigley (D-Ill) ","Illinois District 05","$890511"
"Barry Loudermilk (R-Ga) ","Georgia District 11","$888768"
"John Katko (R-NY) ","New York District 24","$886968"
"Ritchie Torres (D-NY) ","New York District 15","$881010"
"Debbie Lesko (R-Ariz) ","Arizona District 08","$874861"
"Bobby Scott (D-Va) ","Virginia District 03","$851550"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$841527"
"Paul Gosar (R-Ariz) ","Arizona District 09Current office: Arizona District 04","$841091"
"Joe Wilson (R-SC) ","South Carolina District 02","$824433"
"Kevin Brady (R-Texas) ","Texas District 08","$819313"
"Stephen Lynch (D-Mass) ","Massachusetts District 08","$819040"
"Brendan Boyle (D-Pa) ","Pennsylvania District 02","$812704"
"Sylvia Garcia (D-Texas) ","Texas District 29","$804062"
"Charlie Crist (D-Fla) ","Florida District 13","$802963"
"Andrew Clyde (R-Ga) ","Georgia District 09","$795422"
"Yvette Clarke (D-NY) ","New York District 09","$794004"
"Juan Vargas (D-Calif) ","California District 52Current office: California District 51","$793082"
"Scott Fitzgerald (R-Wis) ","Wisconsin District 05","$790146"
"Richard W Allen (R-Ga) ","Georgia District 12","$778346"
"Bill Posey (R-Fla) ","Florida District 08","$775205"
"Ron Kind (D-Wis) ","Wisconsin District 03","$765093"
"Patrick Fallon (R-Texas) ","Texas District 04","$764115"
"Scott Franklin (R-Fla) ","Florida District 18Current office: Florida District 15","$760494"
"Daniel Webster (R-Fla) ","Florida District 11","$760044"
"Austin Scott (R-Ga) ","Georgia District 08","$757440"
"Alma Adams (D-NC) ","North Carolina District 12","$750887"
"Nanette Barragan (D-Calif) ","California District 44","$747857"
"John Sarbanes (D-Md) ","Maryland District 03","$740238"
"Jay Obernolte (R-Calif) ","California District 23Current office: California District 08","$731248"
"Doug Lamborn (R-Colo) ","Colorado District 05","$729903"
"Anthony Gonzalez (R-Ohio) ","Ohio District 16","$726935"
"Jerry McNerney (D-Calif) ","California District 09","$706996"
"Danny K Davis (D-Ill) ","Illinois District 07","$698552"
"Dan Bishop (R-NC) ","North Carolina District 08Current office: North Carolina District 09","$695010"
"Fred Keller (R-Pa) ","Pennsylvania District 12","$689489"
"Hank Johnson (D-Ga) ","Georgia District 04","$685516"
"Anthony Brown (D-Md) ","Maryland District 04","$681737"
"John Rose (R-Tenn) ","Tennessee District 06","$677309"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$673580"
"Doug LaMalfa (R-Calif) ","California District 01","$673071"
"Raul M Grijalva (D-Ariz) ","Arizona District 07Current office: Arizona District 03","$663778"
"Ed Case (D-Hawaii) ","Hawaii District 01","$659745"
"Kai Kahele (D-Hawaii) ","Hawaii District 02","$654816"
"Rick Crawford (R-Ark) ","Arkansas District 01","$646726"
"John Rutherford (R-Fla) ","Florida District 05Current office: Florida District 04","$644268"
"Kathleen Rice (D-NY) ","New York District 04","$642834"
"Morgan Griffith (R-Va) ","Virginia District 09","$641210"
"Norma Torres (D-Calif) ","California District 35","$637364"
"Joaquin Castro (D-Texas) ","Texas District 20","$633073"
"G K Butterfield (D-NC) ","North Carolina District 01","$622250"
"Chellie Pingree (D-Maine) ","Maine District 01","$618790"
"Nydia Velazquez (D-NY) ","New York District 07","$607632"
"Cliff Bentz (R-Ore) ","Oregon District 02","$592633"
"Ralph Norman (R-SC) ","South Carolina District 05","$590962"
"Ted Deutch (D-Fla) ","Florida District 22","$580758"
"Bob Gibbs (R-Ohio) ","Ohio District 07","$572056"
"Jim Langevin (D-RI) ","Rhode Island District 02","$552625"
"Chris Jacobs (R-NY) ","New York District 23Current office: New York District 27","$537649"
"Mark Desaulnier (D-Calif) ","California District 10Current office: California District 11","$523512"
"Chuck Fleischmann (R-Tenn) ","Tennessee District 03","$502031"
"Frederica Wilson (D-Fla) ","Florida District 24","$474201"
"Russ Fulcher (R-Idaho) ","Idaho District 01","$462068"
"David Price (D-NC) ","North Carolina District 04","$444246"
"Jenniffer Gonzalez (3-PR) ","Puerto Rico District 00","$441029"
"John Joyce (R-Pa) ","Pennsylvania District 13","$430304"
"Mike Doyle (D-Pa) ","Pennsylvania District 12Current office: Pennsylvania District 18","$413375"
"Tracey Mann (R-Kan) ","Kansas District 01","$411134"
"Brenda Lawrence (D-Mich) ","Michigan District 13Current office: Michigan District 14","$409984"
"Barry Moore (R-Ala) ","Alabama District 02","$408579"
"Jackie Speier (D-Calif) ","California District 14","$407395"
"Lisa McClain (R-Mich) ","Michigan District 09Current office: Michigan District 10","$395723"
"Cheri Bustos (D-Ill) ","Illinois District 17","$384052"
"Alan Lowenthal (D-Calif) ","California District 42Current office: California District 47","$381345"
"Al Green (D-Texas) ","Texas District 09","$380124"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$343707"
"Albio Sires (D-NJ) ","New Jersey District 08","$326813"
"Louie Gohmert (R-Texas) ","Texas District 01","$314291"
"Steve Cohen (D-Tenn) ","Tennessee District 09","$313773"
"Kweisi Mfume (D-Md) ","Maryland District 07","$305309"
"Bobby Rush (D-Ill) ","Illinois District 01","$304813"
