"Representative","Office Running For","Total Raised"
"Mikie Sherrill (D-NJ) ","New Jersey District 11","$6204341"
"Sean Patrick Maloney (D-NY) ","New York District 17Current office: New York District 18","$5977059"
"Jared Golden (D-Maine) ","Maine District 02","$5966782"
"Hakeem Jeffries (D-NY) ","New York District 08","$5895085"
"Ro Khanna (D-Calif) ","California District 17","$5790692"
"Nancy Mace (R-SC) ","South Carolina District 01","$5776312"
"Byron Donalds (R-Fla) ","Florida District 19","$5601598"
"Dan Kildee (D-Mich) ","Michigan District 08Current office: Michigan District 05","$5593527"
"Haley Stevens (D-Mich) ","Michigan District 11","$5536416"
"Sean Casten (D-Ill) ","Illinois District 06","$5509619"
"Markwayne Mullin (R-Okla) ","Oklahoma SenateCurrent office: Oklahoma District 02","$5427643"
"Lucy McBath (D-Ga) ","Georgia District 07Current office: Georgia District 06","$5377790"
"Maria Salazar (R-Fla) ","Florida District 27","$5377633"
"Peter Welch (D-Vt) ","Vermont SenateCurrent office: Vermont District 01","$5363253"
"Matt Cartwright (D-Pa) ","Pennsylvania District 08","$5301457"
"Conor Lamb (D-Pa) ","Pennsylvania SenateCurrent office: Pennsylvania District 17","$5272241"
"Chris Pappas (D-NH) ","New Hampshire District 01","$5098118"
"Mike Levin (D-Calif) ","California District 49","$5097113"
"Steven Horsford (D-Nev) ","Nevada District 04","$4926767"
"Ronny Jackson (R-Texas) ","Texas District 13","$4822113"
"Chrissy Houlahan (D-Pa) ","Pennsylvania District 06","$4779906"
"Pat Ryan (D-NY) ","New York District 18Current office: New York District 19","$4716572"
"Shontel Brown (D-Ohio) ","Ohio District 11","$4653515"
"Ann Wagner (R-Mo) ","Missouri District 02","$4653227"
"Henry Cuellar (D-Texas) ","Texas District 28","$4642299"
"Jamie Raskin (D-Md) ","Maryland District 08","$4597356"
"Nicole Malliotakis (R-NY) ","New York District 11","$4584760"
"Mayra Flores (R-Texas) ","Texas District 34","$4583512"
"Mariannette Miller-Meeks (R-Iowa) ","Iowa District 01Current office: Iowa District 02","$4560193"
"Alex Mooney (R-WVa) ","West Virginia District 02","$4452695"
"Brian Fitzpatrick (R-Pa) ","Pennsylvania District 01","$4421005"
"Ann Kuster (D-NH) ","New Hampshire District 02","$4418702"
"Tom Emmer (R-Minn) ","Minnesota District 06","$4392876"
"Ritchie Torres (D-NY) ","New York District 15","$4378606"
"Yvette Herrell (R-NM) ","New Mexico District 02","$4352525"
"Greg Stanton (D-Ariz) ","Arizona District 04Current office: Arizona District 09","$4307484"
"Tony Gonzales (R-Texas) ","Texas District 23","$4290564"
"Sheila Cherfilus-McCormick (D-Fla) ","Florida District 20","$4284982"
"Tom O'Halleran (D-Ariz) ","Arizona District 02Current office: Arizona District 01","$4234126"
"Victoria Spartz (R-Ind) ","Indiana District 05","$4078334"
"Vernon Buchanan (R-Fla) ","Florida District 16","$4038100"
"Carolyn Maloney (D-NY) ","New York District 12","$3997970"
"Steny H Hoyer (D-Md) ","Maryland District 05","$3907745"
"Darin LaHood (R-Ill) ","Illinois District 16Current office: Illinois District 18","$3898022"
"Patrick McHenry (R-NC) ","North Carolina District 10","$3897223"
"Don Bacon (R-Neb) ","Nebraska District 02","$3884625"
"Andy Barr (R-Ky) ","Kentucky District 06","$3809735"
"Jennifer Wexton (D-Va) ","Virginia District 10","$3791923"
"Brad Schneider (D-Ill) ","Illinois District 10","$3773828"
"Beth Van Duyne (R-Texas) ","Texas District 24","$3757233"
"Eric Swalwell (D-Calif) ","California District 14Current office: California District 15","$3735659"
"David Valadao (R-Calif) ","California District 22Current office: California District 21","$3717568"
"Ken Calvert (R-Calif) ","California District 41Current office: California District 42","$3696398"
"Lizzie Fletcher (D-Texas) ","Texas District 07","$3624542"
"Bryan Steil (R-Wis) ","Wisconsin District 01","$3591240"
"James E Clyburn (D-SC) ","South Carolina District 06","$3570313"
"Melanie Stansbury (D-NM) ","New Mexico District 01","$3511059"
"Andrew Garbarino (R-NY) ","New York District 02","$3486768"
"Burgess Owens (R-Utah) ","Utah District 04","$3482745"
"Richard E Neal (D-Mass) ","Massachusetts District 01","$3477197"
"Drew Ferguson (R-Ga) ","Georgia District 03","$3414306"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$3390127"
"Colin Allred (D-Texas) ","Texas District 32","$3387703"
"Dina Titus (D-Nev) ","Nevada District 01","$3366287"
"Rodney Davis (R-Ill) ","Illinois District 15Current office: Illinois District 13","$3301679"
"Bill Foster (D-Ill) ","Illinois District 11","$3292556"
"Rashida Tlaib (D-Mich) ","Michigan District 12Current office: Michigan District 13","$3252710"
"French Hill (R-Ark) ","Arkansas District 02","$3241746"
"Claudia Tenney (R-NY) ","New York District 24Current office: New York District 22","$3217886"
"Pete Aguilar (D-Calif) ","California District 33Current office: California District 31","$3198434"
"Jason Smith (R-Mo) ","Missouri District 08","$3194673"
"Mo Brooks (R-Ala) ","Alabama SenateCurrent office: Alabama District 05","$3153275"
"Mike Gallagher (R-Wis) ","Wisconsin District 08","$3132539"
"Frank Pallone Jr. (D-NJ) ","New Jersey District 06","$3130440"
"Teresa Leger Fernandez (D-NM) ","New Mexico District 03","$3109222"
"Richard Hudson (R-NC) ","North Carolina District 09Current office: North Carolina District 08","$3087197"
"Jaime Herrera Beutler (R-Wash) ","Washington District 03","$3070316"
"Troy Carter (D-La) ","Louisiana District 02","$3063338"
"Ilhan Omar (D-Minn) ","Minnesota District 05","$3056049"
"Jeff Van Drew (R-NJ) ","New Jersey District 02","$3054445"
"Jake Auchincloss (D-Mass) ","Massachusetts District 04","$3037337"
"Bill Huizenga (R-Mich) ","Michigan District 04Current office: Michigan District 02","$3029019"
"August Pfluger (R-Texas) ","Texas District 11","$3017036"
"Mondaire Jones (D-NY) ","New York District 10Current office: New York District 17","$3013075"
"Sanford Bishop (D-Ga) ","Georgia District 02","$3011853"
"Kathy Manning (D-NC) ","North Carolina District 06","$3009123"
"Vicky Hartzler (R-Mo) ","Missouri SenateCurrent office: Missouri District 04","$2993731"
"Scott Perry (R-Pa) ","Pennsylvania District 10","$2948007"
"Michael Waltz (R-Fla) ","Florida District 06","$2939406"
"Vicente Gonzalez (D-Texas) ","Texas District 34Current office: Texas District 15","$2935983"
"Ruben Gallego (D-Ariz) ","Arizona District 03Current office: Arizona District 07","$2896212"
"Randy Feenstra (R-Iowa) ","Iowa District 04","$2867511"
"Julia Letlow (R-La) ","Louisiana District 05","$2819700"
"Lisa Blunt Rochester (D-Del) ","Delaware District 01","$2817811"
"Carolyn Bourdeaux (D-Ga) ","Georgia District 07","$2746695"
"Jahana Hayes (D-Conn) ","Connecticut District 05","$2735134"
"Pramila Jayapal (D-Wash) ","Washington District 07","$2727975"
"Michael McCaul (R-Texas) ","Texas District 10","$2721294"
"Gregory Meeks (D-NY) ","New York District 05","$2703713"
"Jason Crow (D-Colo) ","Colorado District 06","$2679758"
"Glenn Thompson (R-Pa) ","Pennsylvania District 15","$2641673"
"Derek Kilmer (D-Wash) ","Washington District 06","$2621794"
"Jimmy Panetta (D-Calif) ","California District 19Current office: California District 20","$2616966"
"Jim Banks (R-Ind) ","Indiana District 03","$2594222"
"Andy Levin (D-Mich) ","Michigan District 11Current office: Michigan District 09","$2586972"
"Dusty Johnson (R-SD) ","South Dakota District 01","$2586610"
"David P Joyce (R-Ohio) ","Ohio District 14","$2581608"
"Blaine Luetkemeyer (R-Mo) ","Missouri District 03","$2563552"
"Suzan DelBene (D-Wash) ","Washington District 01","$2476550"
"Frank Mrvan Jr (D-Ind) ","Indiana District 01","$2465307"
"Pete Stauber (R-Minn) ","Minnesota District 08","$2454768"
"Julia Brownley (D-Calif) ","California District 26","$2421373"
"Peter Meijer (R-Mich) ","Michigan District 03","$2410755"
"Cori Bush (D-Mo) ","Missouri District 01","$2408956"
"Scott Peters (D-Calif) ","California District 50Current office: California District 52","$2384008"
"Stephanie Bice (R-Okla) ","Oklahoma District 05","$2379658"
"Sam Graves (R-Mo) ","Missouri District 06","$2370869"
"Van Taylor (R-Texas) ","Texas District 03","$2353036"
"Mike Carey (R-Ohio) ","Ohio District 15","$2341629"
"Terri Sewell (D-Ala) ","Alabama District 07","$2336988"
"Joseph Neguse (D-Colo) ","Colorado District 02","$2335674"
"Tom Cole (R-Okla) ","Oklahoma District 04","$2319374"
"Chip Roy (R-Texas) ","Texas District 21","$2307601"
"Raul Ruiz (D-Calif) ","California District 25Current office: California District 36","$2282419"
"Kat Cammack (R-Fla) ","Florida District 03","$2259117"
"Mike Thompson (D-Calif) ","California District 04Current office: California District 05","$2249660"
"Kurt Schrader (D-Ore) ","Oregon District 05","$2244430"
"Brett Guthrie (R-Ky) ","Kentucky District 02","$2241365"
"Greg Pence (R-Ind) ","Indiana District 06","$2233391"
"Joseph D Morelle (D-NY) ","New York District 25","$2233253"
"Joyce Beatty (D-Ohio) ","Ohio District 03","$2232256"
"Jerrold Nadler (D-NY) ","New York District 12Current office: New York District 10","$2231623"
"Steve Chabot (R-Ohio) ","Ohio District 01","$2230635"
"Dean Phillips (D-Minn) ","Minnesota District 03","$2218400"
"Adam Kinzinger (R-Ill) ","Illinois District 16","$2212241"
"Matt Rosendale (R-Mont) ","Montana District 02Current office: Montana District 01","$2211920"
"Mike D Rogers (R-Ala) ","Alabama District 03","$2206156"
"Virginia Foxx (R-NC) ","North Carolina District 05","$2202811"
"John Moolenaar (R-Mich) ","Michigan District 02Current office: Michigan District 04","$2181165"
"Katherine Clark (D-Mass) ","Massachusetts District 05","$2164059"
"Don Norcross (D-NJ) ","New Jersey District 01","$2158894"
"Rob Wittman (R-Va) ","Virginia District 01","$2139294"
"Salud Carbajal (D-Calif) ","California District 24","$2137234"
"Rosa DeLauro (D-Conn) ","Connecticut District 03","$2136638"
"John Curtis (R-Utah) ","Utah District 03","$2134497"
"Carlos Gimenez (R-Fla) ","Florida District 28Current office: Florida District 26","$2128543"
"Dan Newhouse (R-Wash) ","Washington District 04","$2118604"
"Don Beyer (D-Va) ","Virginia District 08","$2112833"
"Deborah Ross (D-NC) ","North Carolina District 02","$2112135"
"David McKinley (R-WVa) ","West Virginia District 02Current office: West Virginia District 01","$2111036"
"Seth Moulton (D-Mass) ","Massachusetts District 06","$2103315"
"Barbara Lee (D-Calif) ","California District 12Current office: California District 13","$2098481"
"Buddy Carter (R-Ga) ","Georgia District 01","$2087985"
"Gerry Connolly (D-Va) ","Virginia District 11","$2085789"
"Betty McCollum (D-Minn) ","Minnesota District 04","$2085312"
"Debbie Wasserman Schultz (D-Fla) ","Florida District 25Current office: Florida District 23","$2081939"
"Kelly Armstrong (R-ND) ","North Dakota District 01","$2068973"
"Brad Wenstrup (R-Ohio) ","Ohio District 02","$2068489"
"Jodey Arrington (R-Texas) ","Texas District 19","$2062345"
"Andy Biggs (R-Ariz) ","Arizona District 05","$2042934"
"Anna Eshoo (D-Calif) ","California District 16Current office: California District 18","$2031747"
"Jim Costa (D-Calif) ","California District 21Current office: California District 16","$2022815"
"Mary Miller (R-Ill) ","Illinois District 15","$2011403"
"David Scott (D-Ga) ","Georgia District 13","$2003983"
"Diana Harshbarger (R-Tenn) ","Tennessee District 01","$1982165"
"Guy Reschenthaler (R-Pa) ","Pennsylvania District 14","$1980349"
"Garret Graves (R-La) ","Louisiana District 06","$1979602"
"Kay Granger (R-Texas) ","Texas District 12","$1979591"
"Gus Bilirakis (R-Fla) ","Florida District 12","$1979501"
"David Cicilline (D-RI) ","Rhode Island District 01","$1975833"
"Lori Trahan (D-Mass) ","Massachusetts District 03","$1956391"
"Madeleine Dean (D-Pa) ","Pennsylvania District 04","$1951923"
"Greg Murphy (R-NC) ","North Carolina District 03","$1940352"
"Dan Bishop (R-NC) ","North Carolina District 08Current office: North Carolina District 09","$1934842"
"Joe Courtney (D-Conn) ","Connecticut District 02","$1934054"
"Bruce Westerman (R-Ark) ","Arkansas District 04","$1928212"
"Troy Balderson (R-Ohio) ","Ohio District 12","$1912045"
"Andy Harris (R-Md) ","Maryland District 01","$1910284"
"David Kustoff (R-Tenn) ","Tennessee District 08","$1907251"
"David Schweikert (R-Ariz) ","Arizona District 01Current office: Arizona District 06","$1903339"
"Brad Sherman (D-Calif) ","California District 32Current office: California District 30","$1885954"
"Marilyn Strickland (D-Wash) ","Washington District 10","$1884733"
"Zoe Lofgren (D-Calif) ","California District 18Current office: California District 19","$1884334"
"Ron Estes (R-Kan) ","Kansas District 04","$1863803"
"Jamaal Bowman (D-NY) ","New York District 16","$1859145"
"Marc Veasey (D-Texas) ","Texas District 33","$1831488"
"Mario Diaz-Balart (R-Fla) ","Florida District 26Current office: Florida District 25","$1822418"
"Paul Tonko (D-NY) ","New York District 20","$1776069"
"Roger Williams (R-Texas) ","Texas District 25","$1767650"
"Jimmy Gomez (D-Calif) ","California District 34","$1767637"
"John Larson (D-Conn) ","Connecticut District 01","$1733614"
"Robin Kelly (D-Ill) ","Illinois District 02","$1730366"
"Neal Dunn (R-Fla) ","Florida District 02","$1723063"
"Mark Green (R-Tenn) ","Tennessee District 07","$1703793"
"Adrian Smith (R-Neb) ","Nebraska District 03","$1699591"
"John Bergman (R-Mich) ","Michigan District 01","$1698173"
"Brendan Boyle (D-Pa) ","Pennsylvania District 02","$1688903"
"Rick Larsen (D-Wash) ","Washington District 02","$1684899"
"Bill Johnson (R-Ohio) ","Ohio District 06","$1677186"
"Jeff Duncan (R-SC) ","South Carolina District 03","$1674501"
"Tom McClintock (R-Calif) ","California District 05Current office: California District 04","$1667476"
"Jim Himes (D-Conn) ","Connecticut District 04","$1665641"
"Steve Womack (R-Ark) ","Arkansas District 03","$1662619"
"Sara Jacobs (D-Calif) ","California District 51Current office: California District 53","$1656385"
"Michelle Fischbach (R-Minn) ","Minnesota District 07","$1655766"
"Mike Bost (R-Ill) ","Illinois District 12","$1649239"
"James Comer (R-Ky) ","Kentucky District 01","$1643107"
"Mike Simpson (R-Idaho) ","Idaho District 02","$1618707"
"Greg Steube (R-Fla) ","Florida District 17","$1617685"
"Grace Meng (D-NY) ","New York District 06","$1601048"
"Ken Buck (R-Colo) ","Colorado District 04","$1590445"
"Blake Moore (R-Utah) ","Utah District 01","$1588701"
"Mary Gay Scanlon (D-Pa) ","Pennsylvania District 05","$1586742"
"Tom Rice (R-SC) ","South Carolina District 07","$1585580"
"Judy Chu (D-Calif) ","California District 28Current office: California District 27","$1584664"
"Kathy Castor (D-Fla) ","Florida District 14","$1568136"
"Bill Pascrell Jr. (D-NJ) ","New Jersey District 09","$1567026"
"Bob Latta (R-Ohio) ","Ohio District 05","$1558303"
"Debbie Dingell (D-Mich) ","Michigan District 06Current office: Michigan District 12","$1557911"
"Tom Suozzi (D-NY) ","New York District 03","$1554894"
"Tony Cardenas (D-Calif) ","California District 29","$1548526"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$1542148"
"Robert B Aderholt (R-Ala) ","Alabama District 04","$1537394"
"Brian Higgins (D-NY) ","New York District 26","$1535574"
"John Joyce (R-Pa) ","Pennsylvania District 13","$1523590"
"Frank D Lucas (R-Okla) ","Oklahoma District 03","$1521361"
"John Katko (R-NY) ","New York District 24","$1517579"
"Bennie G Thompson (D-Miss) ","Mississippi District 02","$1508551"
"Linda Sanchez (D-Calif) ","California District 38","$1506444"
"Michael R Turner (R-Ohio) ","Ohio District 10","$1503995"
"Lloyd Smucker (R-Pa) ","Pennsylvania District 11","$1501842"
"Ted Lieu (D-Calif) ","California District 36Current office: California District 33","$1494750"
"Ami Bera (D-Calif) ","California District 06Current office: California District 07","$1494408"
"Tim Walberg (R-Mich) ","Michigan District 05Current office: Michigan District 07","$1494322"
"Chris Smith (R-NJ) ","New Jersey District 04","$1488958"
"Brad Finstad (R-Minn) ","Minnesota District 01","$1483520"
"David Rouzer (R-NC) ","North Carolina District 07","$1482708"
"Jake Laturner (R-Kan) ","Kansas District 02","$1468890"
"Marie Newman (D-Ill) ","Illinois District 06Current office: Illinois District 03","$1455851"
"Ayanna Pressley (D-Mass) ","Massachusetts District 07","$1443190"
"Fred Upton (R-Mich) ","Michigan District 04Current office: Michigan District 06","$1422995"
"Larry Bucshon (R-Ind) ","Indiana District 08","$1419756"
"Tim Burchett (R-Tenn) ","Tennessee District 02","$1412266"
"Doris Matsui (D-Calif) ","California District 07Current office: California District 06","$1395577"
"Lloyd Doggett (D-Texas) ","Texas District 37Current office: Texas District 35","$1388877"
"Adam Smith (D-Wash) ","Washington District 09","$1381609"
"Darrell Issa (R-Calif) ","California District 48Current office: California District 50","$1375006"
"Troy Nehls (R-Texas) ","Texas District 22","$1373057"
"Kevin Hern (R-Okla) ","Oklahoma District 01","$1369494"
"Donald M Payne Jr. (D-NJ) ","New Jersey District 10","$1361050"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$1359630"
"Michael Guest (R-Miss) ","Mississippi District 03","$1344443"
"Mike Johnson (R-La) ","Louisiana District 04","$1342470"
"Michael Burgess (R-Texas) ","Texas District 26","$1341265"
"John Carter (R-Texas) ","Texas District 31","$1330977"
"Darren Soto (D-Fla) ","Florida District 09","$1326128"
"Veronica Escobar (D-Texas) ","Texas District 16","$1294538"
"Mike Kelly (R-Pa) ","Pennsylvania District 16","$1293141"
"Lou Correa (D-Calif) ","California District 46","$1290956"
"Adriano Espaillat (D-NY) ","New York District 13","$1280491"
"Billy Long (R-Mo) ","Missouri SenateCurrent office: Missouri District 07","$1278782"
"Lois Frankel (D-Fla) ","Florida District 22Current office: Florida District 21","$1265333"
"Lisa McClain (R-Mich) ","Michigan District 09Current office: Michigan District 10","$1263318"
"Jerry Carl (R-Ala) ","Alabama District 01","$1262711"
"Maxine Waters (D-Calif) ","California District 43","$1243263"
"Glenn Grothman (R-Wis) ","Wisconsin District 06","$1238391"
"Carol Miller (R-WVa) ","West Virginia District 01Current office: West Virginia District 03","$1232575"
"Tracey Mann (R-Kan) ","Kansas District 01","$1232488"
"Mark Takano (D-Calif) ","California District 39Current office: California District 41","$1232290"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$1214785"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$1207905"
"Gary Palmer (R-Ala) ","Alabama District 06","$1206726"
"Nanette Barragan (D-Calif) ","California District 44","$1200876"
"Mark Amodei (R-Nev) ","Nevada District 02","$1192886"
"Debbie Lesko (R-Ariz) ","Arizona District 08","$1188963"
"Tom Tiffany (R-Wis) ","Wisconsin District 07","$1176702"
"Cliff Bentz (R-Ore) ","Oregon District 02","$1175494"
"Bob Good (R-Va) ","Virginia District 05","$1149484"
"John Garamendi (D-Calif) ","California District 08Current office: California District 03","$1145390"
"Mark Pocan (D-Wis) ","Wisconsin District 02","$1143752"
"Diana DeGette (D-Colo) ","Colorado District 01","$1142530"
"Nikema Williams (D-Ga) ","Georgia District 05","$1139028"
"Dwight Evans (D-Pa) ","Pennsylvania District 03","$1138908"
"Rudy Yakym (R-Ind) ","Indiana District 02","$1129551"
"James P McGovern (D-Mass) ","Massachusetts District 02","$1115163"
"Stephanie Murphy (D-Fla) ","Florida District 07","$1106089"
"Trent Kelly (R-Miss) ","Mississippi District 01","$1101328"
"Thomas Massie (R-Ky) ","Kentucky District 04","$1095764"
"Scott Franklin (R-Fla) ","Florida District 18Current office: Florida District 15","$1087789"
"Rick Crawford (R-Ark) ","Arkansas District 01","$1086520"
"Dan Meuser (R-Pa) ","Pennsylvania District 09","$1083834"
"Chris Stewart (R-Utah) ","Utah District 02","$1080793"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$1079670"
"Steven Palazzo (R-Miss) ","Mississippi District 04","$1058757"
"Michael Cloud (R-Texas) ","Texas District 27","$1055335"
"John Rose (R-Tenn) ","Tennessee District 06","$1055257"
"Mike Quigley (D-Ill) ","Illinois District 05","$1053624"
"Brian Babin (R-Texas) ","Texas District 36","$1053278"
"Ed Case (D-Hawaii) ","Hawaii District 01","$1050574"
"Lance Gooden (R-Texas) ","Texas District 05","$1038969"
"Clay Higgins (R-La) ","Louisiana District 03","$1036264"
"Suzanne Bonamici (D-Ore) ","Oregon District 01","$1033571"
"Jay Obernolte (R-Calif) ","California District 23Current office: California District 08","$1031818"
"Bill Posey (R-Fla) ","Florida District 08","$1028263"
"Randy Weber (R-Texas) ","Texas District 14","$1027698"
"Joe Wilson (R-SC) ","South Carolina District 02","$1014561"
"Scott Fitzgerald (R-Wis) ","Wisconsin District 05","$995661"
"Richard W Allen (R-Ga) ","Georgia District 12","$990681"
"Ben Cline (R-Va) ","Virginia District 06","$990176"
"Stacey Plaskett (D-VI) ","Virgin Islands District 00","$966728"
"Stephen Lynch (D-Mass) ","Massachusetts District 08","$960566"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$954615"
"Doug LaMalfa (R-Calif) ","California District 01","$948620"
"Alma Adams (D-NC) ","North Carolina District 12","$947656"
"Juan Vargas (D-Calif) ","California District 52Current office: California District 51","$942887"
"Sylvia Garcia (D-Texas) ","Texas District 29","$940934"
"Warren Davidson (R-Ohio) ","Ohio District 08","$940371"
"Paul Gosar (R-Ariz) ","Arizona District 09Current office: Arizona District 04","$935271"
"Jared Huffman (D-Calif) ","California District 02","$927616"
"Jesus Garcia (D-Ill) ","Illinois District 04","$922494"
"Bonnie Watson Coleman (D-NJ) ","New Jersey District 12","$920887"
"William Timmons (R-SC) ","South Carolina District 04","$902342"
"Barry Moore (R-Ala) ","Alabama District 02","$869937"
"Patrick Fallon (R-Texas) ","Texas District 04","$859595"
"Bobby Scott (D-Va) ","Virginia District 03","$847219"
"Andre Carson (D-Ind) ","Indiana District 07","$843212"
"Pete Sessions (R-Texas) ","Texas District 17","$842085"
"Al Lawson (D-Fla) ","Florida District 02Current office: Florida District 05","$825526"
"Austin Scott (R-Ga) ","Georgia District 08","$821873"
"Andrew Clyde (R-Ga) ","Georgia District 09","$812119"
"Hal Rogers (R-Ky) ","Kentucky District 05","$809396"
"Morgan Griffith (R-Va) ","Virginia District 09","$809005"
"Barry Loudermilk (R-Ga) ","Georgia District 11","$786025"
"Yvette Clarke (D-NY) ","New York District 09","$785088"
"John Rutherford (R-Fla) ","Florida District 05Current office: Florida District 04","$782953"
"Anthony Gonzalez (R-Ohio) ","Ohio District 16","$778999"
"Norma Torres (D-Calif) ","California District 35","$777957"
"Daniel Webster (R-Fla) ","Florida District 11","$777214"
"Lee Zeldin (R-NY) ","New York District 01","$766925"
"Jenniffer Gonzalez (3-PR) ","Puerto Rico District 00","$726187"
"Bill Keating (D-Mass) ","Massachusetts District 09","$717659"
"Joaquin Castro (D-Texas) ","Texas District 20","$680070"
"Danny K Davis (D-Ill) ","Illinois District 07","$675347"
"Raul M Grijalva (D-Ariz) ","Arizona District 07Current office: Arizona District 03","$643776"
"Chuck Fleischmann (R-Tenn) ","Tennessee District 03","$635211"
"Fred Keller (R-Pa) ","Pennsylvania District 12","$634267"
"Mark Desaulnier (D-Calif) ","California District 10Current office: California District 11","$617489"
"Frederica Wilson (D-Fla) ","Florida District 24","$617225"
"Nydia Velazquez (D-NY) ","New York District 07","$600501"
"Ed Perlmutter (D-Colo) ","Colorado District 07","$600322"
"Kweisi Mfume (D-Md) ","Maryland District 07","$595635"
"Ron Kind (D-Wis) ","Wisconsin District 03","$588104"
"Chellie Pingree (D-Maine) ","Maine District 01","$576407"
"Hank Johnson (D-Ga) ","Georgia District 04","$566901"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$558331"
"Steve Cohen (D-Tenn) ","Tennessee District 09","$546322"
"Jerry McNerney (D-Calif) ","California District 09","$538286"
"Russ Fulcher (R-Idaho) ","Idaho District 01","$528525"
"Karen Bass (D-Calif) ","California District 37","$507962"
"Doug Lamborn (R-Colo) ","Colorado District 05","$506157"
"Chris Jacobs (R-NY) ","New York District 23Current office: New York District 27","$474820"
"Kathleen Rice (D-NY) ","New York District 04","$468406"
"Kai Kahele (D-Hawaii) ","Hawaii District 02","$463157"
"Anthony Brown (D-Md) ","Maryland District 04","$448889"
"Jim Baird (R-Ind) ","Indiana District 04","$433648"
"Jim Langevin (D-RI) ","Rhode Island District 02","$417900"
"Al Green (D-Texas) ","Texas District 09","$406713"
"Ralph Norman (R-SC) ","South Carolina District 05","$394573"
"Charlie Crist (D-Fla) ","Florida District 13","$383955"
"Grace Napolitano (D-Calif) ","California District 31Current office: California District 32","$364950"
"Brenda Lawrence (D-Mich) ","Michigan District 13Current office: Michigan District 14","$344191"
"Bob Gibbs (R-Ohio) ","Ohio District 07","$321763"
"Ted Deutch (D-Fla) ","Florida District 22","$309658"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$283498"
"Jackie Speier (D-Calif) ","California District 14","$274484"
"Kevin Brady (R-Texas) ","Texas District 08","$273428"
"Joe Sempolinski (R-NY) ","New York District 23","$241632"
"Louie Gohmert (R-Texas) ","Texas District 01","$236692"
"G K Butterfield (D-NC) ","North Carolina District 01","$217084"
"Albio Sires (D-NJ) ","New Jersey District 08","$206340"
"David Price (D-NC) ","North Carolina District 04","$199992"
"Cheri Bustos (D-Ill) ","Illinois District 17","$193779"
"Bobby Rush (D-Ill) ","Illinois District 01","$193193"
