"Representative","Office Running For","Total Raised"
"French Hill (R-Ark) ","Arkansas District 02","$2199132"
"Lynn Jenkins (R-Kan) ","Kansas District 02","$2193765"
"Marsha Blackburn (R-Tenn) ","Tennessee District 07","$2186668"
"James E Clyburn (D-SC) ","South Carolina District 06","$2172542"
"Derek Kilmer (D-Wash) ","Washington District 06","$2137492"
"Marlin Stutzman (R-Ind) ","Indiana SenateCurrent office: Indiana District 03","$2122286"
"Jim Himes (D-Conn) ","Connecticut District 04","$2121424"
"Ben R Lujan (D-NM) ","New Mexico District 03","$2107713"
"Ron Kind (D-Wis) ","Wisconsin District 03","$2105216"
"Jim Renacci (R-Ohio) ","Ohio District 16","$2088873"
"David P Joyce (R-Ohio) ","Ohio District 14","$2088216"
"Kathleen Rice (D-NY) ","New York District 04","$2080991"
"Richard Hudson (R-NC) ","North Carolina District 08","$2065162"
"Don Norcross (D-NJ) ","New Jersey District 01","$2045596"
"Mike Thompson (D-Calif) ","California District 05","$2036950"
"Ted Lieu (D-Calif) ","California District 33","$2029612"
"Gerry Connolly (D-Va) ","Virginia District 11","$2017377"
"Suzan DelBene (D-Wash) ","Washington District 01","$1997270"
"Rodney Frelinghuysen (R-NJ) ","New Jersey District 11","$1991920"
"Dan Donovan (R-NY) ","New York District 11","$1968168"
"John K Delaney (D-Md) ","Maryland District 06","$1951728"
"Mimi Walters (R-Calif) ","California District 45","$1950502"
"Luke Messer (R-Ind) ","Indiana District 06","$1939107"
"David Jolly (R-Fla) ","Florida District 13","$1936036"
"Eric Swalwell (D-Calif) ","California District 15","$1935517"
"Mike Conaway (R-Texas) ","Texas District 11","$1931946"
"Garret Graves (R-La) ","Louisiana District 06","$1925196"
"Thomas MacArthur (R-NJ) ","New Jersey District 03","$1913434"
"Don Beyer (D-Va) ","Virginia District 08","$1904692"
"Scott Tipton (R-Colo) ","Colorado District 03","$1903931"
"Rod Blum (R-Iowa) ","Iowa District 01","$1897637"
"Ed Perlmutter (D-Colo) ","Colorado District 07","$1891982"
"Jackie Walorski (R-Ind) ","Indiana District 02","$1890177"
"Blaine Luetkemeyer (R-Mo) ","Missouri District 03","$1885992"
"Trey Gowdy (R-SC) ","South Carolina District 04","$1869294"
"Xavier Becerra (D-Calif) ","California District 34","$1853640"
"Steve Pearce (R-NM) ","New Mexico District 02","$1840393"
"Tom Emmer (R-Minn) ","Minnesota District 06","$1837927"
"Cresent Hardy (R-Nev) ","Nevada District 04","$1837510"
"Elizabeth Esty (D-Conn) ","Connecticut District 05","$1826049"
"Mac Thornberry (R-Texas) ","Texas District 13","$1821479"
"Adam Kinzinger (R-Ill) ","Illinois District 16","$1820746"
"Tom Cole (R-Okla) ","Oklahoma District 04","$1804368"
"Gene Green (D-Texas) ","Texas District 29","$1798928"
"Diane Black (R-Tenn) ","Tennessee District 06","$1797183"
"Richard E Neal (D-Mass) ","Massachusetts District 01","$1791836"
"Gwen Graham (D-Fla) ","Florida District 02","$1782795"
"Bob Goodlatte (R-Va) ","Virginia District 06","$1777615"
"Michelle Lujan Grisham (D-NM) ","New Mexico District 01","$1776951"
"Alex Mooney (R-WVa) ","West Virginia District 02","$1750908"
"Jim Costa (D-Calif) ","California District 16","$1749101"
"Keith J Rothfus (R-Pa) ","Pennsylvania District 12","$1734460"
"Susan Brooks (R-Ind) ","Indiana District 05","$1725754"
"Brett Guthrie (R-Ky) ","Kentucky District 02","$1719574"
"Kurt Schrader (D-Ore) ","Oregon District 05","$1711097"
"Steve Knight (R-Calif) ","California District 25","$1707535"
"Nita M Lowey (D-NY) ","New York District 17","$1705900"
"Tony Cardenas (D-Calif) ","California District 29","$1698961"
"Jason Smith (R-Mo) ","Missouri District 08","$1693053"
"Roger Williams (R-Texas) ","Texas District 25","$1692143"
"Carolyn B Maloney (D-NY) ","New York District 12","$1689237"
"Henry Cuellar (D-Texas) ","Texas District 28","$1682664"
"Bill Pascrell Jr (D-NJ) ","New Jersey District 09","$1674633"
"Bill Johnson (R-Ohio) ","Ohio District 06","$1667713"
"Michael McCaul (R-Texas) ","Texas District 10","$1661954"
"Charlie Dent (R-Pa) ","Pennsylvania District 15","$1661203"
"Dave Reichert (R-Wash) ","Washington District 08","$1655867"
"Eliot L Engel (D-NY) ","New York District 16","$1649420"
"Mike Bishop (R-Mich) ","Michigan District 08","$1639970"
"Lois J Frankel (D-Fla) ","Florida District 21Current office: Florida District 22","$1639413"
"John L Mica (R-Fla) ","Florida District 07","$1624556"
"Vernon Buchanan (R-Fla) ","Florida District 16","$1620551"
"John B Larson (D-Conn) ","Connecticut District 01","$1613789"
"Terri A Sewell (D-Ala) ","Alabama District 07","$1613552"
"Mike Kelly (R-Pa) ","Pennsylvania District 03","$1611552"
"David Loebsack (D-Iowa) ","Iowa District 02","$1608466"
"Jerrold Nadler (D-NY) ","New York District 10","$1605567"
"Frank A LoBiondo (R-NJ) ","New Jersey District 02","$1584413"
"Virginia Foxx (R-NC) ","North Carolina District 05","$1578744"
"Brad Sherman (D-Calif) ","California District 30","$1556653"
"Tim Walz (D-Minn) ","Minnesota District 01","$1547890"
"Dennis Heck (D-Wash) ","Washington District 10","$1544147"
"Lamar Smith (R-Texas) ","Texas District 21","$1536636"
"Ileana Ros-Lehtinen (R-Fla) ","Florida District 27","$1532074"
"Sam Graves (R-Mo) ","Missouri District 06","$1521611"
"Pete Olson (R-Texas) ","Texas District 22","$1517420"
"Frank Guinta (R-NH) ","New Hampshire District 01","$1514412"
"Bill Flores (R-Texas) ","Texas District 17","$1513024"
"Ted Deutch (D-Fla) ","Florida District 22Current office: Florida District 21","$1508992"
"Markwayne Mullin (R-Okla) ","Oklahoma District 02","$1506086"
"David Cicilline (D-RI) ","Rhode Island District 01","$1505338"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$1495563"
"Tim Murphy (R-Pa) ","Pennsylvania District 18","$1484901"
"Peter DeFazio (D-Ore) ","Oregon District 04","$1484774"
"Linda Sanchez (D-Calif) ","California District 38","$1472078"
"Billy Long (R-Mo) ","Missouri District 07","$1460939"
"Mike Pompeo (R-Kan) ","Kansas District 04","$1451695"
"Ken Calvert (R-Calif) ","California District 42","$1443899"
"Robert B Aderholt (R-Ala) ","Alabama District 04","$1433641"
"Todd Rokita (R-Ind) ","Indiana District 04","$1429602"
"Chuck Fleischmann (R-Tenn) ","Tennessee District 03","$1421141"
"Kay Granger (R-Texas) ","Texas District 12","$1414214"
"Louise M Slaughter (D-NY) ","New York District 25","$1409333"
"Gus Bilirakis (R-Fla) ","Florida District 12","$1406331"
"Kevin Cramer (R-ND) ","North Dakota District 01","$1405040"
"Jason Chaffetz (R-Utah) ","Utah District 03","$1403089"
"Marc Veasey (D-Texas) ","Texas District 33","$1402920"
"Cedric Richmond (D-La) ","Louisiana District 02","$1399143"
"Jared Polis (D-Colo) ","Colorado District 02","$1383484"
"Martha Roby (R-Ala) ","Alabama District 02","$1381821"
"Zoe Lofgren (D-Calif) ","California District 19","$1371445"
"Anna Eshoo (D-Calif) ","California District 18","$1370037"
"Mario Diaz-Balart (R-Fla) ","Florida District 25","$1368064"
"Jaime Herrera Beutler (R-Wash) ","Washington District 03","$1366402"
"Bradley Byrne (R-Ala) ","Alabama District 01","$1366370"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$1365195"
"Randy Forbes (R-Va) ","Virginia District 02Current office: Virginia District 04","$1361578"
"Michael Burgess (R-Texas) ","Texas District 26","$1356397"
"Joe Barton (R-Texas) ","Texas District 06","$1348350"
"Tom Graves (R-Ga) ","Georgia District 14","$1347311"
"David Rouzer (R-NC) ","North Carolina District 07","$1328535"
"Barbara Lee (D-Calif) ","California District 13","$1316688"
"Hal Rogers (R-Ky) ","Kentucky District 05","$1314305"
"Dave Trott (R-Mich) ","Michigan District 11","$1313731"
"Katherine Clark (D-Mass) ","Massachusetts District 05","$1313286"
"Lou Barletta (R-Pa) ","Pennsylvania District 11","$1309267"
"Sander Levin (D-Mich) ","Michigan District 09","$1293278"
"Andy Harris (R-Md) ","Maryland District 01","$1290564"
"Hakeem Jeffries (D-NY) ","New York District 08","$1287260"
"Renee Ellmers (R-NC) ","North Carolina District 02","$1277286"
"Evan Jenkins (R-WVa) ","West Virginia District 03","$1269625"
"Daniel Milton Newhouse (R-Wash) ","Washington District 04","$1266399"
"Dave Brat (R-Va) ","Virginia District 07","$1259401"
"Diana DeGette (D-Colo) ","Colorado District 01","$1255486"
"Grace Meng (D-NY) ","New York District 06","$1254504"
"Doug Collins (R-Ga) ","Georgia District 09","$1231709"
"David Scott (D-Ga) ","Georgia District 13","$1227572"
"Dennis Ross (R-Fla) ","Florida District 15","$1215627"
"Filemon Vela (D-Texas) ","Texas District 34","$1215319"
"Jerry McNerney (D-Calif) ","California District 09","$1214703"
"John Culberson (R-Texas) ","Texas District 07","$1214570"
"Stephen F Lynch (D-Mass) ","Massachusetts District 08","$1210584"
"Collin Peterson (D-Minn) ","Minnesota District 07","$1201913"
"Gary Palmer (R-Ala) ","Alabama District 06","$1201855"
"Glenn Thompson (R-Pa) ","Pennsylvania District 05","$1201255"
"Niki Tsongas (D-Mass) ","Massachusetts District 03","$1200582"
"Bill Keating (D-Mass) ","Massachusetts District 09","$1199693"
"Joe Courtney (D-Conn) ","Connecticut District 02","$1196029"
"Duncan D Hunter (R-Calif) ","California District 50","$1194881"
"Bill Huizenga (R-Mich) ","Michigan District 02","$1193988"
"Joaquin Castro (D-Texas) ","Texas District 20","$1192106"
"Frank D Lucas (R-Okla) ","Oklahoma District 03","$1182119"
"Randy Hultgren (R-Ill) ","Illinois District 14","$1179173"
"Debbie Dingell (D-Mich) ","Michigan District 12","$1173477"
"Judy Chu (D-Calif) ","California District 27","$1170205"
"Joyce Beatty (D-Ohio) ","Ohio District 03","$1166061"
"Adrian Smith (R-Neb) ","Nebraska District 03","$1156745"
"Paul Tonko (D-NY) ","New York District 20","$1154454"
"Joe Wilson (R-SC) ","South Carolina District 02","$1151887"
"David McKinley (R-WVa) ","West Virginia District 01","$1147264"
"Richard W Allen (R-Ga) ","Georgia District 12","$1142250"
"Rosa L DeLauro (D-Conn) ","Connecticut District 03","$1141323"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$1141295"
"John Garamendi (D-Calif) ","California District 03","$1139600"
"Jim Langevin (D-RI) ","Rhode Island District 02","$1139065"
"Mike D Rogers (R-Ala) ","Alabama District 03","$1137285"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$1135835"
"Brad Wenstrup (R-Ohio) ","Ohio District 02","$1134919"
"Robert Pittenger (R-NC) ","North Carolina District 09","$1126358"
"Mick Mulvaney (R-SC) ","South Carolina District 05","$1124594"
"Leonard Lance (R-NJ) ","New Jersey District 07","$1118097"
"Andre Carson (D-Ind) ","Indiana District 07","$1116364"
"Sanford Bishop (D-Ga) ","Georgia District 02","$1111034"
"G K Butterfield (D-NC) ","North Carolina District 01","$1103963"
"Doris O Matsui (D-Calif) ","California District 06","$1103091"
"Blake Farenthold (R-Texas) ","Texas District 27","$1099143"
"Robin Kelly (D-Ill) ","Illinois District 02","$1098719"
"Sam Johnson (R-Texas) ","Texas District 03","$1098196"
"Bonnie Coleman (D-NJ) ","New Jersey District 12","$1095676"
"Don Young (R-Alaska) ","Alaska District 01","$1095211"
"Tom Marino (R-Pa) ","Pennsylvania District 10","$1093770"
"Ruben Gallego (D-Ariz) ","Arizona District 07","$1088292"
"Dan Kildee (D-Mich) ","Michigan District 05","$1087656"
"Steve Israel (D-NY) ","New York District 03","$1085533"
"John Lewis (D-Ga) ","Georgia District 05","$1085379"
"Tom Rice (R-SC) ","South Carolina District 07","$1082645"
"Mark A Takano (D-Calif) ","California District 41","$1064415"
"Pete King (R-NY) ","New York District 02","$1063928"
"Lloyd Doggett (D-Texas) ","Texas District 35","$1061653"
"Elijah E Cummings (D-Md) ","Maryland District 07","$1056238"
"Trent Kelly (R-Miss) ","Mississippi District 01","$1053947"
"Robert E Latta (R-Ohio) ","Ohio District 05","$1053339"
"Brian Babin (R-Texas) ","Texas District 36","$1051102"
"John Moolenaar (R-Mich) ","Michigan District 04","$1050896"
"Michael R Turner (R-Ohio) ","Ohio District 10","$1050524"
"John Carter (R-Texas) ","Texas District 31","$1050388"
"Brendan Boyle (D-Pa) ","Pennsylvania District 13","$1041155"
"Tom McClintock (R-Calif) ","California District 04","$1039359"
"Mark Pocan (D-Wis) ","Wisconsin District 02","$1038788"
"Rob Wittman (R-Va) ","Virginia District 01","$1037816"
"Glenn S Grothman (R-Wis) ","Wisconsin District 06","$1036745"
"Bennie G Thompson (D-Miss) ","Mississippi District 02","$1029092"
"Tim Ryan (D-Ohio) ","Ohio District 13","$1024125"
"Mike Simpson (R-Idaho) ","Idaho District 02","$1013933"
"Steve Chabot (R-Ohio) ","Ohio District 01","$1012389"
"Kenneth R Buck (R-Colo) ","Colorado District 04","$1011676"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$1010484"
"Mike Quigley (D-Ill) ","Illinois District 05","$1010343"
"Pete Visclosky (D-Ind) ","Indiana District 01","$1009761"
"Gregg Harper (R-Miss) ","Mississippi District 03","$1007225"
"Buddy Carter (R-Ga) ","Georgia District 01","$1004345"
"Austin Scott (R-Ga) ","Georgia District 08","$993499"
"Rob Bishop (R-Utah) ","Utah District 01","$989853"
"Gregory W Meeks (D-NY) ","New York District 05","$987168"
"Ander Crenshaw (R-Fla) ","Florida District 04","$983955"
"Kenny Marchant (R-Texas) ","Texas District 24","$983113"
"Peter Welch (D-Vt) ","Vermont District 01","$980546"
"Larry Bucshon (R-Ind) ","Indiana District 08","$978513"
"Warren Davidson (R-Ohio) ","Ohio District 08","$974240"
"Colleen Hanabusa (D-Hawaii) ","Hawaii District 01","$972277"
"Juan Vargas (D-Calif) ","California District 51","$970275"
"Adam Schiff (D-Calif) ","California District 28","$968263"
"Matt Cartwright (D-Pa) ","Pennsylvania District 17","$967024"
"Jared Huffman (D-Calif) ","California District 02","$962597"
"Rick Larsen (D-Wash) ","Washington District 02","$957187"
"Maxine Waters (D-Calif) ","California District 43","$953624"
"John Sarbanes (D-Md) ","Maryland District 03","$946821"
"Dina Titus (D-Nev) ","Nevada District 01","$945856"
"Steven A King (R-Iowa) ","Iowa District 04","$944683"
"Paul Cook (R-Calif) ","California District 08","$935283"
"Steve Womack (R-Ark) ","Arkansas District 03","$930982"
"James P McGovern (D-Mass) ","Massachusetts District 02","$928775"
"Vicky Hartzler (R-Mo) ","Missouri District 04","$928063"
"Tim Huelskamp (R-Kan) ","Kansas District 01","$923124"
"James Bridenstine (R-Okla) ","Oklahoma District 01","$922385"
"Alma Adams (D-NC) ","North Carolina District 12","$922093"
"Adam Smith (D-Wash) ","Washington District 09","$921267"
"Suzanne Bonamici (D-Ore) ","Oregon District 01","$919183"
"Betty McCollum (D-Minn) ","Minnesota District 04","$915558"
"Chris Stewart (R-Utah) ","Utah District 02","$911495"
"Bob Gibbs (R-Ohio) ","Ohio District 07","$899217"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$898034"
"Bill Posey (R-Fla) ","Florida District 08","$888494"
"Daniel Lipinski (D-Ill) ","Illinois District 03","$880695"
"Dana Rohrabacher (R-Calif) ","California District 48","$874820"
"Jackie Speier (D-Calif) ","California District 14","$874154"
"Daniel Webster (R-Fla) ","Florida District 11Current office: Florida District 10","$869878"
"Mark Walker (R-NC) ","North Carolina District 06","$865499"
"Steven Russell (R-Okla) ","Oklahoma District 05","$865262"
"Brenda Lawrence (D-Mich) ","Michigan District 14","$853134"
"Mark Amodei (R-Nev) ","Nevada District 02","$851508"
"Morgan Griffith (R-Va) ","Virginia District 09","$836092"
"Ted Poe (R-Texas) ","Texas District 02","$832428"
"Barry Loudermilk (R-Ga) ","Georgia District 11","$831875"
"Mike Doyle (D-Pa) ","Pennsylvania District 14","$814619"
"Ted Yoho (R-Fla) ","Florida District 03","$811470"
"Jeff Fortenberry (R-Neb) ","Nebraska District 01","$802161"
"John Lee Ratcliffe (R-Texas) ","Texas District 04","$800862"
"Alcee L Hastings (D-Fla) ","Florida District 20","$798156"
"Doug LaMalfa (R-Calif) ","California District 01","$791830"
"Brian M Higgins (D-NY) ","New York District 26","$791467"
"David Price (D-NC) ","North Carolina District 04","$785244"
"Steven Palazzo (R-Miss) ","Mississippi District 04","$778901"
"Nydia M Velazquez (D-NY) ","New York District 07","$771209"
"Bobby Scott (D-Va) ","Virginia District 03","$767331"
"Robert A Brady (D-Pa) ","Pennsylvania District 01","$755407"
"Michael E Capuano (D-Mass) ","Massachusetts District 07","$753709"
"Mark Sanford (R-SC) ","South Carolina District 01","$741639"
"Grace Napolitano (D-Calif) ","California District 32","$736481"
"Jim Jordan (R-Ohio) ","Ohio District 04","$732366"
"Kathy Castor (D-Fla) ","Florida District 14","$731882"
"Louis B Gohmert Jr (R-Texas) ","Texas District 01","$728592"
"Chris Smith (R-NJ) ","New Jersey District 04","$725293"
"Alan Lowenthal (D-Calif) ","California District 47","$721829"
"Bruce Westerman (R-Ark) ","Arkansas District 04","$715778"
"Marcia L Fudge (D-Ohio) ","Ohio District 11","$712648"
"Paul Gosar (R-Ariz) ","Arizona District 04","$702261"
"John A Yarmuth (D-Ky) ","Kentucky District 03","$690576"
"Yvette D Clarke (D-NY) ","New York District 09","$681231"
"Scott Perry (R-Pa) ","Pennsylvania District 04","$676746"
"Justin Amash (R-Mich) ","Michigan District 03","$674288"
"Walter B Jones Jr (R-NC) ","North Carolina District 03","$673186"
"Chris Collins (R-NY) ","New York District 27","$670842"
"Rick Crawford (R-Ark) ","Arkansas District 01","$669502"
"Al Green (D-Texas) ","Texas District 09","$669207"
"Rob Woodall (R-Ga) ","Georgia District 07","$660854"
"Raul M Grijalva (D-Ariz) ","Arizona District 03","$658782"
"William L Clay Jr (D-Mo) ","Missouri District 01","$656037"
"Lucille Roybal-Allard (D-Calif) ","California District 40","$655433"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$646127"
"Karen Bass (D-Calif) ","California District 37","$643072"
"Albio Sires (D-NJ) ","New Jersey District 08","$633397"
"Tom Rooney (R-Fla) ","Florida District 17","$626812"
"Mark Desaulnier (D-Calif) ","California District 11","$625213"
"John Kline (R-Minn) ","Minnesota District 02","$616883"
"Steve Cohen (D-Tenn) ","Tennessee District 09","$615135"
"Jeff Duncan (R-SC) ","South Carolina District 03","$610666"
"Chellie Pingree (D-Maine) ","Maine District 01","$609680"
"Norma Torres (D-Calif) ","California District 35","$607680"
"Scott Desjarlais (R-Tenn) ","Tennessee District 04","$607523"
"John Conyers Jr (D-Mich) ","Michigan District 13","$605324"
"Jeff Miller (R-Fla) ","Florida District 01","$594680"
"Douglas L Lamborn (R-Colo) ","Colorado District 05","$587901"
"David Schweikert (R-Ariz) ","Arizona District 06","$587747"
"Bobby L Rush (D-Ill) ","Illinois District 01","$586080"
"Beto O'Rourke (D-Texas) ","Texas District 16","$585718"
"Randy Weber (R-Texas) ","Texas District 14","$579289"
"Ralph Abraham (R-La) ","Louisiana District 05","$577493"
"Corrine Brown (D-Fla) ","Florida District 05","$557348"
"Danny K Davis (D-Ill) ","Illinois District 07","$552638"
"Scott Rigell (R-Va) ","Virginia District 02","$551470"
"Donald M Payne Jr (D-NJ) ","New Jersey District 10","$533521"
"Mark R Meadows (R-NC) ","North Carolina District 11","$530469"
"Luis V Gutierrez (D-Ill) ","Illinois District 04","$523671"
"Hank Johnson (D-Ga) ","Georgia District 04","$502696"
"Raul Labrador (R-Idaho) ","Idaho District 01","$491520"
"Jody B Hice (R-Ga) ","Georgia District 10","$490282"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$485724"
"Susan A Davis (D-Calif) ","California District 53","$485039"
"Frederica Wilson (D-Fla) ","Florida District 24","$483780"
"Reid Ribble (R-Wis) ","Wisconsin District 08","$477333"
"Mo Brooks (R-Ala) ","Alabama District 05","$475500"
"Thomas Massie (R-Ky) ","Kentucky District 04","$463955"
"Steve Fincher (R-Tenn) ","Tennessee District 08","$455809"
"Robert Hurt (R-Va) ","Virginia District 05","$452367"
"Dan Benishek (R-Mich) ","Michigan District 01","$436547"
"Joe Pitts (R-Pa) ","Pennsylvania District 16","$406423"
"Phil Roe (R-Tenn) ","Tennessee District 01","$399977"
"Lynn A Westmoreland (R-Ga) ","Georgia District 03","$396320"
"F James Sensenbrenner Jr (R-Wis) ","Wisconsin District 05","$384927"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$384880"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$382090"
"John J Duncan Jr (R-Tenn) ","Tennessee District 02","$380238"
"Stacey Plaskett (D-VI) ","Virgin Islands District 00","$362515"
"Matt Salmon (R-Ariz) ","Arizona District 05","$355819"
"Curt Clawson (R-Fla) ","Florida District 19","$335865"
"Randy Neugebauer (R-Texas) ","Texas District 19","$277224"
"Jose E Serrano (D-NY) ","New York District 15","$276469"
"Trent Franks (R-Ariz) ","Arizona District 08","$265863"
"John Carney (D-Del) ","Delaware District 01","$265403"
"Jim McDermott (D-Wash) ","Washington District 07","$259505"
"Charles B Rangel (D-NY) ","New York District 13","$221750"
"Sam Farr (D-Calif) ","California District 20","$194651"
"Madeleine Z Bordallo (D-Guam) ","Guam District 00","$189493"
"Ruben Hinojosa (D-Texas) ","Texas District 15","$151065"
"Cynthia Lummis (R-Wyo) ","Wyoming District 01","$94700"
"Richard Hanna (R-NY) ","New York District 22","$91424"
"Amata Coleman Radewagen (R-AS) ","American Samoa District 00","$78278"
"Pedro Pierluisi (D-PR) ","Puerto Rico District 00","$58600"
"Richard Nugent (R-Fla) ","Florida District 11","$48430"
"Gregorio Sablan (I) ","Northern Mariana Islands District 00","$46911"
"Lois Capps (D-Calif) ","California District 24","$24700"
"Candice S Miller (R-Mich) ","Michigan District 10","$7421"
"Michael G Fitzpatrick (R-Pa) ","Pennsylvania District 08","$3782"
"Janice Hahn (D-Calif) ","California District 44","$2025"
"Chris Gibson (R-NY) ","New York District 19","-$3000"
