"Representative","Office Running For","Total Raised"
"Chris Murphy (D-Conn) ","Connecticut District 05","$3080818"
"Jerry McNerney (D-Calif) ","California District 11","$3047771"
"Tim Mahoney (D-Fla) ","Florida District 16","$3034464"
"Duncan Hunter (R) ","2008 Presidential RaceCurrent office: California District 52","$2997570"
"Jon Porter (R-Nev) ","Nevada District 03","$2946133"
"Jason Altmire (D-Pa) ","Pennsylvania District 04","$2945099"
"Robert Wexler (D-Fla) ","Florida District 19","$2908098"
"John Shadegg (R-Ariz) ","Arizona District 03","$2892553"
"Marilyn Musgrave (R-Colo) ","Colorado District 04","$2862907"
"Nancy Pelosi (D-Calif) ","California District 08","$2856945"
"Dave Reichert (R-Wash) ","Washington District 08","$2855897"
"Donald J Cazayoux (D-La) ","Louisiana District 06","$2740163"
"John D Dingell (D-Mich) ","Michigan District 15","$2736892"
"Timothy J Walz (D-Minn) ","Minnesota District 01","$2729819"
"Phil English (R-Pa) ","Pennsylvania District 03","$2659966"
"Peter Roskam (R-Ill) ","Illinois District 06","$2659880"
"Sam Graves (R-Mo) ","Missouri District 06","$2626310"
"Heather A Wilson (R-NM) ","New Mexico SenateCurrent office: New Mexico District 01","$2608446"
"Frank Pallone Jr (D-NJ) ","New Jersey District 06","$2601120"
"Roy Blunt (R-Mo) ","Missouri District 07","$2580060"
"Paul E Kanjorski (D-Pa) ","Pennsylvania District 11","$2517285"
"Harry E Mitchell (D-Ariz) ","Arizona District 05","$2437569"
"Dennis J Kucinich (D) ","Ohio District 10","$2408616"
"Jim Gerlach (R-Pa) ","Pennsylvania District 06","$2370625"
"Joe Courtney (D-Conn) ","Connecticut District 02","$2370575"
"Steve Chabot (R-Ohio) ","Ohio District 01","$2349745"
"Chris Carney (D-Pa) ","Pennsylvania District 10","$2348306"
"Ciro D Rodriguez (D-Texas) ","Texas District 23","$2347718"
"Chris Van Hollen (D-Md) ","Maryland District 08","$2317139"
"Nick Lampson (D-Texas) ","Texas District 22","$2299794"
"John Barrow (D-Ga) ","Georgia District 12","$2299743"
"Lincoln Diaz-Balart (R-Fla) ","Florida District 21","$2284221"
"Chet Edwards (D-Texas) ","Texas District 17","$2267333"
"Zachary T Space (D-Ohio) ","Ohio District 18","$2265350"
"Dave Camp (R-Mich) ","Michigan District 04","$2237726"
"John Hall (D-NY) ","New York District 19","$2234776"
"Shelley Moore Capito (R-WVa) ","West Virginia District 02","$2217688"
"Barney Frank (D-Mass) ","Massachusetts District 04","$2202677"
"Shelley Berkley (D-Nev) ","Nevada District 01","$2164787"
"Baron Hill (D-Ind) ","Indiana District 09","$2151725"
"Bennie G Thompson (D-Miss) ","Mississippi District 02","$2147392"
"Steve Israel (D-NY) ","New York District 02","$2144797"
"Tom Feeney (R-Fla) ","Florida District 24","$2143602"
"John A Yarmuth (D-Ky) ","Kentucky District 03","$2136760"
"Steve Kagen (D-Wis) ","Wisconsin District 08","$2129039"
"Tim Walberg (R-Mich) ","Michigan District 07","$2112214"
"Geoff Davis (R-Ky) ","Kentucky District 04","$2100351"
"Earl Pomeroy (D-ND) ","North Dakota District 01","$2090272"
"Patrick J Tiberi (R-Ohio) ","Ohio District 12","$2068833"
"Joseph Crowley (D-NY) ","New York District 07","$2058150"
"Frank R Wolf (R-Va) ","Virginia District 10","$2051358"
"Thelma Drake (R-Va) ","Virginia District 02","$2043585"
"Paul W Hodes (D-NH) ","New Hampshire District 02","$2026760"
"James L Oberstar (D-Minn) ","Minnesota District 08","$1995753"
"Mario Diaz-Balart (R-Fla) ","Florida District 25","$1982909"
"Mike Thompson (D-Calif) ","California District 01","$1916753"
"Robert E Latta (R-Ohio) ","Ohio District 05","$1911371"
"Charlie Dent (R-Pa) ","Pennsylvania District 15","$1881014"
"Dennis Moore (D-Kan) ","Kansas District 03","$1864356"
"Travis W Childers (D-Miss) ","Mississippi District 01","$1851648"
"Joe Donnelly (D-Ind) ","Indiana District 02","$1846892"
"Adam H Putnam (R-Fla) ","Florida District 12","$1843688"
"Ileana Ros-Lehtinen (R-Fla) ","Florida District 18","$1834650"
"Tim Murphy (R-Pa) ","Pennsylvania District 18","$1825275"
"Jim Marshall (D-Ga) ","Georgia District 08","$1816862"
"Pete Sessions (R-Texas) ","Texas District 32","$1808588"
"Virgil H Goode Jr (R-Va) ","Virginia District 05","$1797226"
"Mary Bono Mack (R-Calif) ","California District 45","$1795640"
"Pete King (R-NY) ","New York District 03","$1791786"
"Mike Ross (D-Ark) ","Arkansas District 04","$1791656"
"Jim Matheson (D-Utah) ","Utah District 02","$1789766"
"Edwin G Perlmutter (D-Colo) ","Colorado District 07","$1770087"
"Pete Visclosky (D-Ind) ","Indiana District 01","$1763060"
"Rick Boucher (D-Va) ","Virginia District 09","$1750965"
"David R Obey (D-Wis) ","Wisconsin District 07","$1749164"
"Dan Boren (D-Okla) ","Oklahoma District 02","$1748479"
"John Culberson (R-Texas) ","Texas District 07","$1747989"
"Lee Terry (R-Neb) ","Nebraska District 02","$1746226"
"Jerry Moran (R-Kan) ","Kansas District 01","$1745101"
"Paul Broun Jr (R-Ga) ","Georgia District 10","$1726314"
"Nancy E Boyda (D-Kan) ","Kansas District 02","$1726192"
"Michael McCaul (R-Texas) ","Texas District 10","$1723165"
"Debbie Wasserman Schultz (D-Fla) ","Florida District 20","$1721750"
"Dean Heller (R-Nev) ","Nevada District 02","$1713939"
"Bart Gordon (D-Tenn) ","Tennessee District 06","$1704626"
"Artur Davis (D-Ala) ","Alabama District 07","$1692708"
"Carolyn B Maloney (D-NY) ","New York District 14","$1692319"
"Heath Shuler (D-NC) ","North Carolina District 11","$1670728"
"Tom Davis (R-Va) ","Virginia District 11","$1653251"
"Paul Ryan (R-Wis) ","Wisconsin District 01","$1653204"
"Andre Carson (D-Ind) ","Indiana District 07","$1652313"
"Ed Royce (R-Calif) ","California District 40","$1644376"
"Phil Gingrey (R-Ga) ","Georgia District 11","$1630863"
"Richard E Neal (D-Mass) ","Massachusetts District 02","$1621922"
"Ric Keller (R-Fla) ","Florida District 08","$1619406"
"Mike Pence (R-Ind) ","Indiana District 06","$1612797"
"Michael Arcuri (D-NY) ","New York District 24","$1612038"
"Steve Scalise (R-La) ","Louisiana District 01","$1608688"
"John B Larson (D-Conn) ","Connecticut District 01","$1606567"
"Tom Price (R-Ga) ","Georgia District 06","$1603701"
"Jeb Hensarling (R-Texas) ","Texas District 05","$1598453"
"David Dreier (R-Calif) ","California District 26","$1594341"
"Greg Walden (R-Ore) ","Oregon District 02","$1582984"
"Anna Eshoo (D-Calif) ","California District 14","$1579249"
"Tom Latham (R-Iowa) ","Iowa District 04","$1573136"
"Brad Ellsworth (D-Ind) ","Indiana District 08","$1571814"
"Charles W Boustany Jr (R-La) ","Louisiana District 07","$1569139"
"Jackie Speier (D-Calif) ","California District 12","$1564736"
"Xavier Becerra (D-Calif) ","California District 31","$1557660"
"Kendrick B Meek (D-Fla) ","Florida District 17","$1552012"
"Scott Garrett (R-NJ) ","New Jersey District 05","$1550008"
"Edolphus Towns (D-NY) ","New York District 10","$1545288"
"Charles Melancon (D-La) ","Louisiana District 03","$1544912"
"Carol Shea-Porter (D-NH) ","New Hampshire District 01","$1543513"
"Leonard L Boswell (D-Iowa) ","Iowa District 03","$1537390"
"Keith Ellison (D-Minn) ","Minnesota District 05","$1530396"
"Patrick McHenry (R-NC) ","North Carolina District 10","$1525720"
"Joe Barton (R-Texas) ","Texas District 06","$1517025"
"John R Kuhl Jr (R-NY) ","New York District 29","$1501071"
"Patrick J Kennedy (D-RI) ","Rhode Island District 01","$1496417"
"Gus Bilirakis (R-Fla) ","Florida District 09","$1494533"
"Michael N. Castle (R-Del) ","Delaware District 01","$1480591"
"Steven C LaTourette (R-Ohio) ","Ohio District 14","$1476187"
"Jerry F Costello (D-Ill) ","Illinois District 12","$1475768"
"Mike D Rogers (R-Ala) ","Alabama District 03","$1471800"
"Tammy Baldwin (D-Wis) ","Wisconsin District 02","$1471567"
"John Kline (R-Minn) ","Minnesota District 02","$1464906"
"John Tanner (D-Tenn) ","Tennessee District 08","$1462297"
"Spencer Bachus (R-Ala) ","Alabama District 06","$1460646"
"Donna Edwards (D-Md) ","Maryland District 04","$1457357"
"Stephanie Herseth Sandlin (D-SD) ","South Dakota District 01","$1456448"
"Edward J Markey (D-Mass) ","Massachusetts District 07","$1454661"
"Bill Pascrell Jr (D-NJ) ","New Jersey District 08","$1450970"
"Allen Boyd (D-Fla) ","Florida District 02","$1450645"
"Neil Abercrombie (D-Hawaii) ","Hawaii District 01","$1444071"
"Cathy McMorris Rodgers (R-Wash) ","Washington District 05","$1442687"
"David Scott (D-Ga) ","Georgia District 13","$1435970"
"Steven R Rothman (D-NJ) ","New Jersey District 09","$1426865"
"Judy Biggert (R-Ill) ","Illinois District 13","$1424178"
"Henry Cuellar (D-Texas) ","Texas District 28","$1423483"
"Dan Burton (R-Ind) ","Indiana District 05","$1417754"
"Fred Upton (R-Mich) ","Michigan District 06","$1413946"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$1408942"
"Bob Goodlatte (R-Va) ","Virginia District 06","$1407767"
"Don Young (R-Alaska) ","Alaska District 01","$1407578"
"Nita M Lowey (D-NY) ","New York District 18","$1394481"
"Timothy H Bishop (D-NY) ","New York District 01","$1391804"
"Norm Dicks (D-Wash) ","Washington District 06","$1390406"
"Mike Rogers (R-Mich) ","Michigan District 08","$1384974"
"Jerrold Nadler (D-NY) ","New York District 08","$1381995"
"Kay Granger (R-Texas) ","Texas District 12","$1380779"
"Brian P Bilbray (R-Calif) ","California District 50","$1366324"
"Frank A LoBiondo (R-NJ) ","New Jersey District 02","$1365485"
"Tim Ryan (D-Ohio) ","Ohio District 17","$1360624"
"Don Manzullo (R-Ill) ","Illinois District 16","$1352576"
"Carolyn McCarthy (D-NY) ","New York District 04","$1336619"
"Rick Larsen (D-Wash) ","Washington District 02","$1336438"
"John Salazar (D-Colo) ","Colorado District 03","$1335166"
"Todd Tiahrt (R-Kan) ","Kansas District 04","$1334556"
"John M Shimkus (R-Ill) ","Illinois District 19","$1333108"
"Bart Stupak (D-Mich) ","Michigan District 01","$1326898"
"Gary Ackerman (D-NY) ","New York District 05","$1313440"
"Tom Reynolds (R-NY) ","New York District 26","$1305991"
"Ron Kind (D-Wis) ","Wisconsin District 03","$1301638"
"Connie Mack (R-Fla) ","Florida District 14","$1293054"
"Jeff Flake (R-Ariz) ","Arizona District 06","$1289321"
"Jean Schmidt (R-Ohio) ","Ohio District 02","$1289300"
"Ellen O Tauscher (D-Calif) ","California District 10","$1289082"
"Jim Moran (D-Va) ","Virginia District 08","$1286993"
"Bob Etheridge (D-NC) ","North Carolina District 02","$1270858"
"Brad Sherman (D-Calif) ","California District 27","$1267706"
"John Lewis (D-Ga) ","Georgia District 05","$1267597"
"Marsha Blackburn (R-Tenn) ","Tennessee District 07","$1246326"
"Jo Ann Emerson (R-Mo) ","Missouri District 08","$1246268"
"Loretta Sanchez (D-Calif) ","California District 47","$1244415"
"Lamar Smith (R-Texas) ","Texas District 21","$1242140"
"Zach Wamp (R-Tenn) ","Tennessee District 03","$1239746"
"Stephen Ira Cohen (D-Tenn) ","Tennessee District 09","$1238073"
"Mazie K Hirono (D-Hawaii) ","Hawaii District 02","$1230402"
"John M Spratt Jr (D-SC) ","South Carolina District 05","$1225278"
"Collin C Peterson (D-Minn) ","Minnesota District 07","$1218264"
"Sam Johnson (R-Texas) ","Texas District 03","$1213670"
"Michael R Turner (R-Ohio) ","Ohio District 03","$1211637"
"Sue Myrick (R-NC) ","North Carolina District 09","$1198840"
"Devin Nunes (R-Calif) ","California District 21","$1195789"
"Randy Neugebauer (R-Texas) ","Texas District 19","$1193209"
"Howard L Berman (D-Calif) ","California District 28","$1191003"
"Adam Schiff (D-Calif) ","California District 29","$1190021"
"Jesse Jackson Jr (D-Ill) ","Illinois District 02","$1189930"
"Jerry Lewis (R-Calif) ","California District 41","$1185600"
"Gresham Barrett (R-SC) ","South Carolina District 03","$1182187"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$1181680"
"Rush Holt (D-NJ) ","New Jersey District 12","$1181465"
"William T Sali (R-Idaho) ","Idaho District 01","$1178118"
"Ed Pastor (D-Ariz) ","Arizona District 04","$1174759"
"Marion Berry (D-Ark) ","Arkansas District 01","$1166377"
"Denny Rehberg (R-Mont) ","Montana District 01","$1164171"
"Joe Wilson (R-SC) ","South Carolina District 02","$1161187"
"George Miller (D-Calif) ","California District 07","$1155882"
"David Price (D-NC) ","North Carolina District 04","$1152754"
"Rosa L DeLauro (D-Conn) ","Connecticut District 03","$1151850"
"Bruce Braley (D-Iowa) ","Iowa District 01","$1150967"
"Lloyd Doggett (D-Texas) ","Texas District 25","$1150661"
"Mary Fallin (R-Okla) ","Oklahoma District 05","$1140478"
"Mike Conaway (R-Texas) ","Texas District 11","$1137066"
"Nydia M Velazquez (D-NY) ","New York District 12","$1136163"
"Thad McCotter (R-Mich) ","Michigan District 11","$1133906"
"Mike Ferguson (R-NJ) ","New Jersey District 07","$1130405"
"Ike Skelton (D-Mo) ","Missouri District 04","$1127899"
"John L Mica (R-Fla) ","Florida District 07","$1125803"
"Tom Cole (R-Okla) ","Oklahoma District 04","$1123657"
"Virginia Foxx (R-NC) ","North Carolina District 05","$1096759"
"Ralph M Hall (R-Texas) ","Texas District 04","$1096578"
"John Conyers Jr (D-Mich) ","Michigan District 14","$1096282"
"John Sullivan (R-Okla) ","Oklahoma District 01","$1093526"
"Brian M Higgins (D-NY) ","New York District 27","$1088825"
"Michael E. Capuano (D-Mass) ","Massachusetts District 08","$1087336"
"James P McGovern (D-Mass) ","Massachusetts District 03","$1085779"
"Rodney Frelinghuysen (R-NJ) ","New Jersey District 11","$1084231"
"Gene Green (D-Texas) ","Texas District 29","$1077277"
"Mark E Souder (R-Ind) ","Indiana District 03","$1077170"
"Stephen F. Lynch (D-Mass) ","Massachusetts District 09","$1066677"
"Lincoln Davis (D-Tenn) ","Tennessee District 04","$1062420"
"Sanford D Bishop Jr (D-Ga) ","Georgia District 02","$1062311"
"Lois Capps (D-Calif) ","California District 23","$1054974"
"Barbara Lee (D-Calif) ","California District 09","$1051437"
"Howard P (Buck) Mckeon (R-Calif) ","California District 25","$1051219"
"Michael Burgess (R-Texas) ","Texas District 26","$1049108"
"Ken Calvert (R-Calif) ","California District 44","$1048730"
"Dennis Cardoza (D-Calif) ","California District 18","$1042839"
"Kevin McCarthy (R-Calif) ","California District 22","$1040018"
"Gregory W Meeks (D-NY) ","New York District 06","$1039732"
"Laura Richardson (D-Calif) ","California District 37","$1039162"
"Tim Holden (D-Pa) ","Pennsylvania District 17","$1038657"
"Darrell Issa (R-Calif) ","California District 49","$1035312"
"Ben Chandler (D-Ky) ","Kentucky District 06","$1034153"
"Jay Inslee (D-Wash) ","Washington District 01","$1033928"
"Silvestre Reyes (D-Texas) ","Texas District 16","$1033751"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$1030869"
"David Wu (D-Ore) ","Oregon District 01","$1029675"
"Carolyn Cheeks Kilpatrick (D-Mich) ","Michigan District 13","$1027101"
"Jim Costa (D-Calif) ","California District 20","$1026588"
"Vito Fossella (R-NY) ","New York District 13","$1025052"
"Steven A King (R-Iowa) ","Iowa District 05","$1023904"
"Ed Whitfield (R-Ky) ","Kentucky District 01","$1020193"
"John Sarbanes (D-Md) ","Maryland District 03","$1012936"
"John Campbell (R-Calif) ","California District 48","$1007800"
"Eliot L Engel (D-NY) ","New York District 17","$1000776"
"Rob Wittman (R-Va) ","Virginia District 01","$998593"
"Albio Sires (D-NJ) ","New Jersey District 13","$993228"
"Henry A Waxman (D-Calif) ","California District 30","$990870"
"Bob Filner (D-Calif) ","California District 51","$990586"
"Bill Shuster (R-Pa) ","Pennsylvania District 09","$988776"
"Mike Honda (D-Calif) ","California District 15","$983449"
"Henry Brown (R-SC) ","South Carolina District 01","$976846"
"Wally Herger (R-Calif) ","California District 02","$970055"
"Jack Kingston (R-Ga) ","Georgia District 01","$968547"
"Todd Akin (R-Mo) ","Missouri District 02","$966369"
"Doris O Matsui (D-Calif) ","California District 05","$964536"
"Peter Welch (D-Vt) ","Vermont District 01","$954510"
"Russ Carnahan (D-Mo) ","Missouri District 03","$952342"
"Elijah E Cummings (D-Md) ","Maryland District 07","$951855"
"James D Jordan (R-Ohio) ","Ohio District 04","$950218"
"Brad Miller (D-NC) ","North Carolina District 13","$948618"
"John Carter (R-Texas) ","Texas District 31","$947701"
"C W Bill Young (R-Fla) ","Florida District 10","$943430"
"Joe Baca (D-Calif) ","California District 43","$941695"
"Jim McCrery (R-La) ","Louisiana District 04","$937826"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$930270"
"Chris Smith (R-NJ) ","New Jersey District 04","$928729"
"Mike Doyle (D-Pa) ","Pennsylvania District 14","$915671"
"Pete Stark (D-Calif) ","California District 13","$913166"
"Nathan Deal (R-Ga) ","Georgia District 09","$912801"
"Rodney Alexander (R-La) ","Louisiana District 05","$911236"
"Dan Lungren (R-Calif) ","California District 03","$904196"
"Phil Hare (D-Ill) ","Illinois District 17","$896347"
"Mike McIntyre (D-NC) ","North Carolina District 07","$895676"
"Louis B Gohmert Jr (R-Texas) ","Texas District 01","$888649"
"David Loebsack (D-Iowa) ","Iowa District 02","$887184"
"Charlie A Gonzalez (D-Texas) ","Texas District 20","$870831"
"Steve Buyer (R-Ind) ","Indiana District 04","$870667"
"Jo Bonner (R-Ala) ","Alabama District 01","$842270"
"Candice S Miller (R-Mich) ","Michigan District 10","$835527"
"Chris Cannon (R-Utah) ","Utah District 03","$831409"
"Louise M Slaughter (D-NY) ","New York District 28","$822542"
"Alcee L Hastings (D-Fla) ","Florida District 23","$820458"
"John W Olver (D-Mass) ","Massachusetts District 01","$817743"
"Diana DeGette (D-Colo) ","Colorado District 01","$808491"
"Cliff Stearns (R-Fla) ","Florida District 06","$806444"
"Adrian Smith (R-Neb) ","Nebraska District 03","$806088"
"Jim Langevin (D-RI) ","Rhode Island District 02","$804924"
"Donald M Payne (D-NJ) ","New Jersey District 10","$804186"
"Hilda L Solis (D-Calif) ","California District 32","$800763"
"Ted Poe (R-Texas) ","Texas District 02","$800692"
"Zoe Lofgren (D-Calif) ","California District 16","$797809"
"James T Walsh (R-NY) ","New York District 25","$796854"
"Solomon P Ortiz (D-Texas) ","Texas District 27","$794981"
"Nick Rahall (D-WVa) ","West Virginia District 03","$794933"
"Alan B Mollohan (D-WVa) ","West Virginia District 01","$794864"
"Charlie Wilson (D-Ohio) ","Ohio District 06","$793060"
"Mike Michaud (D-Maine) ","Maine District 02","$792499"
"G K Butterfield (D-NC) ","North Carolina District 01","$792329"
"Maxine Waters (D-Calif) ","California District 35","$781102"
"Mac Thornberry (R-Texas) ","Texas District 13","$778206"
"Tom Petri (R-Wis) ","Wisconsin District 06","$769225"
"Robert A Brady (D-Pa) ","Pennsylvania District 01","$764048"
"Lynn A Westmoreland (R-Ga) ","Georgia District 03","$762003"
"Dana Rohrabacher (R-Calif) ","California District 46","$746799"
"Elton Gallegly (R-Calif) ","California District 24","$743200"
"Sam Farr (D-Calif) ","California District 17","$743122"
"Peter Hoekstra (R-Mich) ","Michigan District 02","$742940"
"Brian Baird (D-Wash) ","Washington District 03","$741621"
"Betty Sue Sutton (D-Ohio) ","Ohio District 13","$739118"
"John F Tierney (D-Mass) ","Massachusetts District 06","$735813"
"Lynn Woolsey (D-Calif) ","California District 06","$732486"
"Peter DeFazio (D-Ore) ","Oregon District 04","$729421"
"J Randy Forbes (R-Va) ","Virginia District 04","$729040"
"George Radanovich (R-Calif) ","California District 19","$728770"
"Jeffrey Lane Fortenberry (R-Neb) ","Nebraska District 01","$725529"
"Sander Levin (D-Mich) ","Michigan District 12","$725438"
"Ginny Brown-Waite (R-Fla) ","Florida District 05","$722174"
"Betty McCollum (D-Minn) ","Minnesota District 04","$722054"
"Wayne T Gilchrest (R-Md) ","Maryland District 01","$710612"
"John M McHugh (R-NY) ","New York District 23","$708604"
"Raul M Grijalva (D-Ariz) ","Arizona District 07","$708514"
"Daniel Lipinski (D-Ill) ","Illinois District 03","$707824"
"Mike Simpson (R-Idaho) ","Idaho District 02","$707482"
"David Davis (R-Tenn) ","Tennessee District 01","$704379"
"Maurice Hinchey (D-NY) ","New York District 22","$698167"
"Ander Crenshaw (R-Fla) ","Florida District 04","$681603"
"Melvin L Watt (D-NC) ","North Carolina District 12","$680471"
"Deborah Pryce (R-Ohio) ","Ohio District 15","$676458"
"William L Clay Jr (D-Mo) ","Missouri District 01","$674852"
"Walter B Jones Jr (R-NC) ","North Carolina District 03","$670132"
"Robert B Aderholt (R-Ala) ","Alabama District 04","$666973"
"John J (Jimmy) Duncan Jr (R-Tenn) ","Tennessee District 02","$656919"
"Kenny Marchant (R-Texas) ","Texas District 24","$651065"
"Adam Smith (D-Wash) ","Washington District 09","$648477"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$640879"
"Bud Cramer (D-Ala) ","Alabama District 05","$639711"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$637404"
"Kathy Castor (D-Fla) ","Florida District 11","$631095"
"Darlene Hooley (D-Ore) ","Oregon District 05","$626285"
"Joe Pitts (R-Pa) ","Pennsylvania District 16","$625290"
"Kevin Brady (R-Texas) ","Texas District 08","$621911"
"Gary Miller (R-Calif) ","California District 42","$620752"
"Linda Sanchez (D-Calif) ","California District 39","$616883"
"Ruben Hinojosa (D-Texas) ","Texas District 15","$616104"
"Doc Hastings (R-Wash) ","Washington District 04","$615270"
"Jim McDermott (D-Wash) ","Washington District 07","$614932"
"Hal Rogers (R-Ky) ","Kentucky District 05","$611926"
"Douglas L Lamborn (R-Colo) ","Colorado District 05","$611755"
"Dale E Kildee (D-Mich) ","Michigan District 05","$606568"
"Jane Harman (D-Calif) ","California District 36","$600682"
"Susan A Davis (D-Calif) ","California District 53","$591715"
"Ron Lewis (R-Ky) ","Kentucky District 02","$582463"
"John Linder (R-Ga) ","Georgia District 07","$581976"
"Lucille Roybal-Allard (D-Calif) ","California District 34","$579484"
"Howard Coble (R-NC) ","North Carolina District 06","$569684"
"Corrine Brown (D-Fla) ","Florida District 03","$559627"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$554095"
"Dave Hobson (R-Ohio) ","Ohio District 07","$552014"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$546188"
"Jim Ramstad (R-Minn) ","Minnesota District 03","$543477"
"Frank D Lucas (R-Okla) ","Oklahoma District 03","$543187"
"Yvette D Clarke (D-NY) ","New York District 11","$534750"
"Danny K Davis (D-Ill) ","Illinois District 07","$531842"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$527856"
"Robert C Scott (D-Va) ","Virginia District 03","$525140"
"Gene Taylor (D-Miss) ","Mississippi District 04","$521148"
"Jerry Weller (R-Ill) ","Illinois District 11","$504298"
"Trent Franks (R-Ariz) ","Arizona District 02","$485040"
"F James Sensenbrenner Jr (R-Wis) ","Wisconsin District 05","$479866"
"Bob Inglis (R-SC) ","South Carolina District 04","$454141"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$446781"
"Kenny Hulshof (R-Mo) ","Missouri District 09","$445432"
"Bobby L Rush (D-Ill) ","Illinois District 01","$431209"
"Grace Napolitano (D-Calif) ","California District 38","$425757"
"Vernon J Ehlers (R-Mich) ","Michigan District 03","$413365"
"Jose E Serrano (D-NY) ","New York District 16","$410512"
"John T Doolittle (R-Calif) ","California District 04","$407668"
"John Boozman (R-Ark) ","Arkansas District 03","$396807"
"Hank Johnson (D-Ga) ","Georgia District 04","$380346"
"Anthony D Weiner (D-NY) ","New York District 09","$379311"
"Al Green (D-Texas) ","Texas District 09","$369156"
"Jeff Miller (R-Fla) ","Florida District 01","$360055"
"William J Jefferson (D-La) ","Louisiana District 02","$350862"
"Dave Weldon (R-Fla) ","Florida District 15","$329540"
"Luis V Gutierrez (D-Ill) ","Illinois District 04","$323493"
"Roscoe G Bartlett (R-Md) ","Maryland District 06","$323051"
"Timothy V Johnson (R-Ill) ","Illinois District 15","$321390"
"Rob Bishop (R-Utah) ","Utah District 01","$309556"
"Vic Snyder (D-Ark) ","Arkansas District 02","$301981"
"John E Peterson (R-Pa) ","Pennsylvania District 05","$278121"
"Chaka Fattah (D-Pa) ","Pennsylvania District 02","$274080"
"Terry Everett (R-Ala) ","Alabama District 02","$268320"
"Madeleine Z Bordallo (D-Guam) ","Guam District 00","$262275"
"Jim Saxton (R-NJ) ","New Jersey District 03","$256965"
"Ray LaHood (R-Ill) ","Illinois District 18","$237485"
"Diane E Watson (D-Calif) ","California District 33","$233831"
"Donna Christian-Christensen (D-VI) ","Virgin Islands District 00","$233098"
"Charles W (Chip) Pickering Jr (R-Miss) ","Mississippi District 03","$223701"
"Todd Platts (R-Pa) ","Pennsylvania District 19","$214284"
"Rick Renzi (R-Ariz) ","Arizona District 01","$185823"
"Eni F H Faleomavaega (D-AS) ","American Samoa District 00","$119020"
"Bill Delahunt (D-Mass) ","Massachusetts District 10","$117097"
"Ralph Regula (R-Ohio) ","Ohio District 16","$107566"
"Michael R McNulty (D-NY) ","New York District 21","$83317"
"Barbara Cubin (R-Wyo) ","Wyoming District 01","$68699"
"Tom Tancredo (R) ","Colorado District 06","$20516"
"Duncan Hunter (R) ","California District 52","$878"
