"Representative","Office Running For","Cash on Hand"
"Pete Aguilar (D-Calif) ","California District 31","$1839594"
"Jim Himes (D-Conn) ","Connecticut District 04","$1823200"
"Pramila Jayapal (D-Wash) ","Washington District 07","$1783613"
"Jackie Speier (D-Calif) ","California District 14","$1779772"
"Mike Thompson (D-Calif) ","California District 05","$1746172"
"Kim Schrier (D-Wash) ","Washington District 08","$1717753"
"Patrick McHenry (R-NC) ","North Carolina District 10","$1706970"
"Buddy Carter (R-Ga) ","Georgia District 01","$1705925"
"Matt Gaetz (R-Fla) ","Florida District 01","$1605826"
"Scott Peters (D-Calif) ","California District 52","$1581118"
"Elissa Slotkin (D-Mich) ","Michigan District 08","$1566680"
"Henry Cuellar (D-Texas) ","Texas District 28","$1550473"
"Jason Smith (R-Mo) ","Missouri District 08","$1531680"
"Adam Kinzinger (R-Ill) ","Illinois District 16","$1523650"
"Bennie G Thompson (D-Miss) ","Mississippi District 02","$1523548"
"Kenny Marchant (R-Texas) ","Texas District 24","$1513863"
"Bill Keating (D-Mass) ","Massachusetts District 09","$1504778"
"Mike Levin (D-Calif) ","California District 49","$1502261"
"Brendan Boyle (D-Pa) ","Pennsylvania District 02","$1468741"
"David Rouzer (R-NC) ","North Carolina District 07","$1428500"
"Stephanie Murphy (D-Fla) ","Florida District 07","$1412017"
"Bill Pascrell Jr. (D-NJ) ","New Jersey District 09","$1404384"
"Salud Carbajal (D-Calif) ","California District 24","$1400705"
"Vicente Gonzalez (D-Texas) ","Texas District 15","$1371492"
"Steve Womack (R-Ark) ","Arkansas District 03","$1363257"
"Suzan DelBene (D-Wash) ","Washington District 01","$1339118"
"Jamie Raskin (D-Md) ","Maryland District 08","$1338530"
"Karen Bass (D-Calif) ","California District 37","$1325864"
"Katherine Clark (D-Mass) ","Massachusetts District 05","$1292775"
"Jason Crow (D-Colo) ","Colorado District 06","$1289005"
"Tom Cole (R-Okla) ","Oklahoma District 04","$1277189"
"Steve Cohen (D-Tenn) ","Tennessee District 09","$1216119"
"Stephen F Lynch (D-Mass) ","Massachusetts District 08","$1213384"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$1204214"
"Lois J Frankel (D-Fla) ","Florida District 21","$1192171"
"Greg Walden (R-Ore) ","Oregon District 02","$1188300"
"Marcia Fudge (D-Ohio) ","Ohio District 11","$1179553"
"Jimmy Panetta (D-Calif) ","California District 20","$1175357"
"Mike Gallagher (R-Wis) ","Wisconsin District 08","$1169362"
"Zoe Lofgren (D-Calif) ","California District 19","$1160537"
"Lou Correa (D-Calif) ","California District 46","$1145701"
"Adrian Smith (R-Neb) ","Nebraska District 03","$1145643"
"Mo Brooks (R-Ala) ","Alabama District 05","$1137501"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$1134774"
"Steve Stivers (R-Ohio) ","Ohio District 15","$1121863"
"Tom Rice (R-SC) ","South Carolina District 07","$1121354"
"Anthony Brown (D-Md) ","Maryland District 04","$1117335"
"John Garamendi (D-Calif) ","California District 03","$1111122"
"Brian M Higgins (D-NY) ","New York District 26","$1111052"
"Kevin Brady (R-Texas) ","Texas District 08","$1102667"
"Jodey Arrington (R-Texas) ","Texas District 19","$1099354"
"Cathy McMorris Rodgers (R-Wash) ","Washington District 05","$1075550"
"Ann Kuster (D-NH) ","New Hampshire District 02","$1073085"
"Ted Budd (R-NC) ","North Carolina District 13","$1070999"
"Ed Perlmutter (D-Colo) ","Colorado District 07","$1053696"
"Nanette Barragan (D-Calif) ","California District 44","$1050752"
"Dusty Johnson (R-SD) ","South Dakota District 01","$1050141"
"Greg Stanton (D-Ariz) ","Arizona District 09","$1044655"
"Andy Harris (R-Md) ","Maryland District 01","$1043179"
"John Sarbanes (D-Md) ","Maryland District 03","$1036784"
"Angie Craig (D-Minn) ","Minnesota District 02","$1032000"
"Jahana Hayes (D-Conn) ","Connecticut District 05","$1029607"
"Mike Quigley (D-Ill) ","Illinois District 05","$1022348"
"Robin Kelly (D-Ill) ","Illinois District 02","$1014413"
"Dennis Heck (D-Wash) ","Washington District 10","$995417"
"Brian Mast (R-Fla) ","Florida District 18","$994362"
"Andre Carson (D-Ind) ","Indiana District 07","$988170"
"Bruce Westerman (R-Ark) ","Arkansas District 04","$976806"
"Lisa Blunt Rochester (D-Del) ","Delaware District 01","$963766"
"Joyce Beatty (D-Ohio) ","Ohio District 03","$961442"
"Mike Kelly (R-Pa) ","Pennsylvania District 16","$958525"
"Mario Diaz-Balart (R-Fla) ","Florida District 25","$933244"
"Jared Huffman (D-Calif) ","California District 02","$922442"
"Cheri Bustos (D-Ill) ","Illinois District 17","$918624"
"Joseph Neguse (D-Colo) ","Colorado District 02","$893504"
"Brenda Lawrence (D-Mich) ","Michigan District 14","$891186"
"Michael Waltz (R-Fla) ","Florida District 06","$884460"
"Steny H Hoyer (D-Md) ","Maryland District 05","$879067"
"Ron Kind (D-Wis) ","Wisconsin District 03","$877172"
"Sean Patrick Maloney (D-NY) ","New York District 18","$860002"
"Bill Johnson (R-Ohio) ","Ohio District 06","$858830"
"Sam Graves (R-Mo) ","Missouri District 06","$856973"
"Conor Lamb (D-Pa) ","Pennsylvania District 17","$852818"
"Mark Pocan (D-Wis) ","Wisconsin District 02","$851013"
"Ron Estes (R-Kan) ","Kansas District 04","$844164"
"Linda Sanchez (D-Calif) ","California District 38","$840983"
"Mark Walker (R-NC) ","North Carolina District 06","$838187"
"Hal Rogers (R-Ky) ","Kentucky District 05","$836903"
"Paul Tonko (D-NY) ","New York District 20","$811660"
"Jackie Walorski (R-Ind) ","Indiana District 02","$803297"
"Cedric Richmond (D-La) ","Louisiana District 02","$795949"
"Brian Babin (R-Texas) ","Texas District 36","$785081"
"Dan Kildee (D-Mich) ","Michigan District 05","$781722"
"Gregory W Meeks (D-NY) ","New York District 05","$781472"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$772396"
"Val Demings (D-Fla) ","Florida District 10","$771422"
"Tim Walberg (R-Mich) ","Michigan District 07","$769368"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$757345"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$749054"
"Ralph Norman (R-SC) ","South Carolina District 05","$727939"
"Pete King (R-NY) ","New York District 02","$724108"
"Robert E Latta (R-Ohio) ","Ohio District 05","$719464"
"John Shimkus (R-Ill) ","Illinois District 15","$719412"
"John Joyce (R-Pa) ","Pennsylvania District 13","$718883"
"Jeff Fortenberry (R-Neb) ","Nebraska District 01","$718435"
"Joe Courtney (D-Conn) ","Connecticut District 02","$715813"
"David Kustoff (R-Tenn) ","Tennessee District 08","$713832"
"Jim Langevin (D-RI) ","Rhode Island District 02","$711473"
"Lloyd Smucker (R-Pa) ","Pennsylvania District 11","$696775"
"Debbie Lesko (R-Ariz) ","Arizona District 08","$688633"
"Guy Reschenthaler (R-Pa) ","Pennsylvania District 14","$687580"
"Trey Hollingsworth (R-Ind) ","Indiana District 09","$672944"
"Mike Johnson (R-La) ","Louisiana District 04","$669686"
"Austin Scott (R-Ga) ","Georgia District 08","$666530"
"David P Joyce (R-Ohio) ","Ohio District 14","$666492"
"G K Butterfield (D-NC) ","North Carolina District 01","$663957"
"Andy Biggs (R-Ariz) ","Arizona District 05","$651047"
"Robert B Aderholt (R-Ala) ","Alabama District 04","$647004"
"Richard W Allen (R-Ga) ","Georgia District 12","$646909"
"Vicky Hartzler (R-Mo) ","Missouri District 04","$645432"
"Don Beyer (D-Va) ","Virginia District 08","$640022"
"Ruben Gallego (D-Ariz) ","Arizona District 07","$616971"
"Debbie Wasserman Schultz (D-Fla) ","Florida District 23","$616233"
"John Moolenaar (R-Mich) ","Michigan District 04","$611147"
"Markwayne Mullin (R-Okla) ","Oklahoma District 02","$610310"
"Tim Burchett (R-Tenn) ","Tennessee District 02","$593678"
"Adam Smith (D-Wash) ","Washington District 09","$585828"
"Abigail Spanberger (D-Va) ","Virginia District 07","$582133"
"Madeleine Dean (D-Pa) ","Pennsylvania District 04","$574594"
"Anthony Gonzalez (R-Ohio) ","Ohio District 16","$564935"
"Filemon Vela (D-Texas) ","Texas District 34","$564720"
"Suzanne Bonamici (D-Ore) ","Oregon District 01","$553346"
"Anna Eshoo (D-Calif) ","California District 18","$552799"
"Andy Kim (D-NJ) ","New Jersey District 03","$551835"
"Lauren A Underwood (D-Ill) ","Illinois District 14","$537898"
"Ann Kirkpatrick (D-Ariz) ","Arizona District 02","$537288"
"Grace Napolitano (D-Calif) ","California District 32","$533330"
"Tony Cardenas (D-Calif) ","California District 29","$529789"
"David Cicilline (D-RI) ","Rhode Island District 01","$529048"
"Peter DeFazio (D-Ore) ","Oregon District 04","$517595"
"Greg Pence (R-Ind) ","Indiana District 06","$510827"
"Jerrold Nadler (D-NY) ","New York District 10","$508339"
"Eric Swalwell (D-Calif) ","California District 15","$502929"
"Mike D Rogers (R-Ala) ","Alabama District 03","$502234"
"Ayanna Pressley (D-Mass) ","Massachusetts District 07","$501037"
"Steven Horsford (D-Nev) ","Nevada District 04","$495917"
"Bob Gibbs (R-Ohio) ","Ohio District 07","$491574"
"Jimmy Gomez (D-Calif) ","California District 34","$489519"
"Jeff Duncan (R-SC) ","South Carolina District 03","$482411"
"Mark Desaulnier (D-Calif) ","California District 11","$481388"
"Sharice Davids (D-Kan) ","Kansas District 03","$479150"
"Fred Keller (R-Pa) ","Pennsylvania District 12","$475779"
"Billy Long (R-Mo) ","Missouri District 07","$475111"
"Randy Weber (R-Texas) ","Texas District 14","$471407"
"Bill Huizenga (R-Mich) ","Michigan District 02","$469697"
"Marc Veasey (D-Texas) ","Texas District 33","$468344"
"Chip Roy (R-Texas) ","Texas District 21","$463583"
"Susan Brooks (R-Ind) ","Indiana District 05","$462734"
"Brad Wenstrup (R-Ohio) ","Ohio District 02","$461246"
"Ted Deutch (D-Fla) ","Florida District 22","$459816"
"John Rose (R-Tenn) ","Tennessee District 06","$454375"
"David Scott (D-Ga) ","Georgia District 13","$453846"
"Lance Gooden (R-Texas) ","Texas District 05","$452535"
"Tom Emmer (R-Minn) ","Minnesota District 06","$448839"
"Chellie Pingree (D-Maine) ","Maine District 01","$446658"
"Jim Banks (R-Ind) ","Indiana District 03","$444427"
"Debbie Dingell (D-Mich) ","Michigan District 12","$437383"
"Douglas L Lamborn (R-Colo) ","Colorado District 05","$428777"
"Andy Levin (D-Mich) ","Michigan District 09","$428478"
"Kathy Castor (D-Fla) ","Florida District 14","$423402"
"John B Larson (D-Conn) ","Connecticut District 01","$422375"
"Morgan Griffith (R-Va) ","Virginia District 09","$421442"
"Frederica Wilson (D-Fla) ","Florida District 24","$420585"
"Charlie Crist (D-Fla) ","Florida District 13","$419008"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$415685"
"Mike Bost (R-Ill) ","Illinois District 12","$413789"
"French Hill (R-Ark) ","Arkansas District 02","$410779"
"Ken Calvert (R-Calif) ","California District 42","$410599"
"Jim Costa (D-Calif) ","California District 16","$410171"
"Warren Davidson (R-Ohio) ","Ohio District 08","$404715"
"James Comer (R-Ky) ","Kentucky District 01","$402463"
"Neal Dunn (R-Fla) ","Florida District 02","$402063"
"Grace Meng (D-NY) ","New York District 06","$395520"
"David McKinley (R-WVa) ","West Virginia District 01","$393211"
"Alan Lowenthal (D-Calif) ","California District 47","$393035"
"Rashida Tlaib (D-Mich) ","Michigan District 13","$391732"
"Debra Haaland (D-NM) ","New Mexico District 01","$390843"
"Justin Amash (L) ","2020 Presidential RaceCurrent office: Michigan District 03","$388805"
"Scott Tipton (R-Colo) ","Colorado District 03","$385998"
"Mike Garcia (R-Calif) ","California District 25","$377858"
"Bryan Steil (R-Wis) ","Wisconsin District 01","$375503"
"Barry Loudermilk (R-Ga) ","Georgia District 11","$372832"
"Gary Palmer (R-Ala) ","Alabama District 06","$370688"
"Andy Barr (R-Ky) ","Kentucky District 06","$354703"
"John Curtis (R-Utah) ","Utah District 03","$351305"
"Alma Adams (D-NC) ","North Carolina District 12","$346673"
"Sean Casten (D-Ill) ","Illinois District 06","$346138"
"Kevin Hern (R-Okla) ","Oklahoma District 01","$345198"
"Collin Peterson (D-Minn) ","Minnesota District 07","$344745"
"Drew Ferguson (R-Ga) ","Georgia District 03","$338087"
"Mac Thornberry (R-Texas) ","Texas District 13","$332473"
"Dina Titus (D-Nev) ","Nevada District 01","$328890"
"Rick Larsen (D-Wash) ","Washington District 02","$327798"
"Mike Conaway (R-Texas) ","Texas District 11","$327273"
"Mark Amodei (R-Nev) ","Nevada District 02","$324316"
"Greg Steube (R-Fla) ","Florida District 17","$323776"
"Maxine Waters (D-Calif) ","California District 43","$320867"
"David Price (D-NC) ","North Carolina District 04","$313316"
"Kay Granger (R-Texas) ","Texas District 12","$310674"
"Nydia M Velazquez (D-NY) ","New York District 07","$310382"
"Kelly Armstrong (R-ND) ","North Dakota District 01","$305708"
"Scott Desjarlais (R-Tenn) ","Tennessee District 04","$302649"
"Steven Palazzo (R-Miss) ","Mississippi District 04","$302029"
"Kweisi Mfume (D-Md) ","Maryland District 07","$300737"
"Dan Newhouse (R-Wash) ","Washington District 04","$299719"
"Ken Buck (R-Colo) ","Colorado District 04","$290666"
"Mark Green (R-Tenn) ","Tennessee District 07","$287889"
"Lori Trahan (D-Mass) ","Massachusetts District 03","$285963"
"Veronica Escobar (D-Texas) ","Texas District 16","$284855"
"Betty McCollum (D-Minn) ","Minnesota District 04","$283976"
"Nita M Lowey (D-NY) ","New York District 17","$283410"
"Frank D Lucas (R-Okla) ","Oklahoma District 03","$282179"
"Michael Patrick Guest (R-Miss) ","Mississippi District 03","$281968"
"Diana DeGette (D-Colo) ","Colorado District 01","$277373"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$272934"
"John Katko (R-NY) ","New York District 24","$272061"
"Glenn S Grothman (R-Wis) ","Wisconsin District 06","$269431"
"Doris Matsui (D-Calif) ","California District 06","$269411"
"Mike Doyle (D-Pa) ","Pennsylvania District 18","$265897"
"James P McGovern (D-Mass) ","Massachusetts District 02","$264946"
"Greg Murphy (R-NC) ","North Carolina District 03","$262231"
"Anthony Brindisi (D-NY) ","New York District 22","$252624"
"Jody Hice (R-Ga) ","Georgia District 10","$249916"
"Don Young (R-Alaska) ","Alaska District 01","$249173"
"Jim Sensenbrenner (R-Wis) ","Wisconsin District 05","$248415"
"Sylvia Garcia (D-Texas) ","Texas District 29","$247599"
"Jim Baird (R-Ind) ","Indiana District 04","$247371"
"Seth Moulton (D-Mass) ","Massachusetts District 06","$245668"
"Danny K Davis (D-Ill) ","Illinois District 07","$243172"
"Michael Cloud (R-Texas) ","Texas District 27","$242372"
"Al Green (D-Texas) ","Texas District 09","$239806"
"Ben Cline (R-Va) ","Virginia District 06","$238774"
"Jerry McNerney (D-Calif) ","California District 09","$234173"
"Richard Hudson (R-NC) ","North Carolina District 08","$230918"
"Trent Kelly (R-Miss) ","Mississippi District 01","$228295"
"Raul M Grijalva (D-Ariz) ","Arizona District 03","$226209"
"Mary Gay Scanlon (D-Pa) ","Pennsylvania District 05","$218679"
"Dean Phillips (D-Minn) ","Minnesota District 03","$218067"
"Chris Pappas (D-NH) ","New Hampshire District 01","$213912"
"Bobby Scott (D-Va) ","Virginia District 03","$212393"
"Daniel Webster (R-Fla) ","Florida District 11","$210702"
"Barbara Lee (D-Calif) ","California District 13","$210374"
"Roger Marshall (R-Kan) ","Kansas SenateCurrent office: Kansas District 01","$209959"
"Donald McEachin (D-Va) ","Virginia District 04","$209132"
"Albio Sires (D-NJ) ","New Jersey District 08","$208334"
"Norma Torres (D-Calif) ","California District 35","$207654"
"Larry Bucshon (R-Ind) ","Indiana District 08","$206920"
"John Carter (R-Texas) ","Texas District 31","$200406"
"Sanford Bishop (D-Ga) ","Georgia District 02","$192528"
"Jeff Van Drew (R-NJ) ","New Jersey District 02","$191878"
"Kathleen Rice (D-NY) ","New York District 04","$189845"
"Fred Upton (R-Mich) ","Michigan District 06","$187875"
"Rob Wittman (R-Va) ","Virginia District 01","$187331"
"Rick Crawford (R-Ark) ","Arkansas District 01","$182708"
"Dwight Evans (D-Pa) ","Pennsylvania District 03","$182602"
"Hank Johnson (D-Ga) ","Georgia District 04","$182400"
"Tom Reed (R-NY) ","New York District 23","$182389"
"Donald M Payne Jr. (D-NJ) ","New Jersey District 10","$181272"
"Mike Simpson (R-Idaho) ","Idaho District 02","$176314"
"Darren Soto (D-Fla) ","Florida District 09","$172401"
"Lee Zeldin (R-NY) ","New York District 01","$171436"
"Scott Perry (R-Pa) ","Pennsylvania District 10","$171329"
"Tom McClintock (R-Calif) ","California District 04","$171001"
"Matt Cartwright (D-Pa) ","Pennsylvania District 08","$170866"
"Bill Posey (R-Fla) ","Florida District 08","$169964"
"John A Yarmuth (D-Ky) ","Kentucky District 03","$169846"
"Donna Shalala (D-Fla) ","Florida District 27","$169728"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$167820"
"Ilhan Omar (D-Minn) ","Minnesota District 05","$167770"
"Al Lawson (D-Fla) ","Florida District 05","$167392"
"Carol Miller (R-WVa) ","West Virginia District 03","$167007"
"Chris Stewart (R-Utah) ","Utah District 02","$164694"
"Mark Takano (D-Calif) ","California District 41","$163964"
"Joseph D Morelle (D-NY) ","New York District 25","$160175"
"Rosa L DeLauro (D-Conn) ","Connecticut District 03","$159728"
"Colin Allred (D-Texas) ","Texas District 32","$159422"
"Liz Cheney (R-Wyo) ","Wyoming District 01","$153567"
"Alcee L Hastings (D-Fla) ","Florida District 20","$149865"
"Michael Burgess (R-Texas) ","Texas District 26","$142497"
"Elaine Luria (D-Va) ","Virginia District 02","$142175"
"Chris Smith (R-NJ) ","New Jersey District 04","$141574"
"Dan Meuser (R-Pa) ","Pennsylvania District 09","$140610"
"Rodney Davis (R-Ill) ","Illinois District 13","$140436"
"John Bergman (R-Mich) ","Michigan District 01","$140400"
"Lucy McBath (D-Ga) ","Georgia District 06","$139929"
"Ben McAdams (D-Utah) ","Utah District 04","$136323"
"George Holding (R-NC) ","North Carolina District 02","$134072"
"Jared Golden (D-Maine) ","Maine District 02","$130861"
"Tulsi Gabbard (D) ","2020 Presidential RaceCurrent office: Hawaii District 02","$128696"
"Phil Roe (R-Tenn) ","Tennessee District 01","$128673"
"Jesus Garcia (D-Ill) ","Illinois District 04","$126757"
"Tom Tiffany (R-Wis) ","Wisconsin District 07","$122719"
"Thomas Massie (R-Ky) ","Kentucky District 04","$119384"
"Ed Case (D-Hawaii) ","Hawaii District 01","$116701"
"Carolyn B Maloney (D-NY) ","New York District 12","$116416"
"Joaquin Castro (D-Texas) ","Texas District 20","$115747"
"Ann L Wagner (R-Mo) ","Missouri District 02","$113443"
"Jenniffer Gonzalez (3-PR) ","Puerto Rico District 00","$112332"
"Bobby L Rush (D-Ill) ","Illinois District 01","$111621"
"Bill Flores (R-Texas) ","Texas District 17","$109457"
"Bonnie Watson Coleman (D-NJ) ","New Jersey District 12","$107160"
"John Rutherford (R-Fla) ","Florida District 04","$106937"
"Kendra Horn (D-Okla) ","Oklahoma District 05","$103097"
"Russ Fulcher (R-Idaho) ","Idaho District 01","$102831"
"Adriano Espaillat (D-NY) ","New York District 13","$102521"
"Gil Cisneros (D-Calif) ","California District 39","$101108"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$97629"
"David Trone (D-Md) ","Maryland District 06","$93680"
"Glenn Thompson (R-Pa) ","Pennsylvania District 15","$93177"
"Doug LaMalfa (R-Calif) ","California District 01","$91242"
"Don Bacon (R-Neb) ","Nebraska District 02","$85039"
"Haley Stevens (D-Mich) ","Michigan District 11","$84994"
"Jim Hagedorn (R-Minn) ","Minnesota District 01","$81131"
"Ben Ray Lujan (D-NM) ","New Mexico SenateCurrent office: New Mexico District 03","$79323"
"Susan Wild (D-Pa) ","Pennsylvania District 07","$78696"
"Michael R Turner (R-Ohio) ","Ohio District 10","$77206"
"Jaime Herrera Beutler (R-Wash) ","Washington District 03","$75202"
"Gus Bilirakis (R-Fla) ","Florida District 12","$75110"
"Joe Wilson (R-SC) ","South Carolina District 02","$74366"
"Vernon Buchanan (R-Fla) ","Florida District 16","$73085"
"Clay Higgins (R-La) ","Louisiana District 03","$71763"
"Yvette D Clarke (D-NY) ","New York District 09","$71621"
"Harley Rouda (D-Calif) ","California District 48","$70080"
"Juan Vargas (D-Calif) ","California District 51","$69739"
"Tom O'Halleran (D-Ariz) ","Arizona District 01","$63147"
"Chris Jacobs (R-NY) ","New York District 27","$62829"
"Stacey Plaskett (D-VI) ","Virgin Islands District 00","$62187"
"Lizzie Fletcher (D-Texas) ","Texas District 07","$61097"
"Dan Bishop (R-NC) ","North Carolina District 09","$60396"
"David Schweikert (R-Ariz) ","Arizona District 06","$59582"
"TJ Cox (D-Calif) ","California District 21","$55943"
"Abby Finkenauer (D-Iowa) ","Iowa District 01","$55019"
"Tom Malinowski (D-NJ) ","New Jersey District 07","$51095"
"Ted Yoho (R-Fla) ","Florida District 03","$49434"
"Will Hurd (R-Texas) ","Texas District 23","$49201"
"David Loebsack (D-Iowa) ","Iowa District 02","$48629"
"Brian Fitzpatrick (R-Pa) ","Pennsylvania District 01","$48325"
"Michael San Nicolas (D-Guam) ","Guam District 00","$46286"
"Greg Gianforte (R-Mont) ","Montana District 01","$45578"
"Martha Roby (R-Ala) ","Alabama District 02","$45212"
"Susan Davis (D-Calif) ","California District 53","$43125"
"Troy Balderson (R-Ohio) ","Ohio District 12","$43050"
"Lucille Roybal-Allard (D-Calif) ","California District 40","$38543"
"Jose E Serrano (D-NY) ","New York District 15","$36094"
"Steve Chabot (R-Ohio) ","Ohio District 01","$34508"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$34000"
"Louis B Gohmert Jr. (R-Texas) ","Texas District 01","$33662"
"Daniel Lipinski (D-Ill) ","Illinois District 03","$30685"
"Rob Bishop (R-Utah) ","Utah District 01","$29257"
"Susie Lee (D-Nev) ","Nevada District 03","$28704"
"Eliot Engel (D-NY) ","New York District 16","$24364"
"Ross Spano (R-Fla) ","Florida District 15","$23722"
"Max Rose (D-NY) ","New York District 11","$23184"
"Van Taylor (R-Texas) ","Texas District 03","$22498"
"William L Clay Jr. (D-Mo) ","Missouri District 01","$22146"
"Doug Collins (R-Ga) ","Georgia SenateCurrent office: Georgia District 09","$20772"
"Cindy Axne (D-Iowa) ","Iowa District 03","$19521"
"Tim Ryan (D-Ohio) ","Ohio District 13","$19187"
"Xochitl Torres Small (D-NM) ","New Mexico District 02","$16718"
"Francis Rooney (R-Fla) ","Florida District 19","$14801"
"Bradley Byrne (R-Ala) ","Alabama SenateCurrent office: Alabama District 01","$14357"
"Paul Gosar (R-Ariz) ","Arizona District 04","$13459"
"Joe Kennedy III (D-Mass) ","Massachusetts SenateCurrent office: Massachusetts District 04","$12992"
"Roger Williams (R-Texas) ","Texas District 25","$11542"
"Pete Visclosky (D-Ind) ","Indiana District 01","$10779"
"Debbie Mucarsel-Powell (D-Fla) ","Florida District 26","$10598"
"William Timmons (R-SC) ","South Carolina District 04","$8690"
"Michael McCaul (R-Texas) ","Texas District 10","$7734"
"Ron Wright (R-Texas) ","Texas District 06","$6834"
"Joe Cunningham (D-SC) ","South Carolina District 01","$6372"
"Pete Olson (R-Texas) ","Texas District 22","$4687"
"Paul Cook (R-Calif) ","California District 08","$3119"
"Pete Stauber (R-Minn) ","Minnesota District 08","$2767"
"Steve Watkins (R-Kan) ","Kansas District 02","$2420"
"Amata Coleman Radewagen (R-AS) ","American Samoa District 00","$518"
"Denver Riggleman (R-Va) ","Virginia District 05","-$2243"
