"Representative","Office Running For","Cash on Hand"
"Steny H. Hoyer (D-Md) ","Maryland District 05","$459962"
"Jeff Fortenberry (R-Neb) ","Nebraska District 01","$453855"
"Spencer Bachus (R-Ala) ","Alabama District 06","$439959"
"Ruben Hinojosa (D-Texas) ","Texas District 15","$434573"
"Tom Rooney (R-Fla) ","Florida District 16","$432474"
"Frank A. LoBiondo (R-NJ) ","New Jersey District 02","$431487"
"Robert E. Andrews (D-NJ) ","New Jersey District 01","$431008"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$429209"
"Geoff Davis (R-Ky) ","Kentucky District 04","$426735"
"Jim Moran (D-Va) ","Virginia District 08","$424891"
"Henry Brown (R-SC) ","South Carolina District 01","$423023"
"Debbie Wasserman Schultz (D-Fla) ","Florida District 20","$420914"
"Wally Herger (R-Calif) ","California District 02","$417396"
"John B. Larson (D-Conn) ","Connecticut District 01","$416847"
"Cathy McMorris Rodgers (R-Wash) ","Washington District 05","$413113"
"Lynn A. Westmoreland (R-Ga) ","Georgia District 03","$412967"
"Mike Coffman (R-Colo) ","Colorado District 06","$411537"
"Connie Mack (R-Fla) ","Florida District 14","$409003"
"Collin Peterson (D-Minn) ","Minnesota District 07","$402275"
"Judy Biggert (R-Ill) ","Illinois District 13","$397833"
"Kenny Marchant (R-Texas) ","Texas District 24","$394618"
"Luis V. Gutierrez (D-Ill) ","Illinois District 04","$393636"
"Darrell Issa (R-Calif) ","California District 49","$386002"
"Tim Murphy (R-Pa) ","Pennsylvania District 18","$384090"
"Jared Polis (D-Colo) ","Colorado District 02","$382126"
"Brian M. Higgins (D-NY) ","New York District 27","$369690"
"Blaine Luetkemeyer (R-Mo) ","Missouri District 09","$367743"
"Rob Wittman (R-Va) ","Virginia District 01","$366418"
"Steve Scalise (R-La) ","Louisiana District 01","$362992"
"John Sarbanes (D-Md) ","Maryland District 03","$359367"
"F. James Sensenbrenner Jr (R-Wis) ","Wisconsin District 05","$353813"
"Randy Forbes (R-Va) ","Virginia District 04","$353243"
"Henry Cuellar (D-Texas) ","Texas District 28","$352572"
"Mike Quigley (D-Ill) ","Illinois District 05","$348983"
"George Miller (D-Calif) ","California District 07","$347851"
"Zoe Lofgren (D-Calif) ","California District 16","$342979"
"Lynn Jenkins (R-Kan) ","Kansas District 02","$337426"
"John Carter (R-Texas) ","Texas District 31","$336958"
"Madeleine Z. Bordallo (D-Guam) ","Guam District 00","$334779"
"Kathy Castor (D-Fla) ","Florida District 11","$327196"
"Rodney Frelinghuysen (R-NJ) ","New Jersey District 11","$325309"
"Danny K. Davis (D-Ill) ","Illinois District 07","$321097"
"Lois Capps (D-Calif) ","California District 23","$321010"
"Steve Israel (D-NY) ","New York District 02","$319052"
"Anthony D. Weiner (D-NY) ","New York District 09","$312266"
"Tom McClintock (R-Calif) ","California District 04","$307364"
"Timothy H. Bishop (D-NY) ","New York District 01","$306787"
"Mark Kirk (R-Ill) ","Illinois SenateCurrent office: Illinois District 10","$305799"
"Ginny Brown-Waite (R-Fla) ","Florida District 05","$297707"
"Buck Mckeon (R-Calif) ","California District 25","$292828"
"James L. Oberstar (D-Minn) ","Minnesota District 08","$292086"
"Gabrielle Giffords (D-Ariz) ","Arizona District 08","$285501"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$283768"
"Jo Bonner (R-Ala) ","Alabama District 01","$279811"
"Dana Rohrabacher (R-Calif) ","California District 46","$279389"
"Grace Napolitano (D-Calif) ","California District 38","$279136"
"Brett Guthrie (R-Ky) ","Kentucky District 02","$275093"
"Norm Dicks (D-Wash) ","Washington District 06","$271473"
"John Lewis (D-Ga) ","Georgia District 05","$268412"
"Steve LaTourette (R-Ohio) ","Ohio District 14","$264512"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$260176"
"Phil Roe (R-Tenn) ","Tennessee District 01","$258202"
"Charles Djou (R-Hawaii) ","Hawaii District 01","$246392"
"Deborah Halvorson (D-Ill) ","Illinois District 11","$243969"
"Jerry McNerney (D-Calif) ","California District 11","$243582"
"William L. Clay Jr (D-Mo) ","Missouri District 01","$243378"
"John A. Yarmuth (D-Ky) ","Kentucky District 03","$243170"
"Mary Bono Mack (R-Calif) ","California District 45","$242887"
"Mac Thornberry (R-Texas) ","Texas District 13","$239992"
"Roscoe G. Bartlett (R-Md) ","Maryland District 06","$239891"
"Joe Courtney (D-Conn) ","Connecticut District 02","$235559"
"Bob Etheridge (D-NC) ","North Carolina District 02","$226357"
"Jesse Jackson Jr (D-Ill) ","Illinois District 02","$224465"
"Marcia L. Fudge (D-Ohio) ","Ohio District 11","$222661"
"Loretta Sanchez (D-Calif) ","California District 47","$217519"
"Mazie K. Hirono (D-Hawaii) ","Hawaii District 02","$216506"
"Andre Carson (D-Ind) ","Indiana District 07","$216059"
"Louise M. Slaughter (D-NY) ","New York District 28","$215375"
"Mario Diaz-Balart (R-Fla) ","Florida District 21Current office: Florida District 25","$215085"
"Vernon J. Ehlers (R-Mich) ","Michigan District 03","$214116"
"Rick Larsen (D-Wash) ","Washington District 02","$213693"
"Don Manzullo (R-Ill) ","Illinois District 16","$210073"
"Robert E. Latta (R-Ohio) ","Ohio District 05","$209954"
"Gus Bilirakis (R-Fla) ","Florida District 09","$208030"
"Dan Burton (R-Ind) ","Indiana District 05","$207419"
"Mike Honda (D-Calif) ","California District 15","$206188"
"Kevin Brady (R-Texas) ","Texas District 08","$205105"
"Mike D. Rogers (R-Ala) ","Alabama District 03","$204259"
"C. W. Bill Young (R-Fla) ","Florida District 10","$203340"
"Frank D. Lucas (R-Okla) ","Oklahoma District 03","$200581"
"Rush Holt (D-NJ) ","New Jersey District 12","$196033"
"Peter DeFazio (D-Ore) ","Oregon District 04","$194511"
"Al Green (D-Texas) ","Texas District 09","$189603"
"John F. Tierney (D-Mass) ","Massachusetts District 06","$188235"
"John Sullivan (R-Okla) ","Oklahoma District 01","$183465"
"Timothy Johnson (R-Ill) ","Illinois District 15","$181436"
"Steven A. King (R-Iowa) ","Iowa District 05","$181098"
"Howard Coble (R-NC) ","North Carolina District 06","$181092"
"John Fleming (R-La) ","Louisiana District 04","$180752"
"Jim Langevin (D-RI) ","Rhode Island District 02","$177927"
"Steve Austria (R-Ohio) ","Ohio District 07","$176040"
"Ken Calvert (R-Calif) ","California District 44","$174795"
"Leonard Lance (R-NJ) ","New Jersey District 07","$174158"
"G. K. Butterfield (D-NC) ","North Carolina District 01","$173416"
"Roy Blunt (R-Mo) ","Missouri SenateCurrent office: Missouri District 07","$173241"
"Linda Sanchez (D-Calif) ","California District 39","$172300"
"Eliot L. Engel (D-NY) ","New York District 17","$171617"
"Jerry Moran (R-Kan) ","Kansas SenateCurrent office: Kansas District 01","$171583"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$170887"
"Don Young (R-Alaska) ","Alaska District 01","$170742"
"John Kline (R-Minn) ","Minnesota District 02","$170270"
"Adrian Smith (R-Neb) ","Nebraska District 03","$170152"
"Keith Ellison (D-Minn) ","Minnesota District 05","$163579"
"Alcee L. Hastings (D-Fla) ","Florida District 23","$161205"
"Paul Tonko (D-NY) ","New York District 21","$159897"
"Brian P. Bilbray (R-Calif) ","California District 50","$158379"
"Albio Sires (D-NJ) ","New Jersey District 13","$157019"
"Sue Myrick (R-NC) ","North Carolina District 09","$155784"
"Douglas L. Lamborn (R-Colo) ","Colorado District 05","$154563"
"Steve Buyer (R-Ind) ","Indiana District 04","$152615"
"Nancy Pelosi (D-Calif) ","California District 08","$150631"
"Erik Paulsen (R-Minn) ","Minnesota District 03","$149536"
"Carolyn McCarthy (D-NY) ","New York District 04","$147278"
"Doris O. Matsui (D-Calif) ","California District 05","$146783"
"Chris Smith (R-NJ) ","New Jersey District 04","$146400"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$144152"
"Jason Chaffetz (R-Utah) ","Utah District 03","$140313"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$139592"
"Michael R. Turner (R-Ohio) ","Ohio District 03","$139546"
"David R. Obey (D-Wis) ","Wisconsin District 07","$138388"
"Bill Delahunt (D-Mass) ","Massachusetts District 10","$134370"
"Paul E. Kanjorski (D-Pa) ","Pennsylvania District 11","$133841"
"Ben Chandler (D-Ky) ","Kentucky District 06","$131635"
"Ted Deutch (D-Fla) ","Florida District 19","$128406"
"Jim Gerlach (R-Pa) ","Pennsylvania District 06","$128070"
"Walter B. Jones Jr (R-NC) ","North Carolina District 03","$127699"
"John Boehner (R-Ohio) ","Ohio District 08","$126342"
"Joe Baca (D-Calif) ","California District 43","$124465"
"Tim Ryan (D-Ohio) ","Ohio District 17","$117887"
"Frank R. Wolf (R-Va) ","Virginia District 10","$115924"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$114654"
"Louis B. Gohmert Jr (R-Texas) ","Texas District 01","$113551"
"Kay Granger (R-Texas) ","Texas District 12","$113199"
"Diana DeGette (D-Colo) ","Colorado District 01","$108829"
"Melvin L. Watt (D-NC) ","North Carolina District 12","$107544"
"Joe Sestak (D-Pa) ","Pennsylvania SenateCurrent office: Pennsylvania District 07","$107212"
"Lincoln Diaz-Balart (R-Fla) ","Florida District 21","$106974"
"Bill Posey (R-Fla) ","Florida District 15","$101815"
"Mike Doyle (D-Pa) ","Pennsylvania District 14","$100617"
"Paul Broun (R-Ga) ","Georgia District 10","$100149"
"Glenn Thompson (R-Pa) ","Pennsylvania District 05","$99239"
"Charles B. Rangel (D-NY) ","New York District 15","$97011"
"Lincoln Davis (D-Tenn) ","Tennessee District 04","$95220"
"Doc Hastings (R-Wash) ","Washington District 04","$93927"
"Bill Shuster (R-Pa) ","Pennsylvania District 09","$93375"
"Gary Peters (D-Mich) ","Michigan District 09","$92720"
"Jean Schmidt (R-Ohio) ","Ohio District 02","$91136"
"Joe Pitts (R-Pa) ","Pennsylvania District 16","$85807"
"Patrick McHenry (R-NC) ","North Carolina District 10","$84258"
"Ralph M. Hall (R-Texas) ","Texas District 04","$83453"
"Bill Foster (D-Ill) ","Illinois District 14","$80011"
"Heath Shuler (D-NC) ","North Carolina District 11","$77980"
"Dan Lungren (R-Calif) ","California District 03","$75331"
"Charlie Wilson (D-Ohio) ","Ohio District 06","$75250"
"Dan Maffei (D-NY) ","New York District 25","$73899"
"John Barrow (D-Ga) ","Georgia District 12","$70392"
"Charlie A. Gonzalez (D-Texas) ","Texas District 20","$69734"
"Brad Miller (D-NC) ","North Carolina District 13","$68332"
"Sam Farr (D-Calif) ","California District 17","$65445"
"Leonard Boswell (D-Iowa) ","Iowa District 03","$65276"
"Rob Bishop (R-Utah) ","Utah District 01","$64210"
"Adam Smith (D-Wash) ","Washington District 09","$61237"
"Gene Taylor (D-Miss) ","Mississippi District 04","$60673"
"Mike Simpson (R-Idaho) ","Idaho District 02","$59336"
"Betty McCollum (D-Minn) ","Minnesota District 04","$58708"
"Lynn Woolsey (D-Calif) ","California District 06","$58696"
"John W. Olver (D-Mass) ","Massachusetts District 01","$58628"
"Mike Michaud (D-Maine) ","Maine District 02","$58406"
"Chet Edwards (D-Texas) ","Texas District 17","$58377"
"Pedro Pierluisi (3-PR) ","Puerto Rico District 00","$58033"
"Yvette D. Clarke (D-NY) ","New York District 11","$57585"
"John Salazar (D-Colo) ","Colorado District 03","$57389"
"John M. Spratt Jr (D-SC) ","South Carolina District 05","$57349"
"Marion Berry (D-Ark) ","Arkansas District 01","$57294"
"Ben R. Lujan (D-NM) ","New Mexico District 03","$56784"
"Martin Heinrich (D-NM) ","New Mexico District 01","$54473"
"Ron Kind (D-Wis) ","Wisconsin District 03","$54349"
"David Scott (D-Ga) ","Georgia District 13","$53086"
"Maurice Hinchey (D-NY) ","New York District 22","$51095"
"Sander Levin (D-Mich) ","Michigan District 12","$51047"
"John Garamendi (D-Calif) ","California District 10","$49383"
"Dennis Cardoza (D-Calif) ","California District 18","$47513"
"Bobby Scott (D-Va) ","Virginia District 03","$46971"
"John Hall (D-NY) ","New York District 19","$46622"
"Robert B. Aderholt (R-Ala) ","Alabama District 04","$46609"
"Carolyn Cheeks Kilpatrick (D-Mich) ","Michigan District 13","$46588"
"Dina Titus (D-Nev) ","Nevada District 03","$45275"
"Edwin G. Perlmutter (D-Colo) ","Colorado District 07","$45222"
"Zach Wamp (R-Tenn) ","Tennessee District 03","$44765"
"Mike Ross (D-Ark) ","Arkansas District 04","$44453"
"Scott Murphy (D-NY) ","New York District 20","$44383"
"George Radanovich (R-Calif) ","California District 19","$44157"
"Gregg Harper (R-Miss) ","Mississippi District 03","$43331"
"Silvestre Reyes (D-Texas) ","Texas District 16","$42439"
"Dennis Kucinich (D-Ohio) ","Ohio District 10","$42067"
"Ron Klein (D-Fla) ","Florida District 22","$41390"
"Jim Matheson (D-Utah) ","Utah District 02","$40870"
"Jane Harman (D-Calif) ","California District 36","$40695"
"John A. Boccieri (D-Ohio) ","Ohio District 16","$40531"
"Charlie Dent (R-Pa) ","Pennsylvania District 15","$40279"
"Cynthia Marie Lummis (R-Wyo) ","Wyoming District 01","$39594"
"Betty Sue Sutton (D-Ohio) ","Ohio District 13","$37358"
"John Culberson (R-Texas) ","Texas District 07","$37182"
"Frank Kratovil (D-Md) ","Maryland District 01","$37108"
"Solomon P. Ortiz (D-Texas) ","Texas District 27","$35607"
"Tom Perriello (D-Va) ","Virginia District 05","$35266"
"Mike McIntyre (D-NC) ","North Carolina District 07","$35155"
"John H. Adler (D-NJ) ","New Jersey District 03","$34940"
"Allen Boyd (D-Fla) ","Florida District 02","$34632"
"Kendrick B. Meek (D-Fla) ","Florida SenateCurrent office: Florida District 17","$34485"
"Tom Reed (R-NY) ","New York District 29","$34303"
"Harry Teague (D-NM) ","New Mexico District 02","$34032"
"John D. Dingell (D-Mich) ","Michigan District 15","$33090"
"Artur Davis (D-Ala) ","Alabama District 07","$32950"
"Duncan D. Hunter (R-Calif) ","California District 52","$32297"
"Michael Burgess (R-Texas) ","Texas District 26","$30929"
"Raul M. Grijalva (D-Ariz) ","Arizona District 07","$30272"
"Christopher S. Murphy (D-Conn) ","Connecticut District 05","$30173"
"Dave Reichert (R-Wash) ","Washington District 08","$30162"
"Sam Graves (R-Mo) ","Missouri District 06","$29962"
"Michael McCaul (R-Texas) ","Texas District 10","$29752"
"Bruce Braley (D-Iowa) ","Iowa District 01","$28896"
"Mary Jo Kilroy (D-Ohio) ","Ohio District 15","$28058"
"Jim Costa (D-Calif) ","California District 20","$27402"
"Michael E. McMahon (D-NY) ","New York District 13","$27400"
"Maxine Waters (D-Calif) ","California District 35","$26547"
"Barbara Lee (D-Calif) ","California District 09","$26357"
"James P. McGovern (D-Mass) ","Massachusetts District 03","$26137"
"Melissa Bean (D-Ill) ","Illinois District 08","$25240"
"Paul W. Hodes (D-NH) ","New Hampshire SenateCurrent office: New Hampshire District 02","$24819"
"Gerry Connolly (D-Va) ","Virginia District 11","$22605"
"Pete Olson (R-Texas) ","Texas District 22","$22412"
"Barney Frank (D-Mass) ","Massachusetts District 04","$21038"
"Patrick J. Murphy (D-Pa) ","Pennsylvania District 08","$20715"
"Sanford Bishop (D-Ga) ","Georgia District 02","$20504"
"Bobby Bright (D-Ala) ","Alabama District 02","$20339"
"Joe Donnelly (D-Ind) ","Indiana District 02","$20019"
"Jeff Miller (R-Fla) ","Florida District 01","$18623"
"Timothy J. Walz (D-Minn) ","Minnesota District 01","$18461"
"Todd Platts (R-Pa) ","Pennsylvania District 19","$18392"
"Lee Terry (R-Neb) ","Nebraska District 02","$18217"
"Jim McDermott (D-Wash) ","Washington District 07","$18131"
"Chellie Pingree (D-Maine) ","Maine District 01","$18055"
"Jim Himes (D-Conn) ","Connecticut District 04","$16863"
"Charles Melancon (D-La) ","Louisiana SenateCurrent office: Louisiana District 03","$16637"
"Bill Owens (D-NY) ","New York District 23","$16245"
"Ciro D. Rodriguez (D-Texas) ","Texas District 23","$16221"
"Russ Carnahan (D-Mo) ","Missouri District 03","$16208"
"Lucille Roybal-Allard (D-Calif) ","California District 34","$16189"
"Tim Holden (D-Pa) ","Pennsylvania District 17","$15937"
"Trent Franks (R-Ariz) ","Arizona District 02","$15658"
"Jim Marshall (D-Ga) ","Georgia District 08","$15636"
"Kathy Dahlkemper (D-Pa) ","Pennsylvania District 03","$15288"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$14991"
"Jose E. Serrano (D-NY) ","New York District 16","$14182"
"Ann Kirkpatrick (D-Ariz) ","Arizona District 01","$13897"
"Gregory W. Meeks (D-NY) ","New York District 06","$13820"
"John Boozman (R-Ark) ","Arkansas SenateCurrent office: Arkansas District 03","$13731"
"Alan B. Mollohan (D-WVa) ","West Virginia District 01","$13172"
"Dale E. Kildee (D-Mich) ","Michigan District 05","$12666"
"Donna Edwards (D-Md) ","Maryland District 04","$12337"
"Donna Christian-Christensen (D-VI) ","Virgin Islands District 00","$12128"
"Brad Ellsworth (D-Ind) ","Indiana SenateCurrent office: Indiana District 08","$11152"
"Betsy Markey (D-Colo) ","Colorado District 04","$10617"
"David Price (D-NC) ","North Carolina District 04","$10094"
"Jason Altmire (D-Pa) ","Pennsylvania District 04","$9960"
"Larry Kissell (D-NC) ","North Carolina District 08","$9834"
"John Conyers Jr (D-Mich) ","Michigan District 14","$9439"
"Mark Critz (D-Pa) ","Pennsylvania District 12","$8890"
"Mike Arcuri (D-NY) ","New York District 24","$8706"
"Adam H. Putnam (R-Fla) ","Florida District 12","$8391"
"Kurt Schrader (D-Ore) ","Oregon District 05","$8217"
"Bart Stupak (D-Mich) ","Michigan District 01","$7809"
"Jo Ann Emerson (R-Mo) ","Missouri District 08","$7635"
"David Wu (D-Ore) ","Oregon District 01","$7501"
"Mark Schauer (D-Mich) ","Michigan District 07","$6555"
"Zack (D-Ohio) ","Ohio District 18","$6298"
"Bob Filner (D-Calif) ","California District 51","$6266"
"Joe Wilson (R-SC) ","South Carolina District 02","$5550"
"Rosa L. DeLauro (D-Conn) ","Connecticut District 03","$5185"
"Laura Richardson (D-Calif) ","California District 37","$5087"
"Patrick J. Kennedy (D-RI) ","Rhode Island District 01","$4513"
"Corrine Brown (D-Fla) ","Florida District 03","$4236"
"David Loebsack (D-Iowa) ","Iowa District 02","$3772"
"Tom Graves (R-Ga) ","Georgia District 09","$3115"
"Niki Tsongas (D-Mass) ","Massachusetts District 05","$3004"
"Suzanne Kosmas (D-Fla) ","Florida District 24","$2896"
"Hank Johnson (D-Ga) ","Georgia District 04","$2850"
"Stephanie Herseth Sandlin (D-SD) ","South Dakota District 01","$2624"
"Rodney Alexander (R-La) ","Louisiana District 05","$2298"
"Glenn Nye (D-Va) ","Virginia District 02","$2255"
"Bobby L. Rush (D-Ill) ","Illinois District 01","$2080"
"Phil Hare (D-Ill) ","Illinois District 17","$1837"
"Edolphus Towns (D-NY) ","New York District 10","$1809"
"Chaka Fattah (D-Pa) ","Pennsylvania District 02","$1182"
"Steve Kagen (D-Wis) ","Wisconsin District 08","$1157"
"Carol Shea-Porter (D-NH) ","New Hampshire District 01","$980"
"Baron Hill (D-Ind) ","Indiana District 09","$945"
"Steve Driehaus (D-Ohio) ","Ohio District 01","$650"
"Earl Pomeroy (D-ND) ","North Dakota District 01","$634"
"Marlin Stutzman (R-Ind) ","Indiana District 03","$523"
"Diane E. Watson (D-Calif) ","California District 33","$511"
"Alan Grayson (D-Fla) ","Florida District 08","$333"
"Parker Griffith (R-Ala) ","Alabama District 05","$316"
"Gresham Barrett (R-SC) ","South Carolina District 03","$276"
"Eni F. H. Faleomavaega (D-AS) ","American Samoa District 00","$218"
"John Shadegg (R-Ariz) ","Arizona District 03","$155"
"Harry Mitchell (D-Ariz) ","Arizona District 05","$73"
"Travis Childers (D-Miss) ","Mississippi District 01","$0"
"Bob Inglis (R-SC) ","South Carolina District 04","$0"
"Dennis Moore (D-Kan) ","Kansas District 03","$0"
"Vic Snyder (D-Ark) ","Arkansas District 02","$0"
"Peter Hoekstra (R-Mich) ","Michigan District 02","-$997"
"Chris Carney (D-Pa) ","Pennsylvania District 10","-$7955"
"Joseph Cao (R-La) ","Louisiana District 02","-$18139"
