"Representative","Office Running For","Cash on Hand"
"Walter B Jones Jr (R-NC) ","North Carolina District 03","$105144"
"Scott Tipton (R-Colo) ","Colorado District 03","$104148"
"Curt Clawson (R-Fla) ","Florida District 19","$101633"
"Diana DeGette (D-Colo) ","Colorado District 01","$100045"
"Don Norcross (D-NJ) ","New Jersey District 01","$99463"
"Chris Stewart (R-Utah) ","Utah District 02","$93452"
"Richard Hudson (R-NC) ","North Carolina District 08","$92830"
"Mike Bishop (R-Mich) ","Michigan District 08","$92183"
"Gus Bilirakis (R-Fla) ","Florida District 12","$91396"
"Scott Desjarlais (R-Tenn) ","Tennessee District 04","$90735"
"Morgan Griffith (R-Va) ","Virginia District 09","$90429"
"Scott Garrett (R-NJ) ","New Jersey District 05","$89867"
"John L Mica (R-Fla) ","Florida District 07","$89574"
"Doug LaMalfa (R-Calif) ","California District 01","$89476"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$86823"
"Yvette D Clarke (D-NY) ","New York District 09","$85192"
"David Young (R-Iowa) ","Iowa District 03","$84085"
"Tim Huelskamp (R-Kan) ","Kansas District 01","$83995"
"Loretta Sanchez (D-Calif) ","California SenateCurrent office: California District 46","$83842"
"Patrick Murphy (D-Fla) ","Florida SenateCurrent office: Florida District 18","$82388"
"John Culberson (R-Texas) ","Texas District 07","$81692"
"Juan Vargas (D-Calif) ","California District 51","$79714"
"Bonnie Coleman (D-NJ) ","New Jersey District 12","$79013"
"Donald M Payne Jr (D-NJ) ","New Jersey District 10","$77031"
"Kristi Noem (R-SD) ","South Dakota District 01","$76551"
"Lucille Roybal-Allard (D-Calif) ","California District 40","$72625"
"Jody B Hice (R-Ga) ","Georgia District 10","$71557"
"Tom Rooney (R-Fla) ","Florida District 17","$70654"
"Hank Johnson (D-Ga) ","Georgia District 04","$70015"
"Nydia M Velazquez (D-NY) ","New York District 07","$68927"
"Jared Polis (D-Colo) ","Colorado District 02","$67923"
"Ileana Ros-Lehtinen (R-Fla) ","Florida District 27","$66660"
"Todd Young (R-Ind) ","Indiana SenateCurrent office: Indiana District 09","$65392"
"Jeff Duncan (R-SC) ","South Carolina District 03","$65286"
"Diane Black (R-Tenn) ","Tennessee District 06","$65236"
"Gregorio Sablan (I) ","Northern Mariana Islands District 00","$59970"
"Ander Crenshaw (R-Fla) ","Florida District 04","$59868"
"Raul M Grijalva (D-Ariz) ","Arizona District 03","$58150"
"Charles B Rangel (D-NY) ","New York District 13","$57401"
"Jackie Walorski (R-Ind) ","Indiana District 02","$55985"
"Joe Pitts (R-Pa) ","Pennsylvania District 16","$52963"
"Barbara Comstock (R-Va) ","Virginia District 10","$49433"
"Jim McDermott (D-Wash) ","Washington District 07","$49343"
"David Valadao (R-Calif) ","California District 21","$49172"
"Rod Blum (R-Iowa) ","Iowa District 01","$47567"
"Martha Roby (R-Ala) ","Alabama District 02","$45451"
"Carlos Curbelo (R-Fla) ","Florida District 26","$43370"
"Dan Benishek (R-Mich) ","Michigan District 01","$42996"
"Jose E Serrano (D-NY) ","New York District 15","$42635"
"Tim Walz (D-Minn) ","Minnesota District 01","$42071"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$40092"
"Daniel Milton Newhouse (R-Wash) ","Washington District 04","$39528"
"Barbara Lee (D-Calif) ","California District 13","$38132"
"John Moolenaar (R-Mich) ","Michigan District 04","$37624"
"Blake Farenthold (R-Texas) ","Texas District 27","$37444"
"Steve Knight (R-Calif) ","California District 25","$37192"
"Dennis Ross (R-Fla) ","Florida District 15","$36826"
"Cathy McMorris Rodgers (R-Wash) ","Washington District 05","$35027"
"Mike Honda (D-Calif) ","California District 17","$32309"
"Ryan K Zinke (R-Mont) ","Montana District 01","$30862"
"Michelle Lujan Grisham (D-NM) ","New Mexico District 01","$30505"
"Will Hurd (R-Texas) ","Texas District 23","$30146"
"Sam Farr (D-Calif) ","California District 20","$30015"
"Steven Russell (R-Okla) ","Oklahoma District 05","$29718"
"Bob Dold (R-Ill) ","Illinois District 10","$29617"
"David Schweikert (R-Ariz) ","Arizona District 06","$28402"
"Daniel Webster (R-Fla) ","Florida District 11Current office: Florida District 10","$27350"
"Dave Trott (R-Mich) ","Michigan District 11","$26779"
"Stacey Plaskett (D-VI) ","Virgin Islands District 00","$24407"
"Bruce Poliquin (R-Maine) ","Maine District 02","$24331"
"Cresent Hardy (R-Nev) ","Nevada District 04","$24152"
"John K Delaney (D-Md) ","Maryland District 06","$22043"
"Louis B Gohmert Jr (R-Texas) ","Texas District 01","$22008"
"Lois Capps (D-Calif) ","California District 24","$19201"
"Madeleine Z Bordallo (D-Guam) ","Guam District 00","$18718"
"Mike Coffman (R-Colo) ","Colorado District 06","$16613"
"Charles W Boustany Jr (R-La) ","Louisiana SenateCurrent office: Louisiana District 03","$15696"
"Rosa L DeLauro (D-Conn) ","Connecticut District 03","$15216"
"Frank Guinta (R-NH) ","New Hampshire District 01","$13821"
"George Holding (R-NC) ","North Carolina District 02Current office: North Carolina District 13","$13479"
"John Conyers Jr (D-Mich) ","Michigan District 13","$13478"
"Ann Kirkpatrick (D-Ariz) ","Arizona SenateCurrent office: Arizona District 01","$12982"
"Barry Loudermilk (R-Ga) ","Georgia District 11","$10928"
"Pedro Pierluisi (D-PR) ","Puerto Rico District 00","$10341"
"Reid Ribble (R-Wis) ","Wisconsin District 08","$7859"
"Glenn S Grothman (R-Wis) ","Wisconsin District 06","$7815"
"Trent Franks (R-Ariz) ","Arizona District 08","$7450"
"Mike Bost (R-Ill) ","Illinois District 12","$7409"
"Thomas MacArthur (R-NJ) ","New Jersey District 03","$7331"
"David Jolly (R-Fla) ","Florida District 13","$5924"
"Robert Pittenger (R-NC) ","North Carolina District 09","$4247"
"John Fleming (R-La) ","Louisiana SenateCurrent office: Louisiana District 04","$4135"
"Chris Gibson (R-NY) ","New York District 19","$3500"
"Richard Hanna (R-NY) ","New York District 22","$3328"
"Janice Hahn (D-Calif) ","California District 44","$3027"
"Brad Ashford (D-Neb) ","Nebraska District 02","$2719"
"Amata Coleman Radewagen (R-AS) ","American Samoa District 00","$2099"
"Donna Edwards (D-Md) ","Maryland SenateCurrent office: Maryland District 04","$1832"
"Renee Ellmers (R-NC) ","North Carolina District 02","$1495"
"Scott Rigell (R-Va) ","Virginia District 02","$1023"
"Marlin Stutzman (R-Ind) ","Indiana SenateCurrent office: Indiana District 03","$877"
"Bobby L Rush (D-Ill) ","Illinois District 01","$794"
"Raul Labrador (R-Idaho) ","Idaho District 01","$761"
"Randy Forbes (R-Va) ","Virginia District 02Current office: Virginia District 04","$19"
"Richard Nugent (R-Fla) ","Florida District 11","$0"
"Corrine Brown (D-Fla) ","Florida District 05","-$6418"
