"Representative","Office Running For","Cash on Hand"
"Hakeem Jeffries (D-NY) ","New York District 08","$2216225"
"Jimmy Panetta (D-Calif) ","California District 19Current office: California District 20","$2180410"
"Joyce Beatty (D-Ohio) ","Ohio District 03","$2156897"
"Patrick McHenry (R-NC) ","North Carolina District 10","$2123376"
"Brian Mast (R-Fla) ","Florida District 21Current office: Florida District 18","$2113674"
"Salud Carbajal (D-Calif) ","California District 24","$2103986"
"Andy Barr (R-Ky) ","Kentucky District 06","$2040772"
"Chuck Fleischmann (R-Tenn) ","Tennessee District 03","$2013521"
"Colin Allred (D-Texas) ","Texas District 32","$1988902"
"Peter Welch (D-Vt) ","Vermont SenateCurrent office: Vermont District 01","$1959670"
"Marjorie Taylor Greene (R-Ga) ","Georgia District 14","$1958194"
"Steve Womack (R-Ark) ","Arkansas District 03","$1944315"
"Brett Guthrie (R-Ky) ","Kentucky District 02","$1864120"
"Joseph Neguse (D-Colo) ","Colorado District 02","$1860840"
"David P Joyce (R-Ohio) ","Ohio District 14","$1829922"
"Buddy Carter (R-Ga) ","Georgia District 01","$1817608"
"John Joyce (R-Pa) ","Pennsylvania District 13","$1812169"
"Blaine Luetkemeyer (R-Mo) ","Missouri District 03","$1771114"
"Ami Bera (D-Calif) ","California District 06Current office: California District 07","$1735133"
"Scott Peters (D-Calif) ","California District 50Current office: California District 52","$1733957"
"Bennie G Thompson (D-Miss) ","Mississippi District 02","$1730910"
"Gregory Meeks (D-NY) ","New York District 05","$1728581"
"Jim Himes (D-Conn) ","Connecticut District 04","$1659299"
"Jackie Speier (D-Calif) ","California District 14","$1646861"
"Mike Thompson (D-Calif) ","California District 04Current office: California District 05","$1627834"
"David Rouzer (R-NC) ","North Carolina District 07","$1616280"
"Raul Ruiz (D-Calif) ","California District 25Current office: California District 36","$1586796"
"Jason Crow (D-Colo) ","Colorado District 06","$1581286"
"Pete Aguilar (D-Calif) ","California District 33Current office: California District 31","$1579756"
"Victoria Spartz (R-Ind) ","Indiana District 05","$1576378"
"August Pfluger (R-Texas) ","Texas District 11","$1576363"
"Lou Correa (D-Calif) ","California District 46","$1520143"
"Bryan Steil (R-Wis) ","Wisconsin District 01","$1511652"
"Nanette Barragan (D-Calif) ","California District 44","$1503771"
"Bruce Westerman (R-Ark) ","Arkansas District 04","$1475551"
"Brian Fitzpatrick (R-Pa) ","Pennsylvania District 01","$1459914"
"Ann Wagner (R-Mo) ","Missouri District 02","$1457479"
"Steve Cohen (D-Tenn) ","Tennessee District 09","$1448668"
"Robin Kelly (D-Ill) ","Illinois District 02","$1447165"
"Richard Hudson (R-NC) ","North Carolina District 09Current office: North Carolina District 08","$1435963"
"Vernon Buchanan (R-Fla) ","Florida District 16","$1383351"
"Sam Graves (R-Mo) ","Missouri District 06","$1383273"
"Bill Pascrell Jr. (D-NJ) ","New Jersey District 09","$1361045"
"Stephen Lynch (D-Mass) ","Massachusetts District 08","$1354910"
"Jim Banks (R-Ind) ","Indiana District 03","$1335483"
"Lizzie Fletcher (D-Texas) ","Texas District 07","$1321707"
"Jodey Arrington (R-Texas) ","Texas District 19","$1321331"
"Dan Bishop (R-NC) ","North Carolina District 08Current office: North Carolina District 09","$1300228"
"Stephanie Murphy (D-Fla) ","Florida District 07","$1290813"
"Mario Diaz-Balart (R-Fla) ","Florida District 26Current office: Florida District 25","$1279510"
"Ruben Gallego (D-Ariz) ","Arizona District 03Current office: Arizona District 07","$1276575"
"Chip Roy (R-Texas) ","Texas District 21","$1248723"
"Matt Rosendale (R-Mont) ","Montana District 02Current office: Montana District 01","$1217773"
"Tom Cole (R-Okla) ","Oklahoma District 04","$1214915"
"Mike Quigley (D-Ill) ","Illinois District 05","$1185460"
"David Kustoff (R-Tenn) ","Tennessee District 08","$1159994"
"Robert B Aderholt (R-Ala) ","Alabama District 04","$1159445"
"Josh Harder (D-Calif) ","California District 09Current office: California District 10","$1149602"
"Derek Kilmer (D-Wash) ","Washington District 06","$1149210"
"Dan Crenshaw (R-Texas) ","Texas District 02","$1137444"
"John Garamendi (D-Calif) ","California District 08Current office: California District 03","$1121448"
"Cathy McMorris Rodgers (R-Wash) ","Washington District 05","$1111693"
"Katherine Clark (D-Mass) ","Massachusetts District 05","$1107150"
"Beth Van Duyne (R-Texas) ","Texas District 24","$1099786"
"Tracey Mann (R-Kan) ","Kansas District 01","$1097551"
"James Comer (R-Ky) ","Kentucky District 01","$1077822"
"Michael Waltz (R-Fla) ","Florida District 06","$1069170"
"Tim Walberg (R-Mich) ","Michigan District 05Current office: Michigan District 07","$1063456"
"Mike D Rogers (R-Ala) ","Alabama District 03","$1027335"
"Randy Feenstra (R-Iowa) ","Iowa District 04","$1023689"
"Debbie Lesko (R-Ariz) ","Arizona District 08","$1002735"
"Mark Pocan (D-Wis) ","Wisconsin District 02","$992690"
"Bill Johnson (R-Ohio) ","Ohio District 06","$985265"
"Greg Steube (R-Fla) ","Florida District 17","$967413"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$961058"
"Ron Estes (R-Kan) ","Kansas District 04","$943573"
"Diana Harshbarger (R-Tenn) ","Tennessee District 01","$935111"
"Jared Huffman (D-Calif) ","California District 02","$928811"
"Brian Babin (R-Texas) ","Texas District 36","$924939"
"Bob Latta (R-Ohio) ","Ohio District 05","$924551"
"Elise Stefanik (R-NY) ","New York District 21","$916789"
"Lisa McClain (R-Mich) ","Michigan District 09Current office: Michigan District 10","$915750"
"Adrian Smith (R-Neb) ","Nebraska District 03","$914536"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$909570"
"John Katko (R-NY) ","New York District 24","$902673"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$900705"
"Mike Kelly (R-Pa) ","Pennsylvania District 16","$899206"
"Mike Johnson (R-La) ","Louisiana District 04","$884578"
"Anthony Brown (D-Md) ","Maryland District 04","$884488"
"French Hill (R-Ark) ","Arkansas District 02","$880665"
"Lloyd Smucker (R-Pa) ","Pennsylvania District 11","$879824"
"Brad Wenstrup (R-Ohio) ","Ohio District 02","$878665"
"Lori Trahan (D-Mass) ","Massachusetts District 03","$867499"
"Bill Keating (D-Mass) ","Massachusetts District 09","$861327"
"Richard W Allen (R-Ga) ","Georgia District 12","$859244"
"David Cicilline (D-RI) ","Rhode Island District 01","$850338"
"John Rose (R-Tenn) ","Tennessee District 06","$832323"
"Tim Burchett (R-Tenn) ","Tennessee District 02","$826258"
"Brenda Lawrence (D-Mich) ","Michigan District 13Current office: Michigan District 14","$825393"
"Andy Harris (R-Md) ","Maryland District 01","$813156"
"Marc Veasey (D-Texas) ","Texas District 33","$810745"
"Greg Murphy (R-NC) ","North Carolina District 03","$809513"
"Bill Foster (D-Ill) ","Illinois District 11","$805115"
"Ted Lieu (D-Calif) ","California District 36Current office: California District 33","$794391"
"Brian Higgins (D-NY) ","New York District 26","$793344"
"Lauren A Underwood (D-Ill) ","Illinois District 14","$787086"
"Julia Letlow (R-La) ","Louisiana District 05","$786700"
"Debbie Wasserman Schultz (D-Fla) ","Florida District 25Current office: Florida District 23","$782379"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$771771"
"Lauren Boebert (R-Colo) ","Colorado District 03","$771276"
"Seth Moulton (D-Mass) ","Massachusetts District 06","$769314"
"Byron Donalds (R-Fla) ","Florida District 19","$737991"
"Lucy McBath (D-Ga) ","Georgia District 07Current office: Georgia District 06","$734303"
"Austin Scott (R-Ga) ","Georgia District 08","$730963"
"Cheri Bustos (D-Ill) ","Illinois District 17","$728351"
"Steny H Hoyer (D-Md) ","Maryland District 05","$726897"
"Paul Tonko (D-NY) ","New York District 20","$726125"
"Carlos Gimenez (R-Fla) ","Florida District 28Current office: Florida District 26","$719806"
"Hal Rogers (R-Ky) ","Kentucky District 05","$712965"
"Andre Carson (D-Ind) ","Indiana District 07","$711101"
"Jeff Duncan (R-SC) ","South Carolina District 03","$709678"
"Grace Meng (D-NY) ","New York District 06","$707826"
"Madeleine Dean (D-Pa) ","Pennsylvania District 04","$704895"
"Ron Kind (D-Wis) ","Wisconsin District 03","$700183"
"Kevin Hern (R-Okla) ","Oklahoma District 01","$692600"
"Mary Peltola (D-Alaska) ","Alaska District 01","$691260"
"Suzan DelBene (D-Wash) ","Washington District 01","$679545"
"Cliff Bentz (R-Ore) ","Oregon District 02","$671915"
"Ronny Jackson (R-Texas) ","Texas District 13","$667275"
"Grace Napolitano (D-Calif) ","California District 31Current office: California District 32","$660698"
"Lois Frankel (D-Fla) ","Florida District 22Current office: Florida District 21","$645707"
"Tom Emmer (R-Minn) ","Minnesota District 06","$645627"
"David Scott (D-Ga) ","Georgia District 13","$636610"
"Eric Swalwell (D-Calif) ","California District 14Current office: California District 15","$628600"
"Suzanne Bonamici (D-Ore) ","Oregon District 01","$625761"
"Rick Crawford (R-Ark) ","Arkansas District 01","$622502"
"Stephanie Bice (R-Okla) ","Oklahoma District 05","$621614"
"Mikie Sherrill (D-NJ) ","New Jersey District 11","$618196"
"Darrell Issa (R-Calif) ","California District 48Current office: California District 50","$617590"
"Anthony Gonzalez (R-Ohio) ","Ohio District 16","$616999"
"Ed Perlmutter (D-Colo) ","Colorado District 07","$603638"
"Jake Ellzey (R-Texas) ","Texas District 06","$597674"
"Don Beyer (D-Va) ","Virginia District 08","$596763"
"Adam Smith (D-Wash) ","Washington District 09","$593951"
"Kweisi Mfume (D-Md) ","Maryland District 07","$591429"
"Morgan Griffith (R-Va) ","Virginia District 09","$589236"
"Lisa Blunt Rochester (D-Del) ","Delaware District 01","$582444"
"Jim Langevin (D-RI) ","Rhode Island District 02","$576749"
"Mark Desaulnier (D-Calif) ","California District 10Current office: California District 11","$575364"
"Karen Bass (D-Calif) ","California District 37","$575057"
"Michael R Turner (R-Ohio) ","Ohio District 10","$570869"
"Matt Gaetz (R-Fla) ","Florida District 01","$569435"
"Frederica Wilson (D-Fla) ","Florida District 24","$563609"
"Don Norcross (D-NJ) ","New Jersey District 01","$556948"
"Kevin Brady (R-Texas) ","Texas District 08","$556783"
"Jimmy Gomez (D-Calif) ","California District 34","$555503"
"Alma Adams (D-NC) ","North Carolina District 12","$543442"
"Ken Buck (R-Colo) ","Colorado District 04","$539279"
"Glenn Grothman (R-Wis) ","Wisconsin District 06","$537727"
"Rob Wittman (R-Va) ","Virginia District 01","$536390"
"Fred Upton (R-Mich) ","Michigan District 04Current office: Michigan District 06","$533594"
"Ralph Norman (R-SC) ","South Carolina District 05","$531550"
"Anna Eshoo (D-Calif) ","California District 16Current office: California District 18","$520948"
"Ed Case (D-Hawaii) ","Hawaii District 01","$507530"
"John Moolenaar (R-Mich) ","Michigan District 02Current office: Michigan District 04","$506171"
"Guy Reschenthaler (R-Pa) ","Pennsylvania District 14","$504495"
"Mark Takano (D-Calif) ","California District 39Current office: California District 41","$491206"
"Jason Smith (R-Mo) ","Missouri District 08","$487948"
"John Sarbanes (D-Md) ","Maryland District 03","$483142"
"Jeff Van Drew (R-NJ) ","New Jersey District 02","$479411"
"Larry Bucshon (R-Ind) ","Indiana District 08","$477257"
"Lance Gooden (R-Texas) ","Texas District 05","$470218"
"Deborah Ross (D-NC) ","North Carolina District 02","$469324"
"Barry Moore (R-Ala) ","Alabama District 02","$467797"
"Blake Moore (R-Utah) ","Utah District 01","$466044"
"Marilyn Strickland (D-Wash) ","Washington District 10","$457952"
"Michelle Steel (R-Calif) ","California District 45Current office: California District 48","$456537"
"Jerry Carl (R-Ala) ","Alabama District 01","$453898"
"Gary Palmer (R-Ala) ","Alabama District 06","$446066"
"Linda Sanchez (D-Calif) ","California District 38","$443144"
"Randy Weber (R-Texas) ","Texas District 14","$441896"
"Bill Posey (R-Fla) ","Florida District 08","$423023"
"Fred Keller (R-Pa) ","Pennsylvania District 12","$420557"
"Pete Stauber (R-Minn) ","Minnesota District 08","$419733"
"Drew Ferguson (R-Ga) ","Georgia District 03","$418309"
"John Carter (R-Texas) ","Texas District 31","$411491"
"Zoe Lofgren (D-Calif) ","California District 18Current office: California District 19","$411370"
"Chellie Pingree (D-Maine) ","Maine District 01","$404275"
"Troy Balderson (R-Ohio) ","Ohio District 12","$403792"
"Young Kim (R-Calif) ","California District 40Current office: California District 39","$399479"
"Debbie Dingell (D-Mich) ","Michigan District 06Current office: Michigan District 12","$397805"
"Jenniffer Gonzalez (3-PR) ","Puerto Rico District 00","$397489"
"Scott Fitzgerald (R-Wis) ","Wisconsin District 05","$392830"
"Mike Bost (R-Ill) ","Illinois District 12","$389871"
"Jim Costa (D-Calif) ","California District 21Current office: California District 16","$389078"
"John Curtis (R-Utah) ","Utah District 03","$386839"
"Troy Nehls (R-Texas) ","Texas District 22","$386479"
"Greg Pence (R-Ind) ","Indiana District 06","$385569"
"Sylvia Garcia (D-Texas) ","Texas District 29","$384472"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$380047"
"Roger Williams (R-Texas) ","Texas District 25","$370162"
"Jay Obernolte (R-Calif) ","California District 23Current office: California District 08","$367653"
"James P McGovern (D-Mass) ","Massachusetts District 02","$367379"
"Doug LaMalfa (R-Calif) ","California District 01","$366690"
"Troy Carter (D-La) ","Louisiana District 02","$366187"
"John Larson (D-Conn) ","Connecticut District 01","$364470"
"Jahana Hayes (D-Conn) ","Connecticut District 05","$360243"
"Tony Gonzales (R-Texas) ","Texas District 23","$354388"
"Glenn Thompson (R-Pa) ","Pennsylvania District 15","$353776"
"Scott Franklin (R-Fla) ","Florida District 18Current office: Florida District 15","$352776"
"Kathy Castor (D-Fla) ","Florida District 14","$350970"
"Kim Schrier (D-Wash) ","Washington District 08","$350390"
"Julia Brownley (D-Calif) ","California District 26","$349193"
"Diana DeGette (D-Colo) ","Colorado District 01","$348840"
"Norma Torres (D-Calif) ","California District 35","$348247"
"Jim Baird (R-Ind) ","Indiana District 04","$340742"
"Tom Tiffany (R-Wis) ","Wisconsin District 07","$339670"
"Warren Davidson (R-Ohio) ","Ohio District 08","$337467"
"Val Demings (D-Fla) ","Florida SenateCurrent office: Florida District 10","$332913"
"Mariannette Miller-Meeks (R-Iowa) ","Iowa District 01Current office: Iowa District 02","$328338"
"Trent Kelly (R-Miss) ","Mississippi District 01","$325712"
"Shontel Brown (D-Ohio) ","Ohio District 11","$325522"
"Ayanna Pressley (D-Mass) ","Massachusetts District 07","$322287"
"Kay Granger (R-Texas) ","Texas District 12","$317164"
"Scott Desjarlais (R-Tenn) ","Tennessee District 04","$316063"
"Mary Miller (R-Ill) ","Illinois District 15","$309986"
"Betty McCollum (D-Minn) ","Minnesota District 04","$307679"
"Vicente Gonzalez (D-Texas) ","Texas District 34Current office: Texas District 15","$303954"
"Nydia Velazquez (D-NY) ","New York District 07","$303251"
"Mary Gay Scanlon (D-Pa) ","Pennsylvania District 05","$302581"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$301376"
"Andrew Garbarino (R-NY) ","New York District 02","$297082"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$291103"
"Elaine Luria (D-Va) ","Virginia District 02","$281934"
"Jake Laturner (R-Kan) ","Kansas District 02","$281853"
"Michael Cloud (R-Texas) ","Texas District 27","$281487"
"Abigail Spanberger (D-Va) ","Virginia District 07","$280386"
"Mark Amodei (R-Nev) ","Nevada District 02","$279654"
"Kelly Armstrong (R-ND) ","North Dakota District 01","$277264"
"Ted Budd (R-NC) ","North Carolina SenateCurrent office: North Carolina District 13","$272188"
"Barry Loudermilk (R-Ga) ","Georgia District 11","$270089"
"Ben Cline (R-Va) ","Virginia District 06","$267341"
"Al Green (D-Texas) ","Texas District 09","$266395"
"Joe Wilson (R-SC) ","South Carolina District 02","$264495"
"Michael McCaul (R-Texas) ","Texas District 10","$260758"
"Rick Larsen (D-Wash) ","Washington District 02","$260315"
"G K Butterfield (D-NC) ","North Carolina District 01","$258790"
"Patrick Fallon (R-Texas) ","Texas District 04","$257589"
"Jennifer Wexton (D-Va) ","Virginia District 10","$255002"
"Thomas Massie (R-Ky) ","Kentucky District 04","$248092"
"Veronica Escobar (D-Texas) ","Texas District 16","$246713"
"John Rutherford (R-Fla) ","Florida District 05Current office: Florida District 04","$245622"
"Neal Dunn (R-Fla) ","Florida District 02","$245006"
"Bob Gibbs (R-Ohio) ","Ohio District 07","$241280"
"Tony Cardenas (D-Calif) ","California District 29","$239272"
"Rashida Tlaib (D-Mich) ","Michigan District 12Current office: Michigan District 13","$237304"
"Maxine Waters (D-Calif) ","California District 43","$235632"
"Andy Biggs (R-Ariz) ","Arizona District 05","$235472"
"Daniel Webster (R-Fla) ","Florida District 11","$227872"
"Tom Rice (R-SC) ","South Carolina District 07","$226789"
"Chris Smith (R-NJ) ","New Jersey District 04","$226433"
"Danny K Davis (D-Ill) ","Illinois District 07","$220638"
"Juan Vargas (D-Calif) ","California District 52Current office: California District 51","$219544"
"Carol Miller (R-WVa) ","West Virginia District 01Current office: West Virginia District 03","$213435"
"Nancy Mace (R-SC) ","South Carolina District 01","$210961"
"Kathy Manning (D-NC) ","North Carolina District 06","$208377"
"Raul M Grijalva (D-Ariz) ","Arizona District 07Current office: Arizona District 03","$206206"
"Doug Lamborn (R-Colo) ","Colorado District 05","$205032"
"Burgess Owens (R-Utah) ","Utah District 04","$204950"
"David Trone (D-Md) ","Maryland District 06","$203106"
"Bobby Scott (D-Va) ","Virginia District 03","$192337"
"Alan Lowenthal (D-Calif) ","California District 42Current office: California District 47","$191977"
"Michael Burgess (R-Texas) ","Texas District 26","$189624"
"Ted Deutch (D-Fla) ","Florida District 22","$188716"
"Chris Stewart (R-Utah) ","Utah District 02","$184931"
"Doris Matsui (D-Calif) ","California District 07Current office: California District 06","$181340"
"Frank D Lucas (R-Okla) ","Oklahoma District 03","$179696"
"Dean Phillips (D-Minn) ","Minnesota District 03","$176429"
"Dina Titus (D-Nev) ","Nevada District 01","$173202"
"Scott Perry (R-Pa) ","Pennsylvania District 10","$173118"
"Joe Courtney (D-Conn) ","Connecticut District 02","$172106"
"Russ Fulcher (R-Idaho) ","Idaho District 01","$169287"
"Joaquin Castro (D-Texas) ","Texas District 20","$162744"
"Andy Kim (D-NJ) ","New Jersey District 03","$162533"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$157685"
"Rudy Yakym (R-Ind) ","Indiana District 02","$148113"
"Ann Kuster (D-NH) ","New Hampshire District 02","$146138"
"Gus Bilirakis (R-Fla) ","Florida District 12","$143097"
"Mike Simpson (R-Idaho) ","Idaho District 02","$138400"
"Tom McClintock (R-Calif) ","California District 05Current office: California District 04","$137540"
"Mike Levin (D-Calif) ","California District 49","$135451"
"Dwight Evans (D-Pa) ","Pennsylvania District 03","$133616"
"Elissa Slotkin (D-Mich) ","Michigan District 07Current office: Michigan District 08","$128870"
"Mark Green (R-Tenn) ","Tennessee District 07","$123656"
"Mike Garcia (R-Calif) ","California District 27Current office: California District 25","$116672"
"Rosa DeLauro (D-Conn) ","Connecticut District 03","$113455"
"Chris Pappas (D-NH) ","New Hampshire District 01","$113226"
"Sean Patrick Maloney (D-NY) ","New York District 17Current office: New York District 18","$112279"
"Brad Schneider (D-Ill) ","Illinois District 10","$109665"
"John Yarmuth (D-Ky) ","Kentucky District 03","$107668"
"Paul Gosar (R-Ariz) ","Arizona District 09Current office: Arizona District 04","$107639"
"Yvette Herrell (R-NM) ","New Mexico District 02","$107106"
"Peter Meijer (R-Mich) ","Michigan District 03","$104828"
"Dan Meuser (R-Pa) ","Pennsylvania District 09","$103850"
"Bill Huizenga (R-Mich) ","Michigan District 04Current office: Michigan District 02","$101469"
"Adriano Espaillat (D-NY) ","New York District 13","$98741"
"Sara Jacobs (D-Calif) ","California District 51Current office: California District 53","$90027"
"Pete Sessions (R-Texas) ","Texas District 17","$88114"
"Albio Sires (D-NJ) ","New Jersey District 08","$87862"
"Mike Carey (R-Ohio) ","Ohio District 15","$78616"
"Mondaire Jones (D-NY) ","New York District 10Current office: New York District 17","$71345"
"Ken Calvert (R-Calif) ","California District 41Current office: California District 42","$69802"
"David Price (D-NC) ","North Carolina District 04","$69061"
"Bonnie Watson Coleman (D-NJ) ","New Jersey District 12","$68642"
"Ashley Hinson (R-Iowa) ","Iowa District 02Current office: Iowa District 01","$68450"
"Jerry McNerney (D-Calif) ","California District 09","$65463"
"Darren Soto (D-Fla) ","Florida District 09","$64281"
"Hank Johnson (D-Ga) ","Georgia District 04","$63785"
"Sharice Davids (D-Kan) ","Kansas District 03","$63623"
"Tom Suozzi (D-NY) ","New York District 03","$63236"
"Yvette Clarke (D-NY) ","New York District 09","$62705"
"Steven Horsford (D-Nev) ","Nevada District 04","$62102"
"Gregorio Sablan (I) ","Northern Mariana Islands District 00","$61756"
"Claudia Tenney (R-NY) ","New York District 24Current office: New York District 22","$61449"
"Kurt Schrader (D-Ore) ","Oregon District 05","$60368"
"Tim Ryan (D-Ohio) ","Ohio SenateCurrent office: Ohio District 13","$56540"
"Markwayne Mullin (R-Okla) ","Oklahoma SenateCurrent office: Oklahoma District 02","$55006"
"Sean Casten (D-Ill) ","Illinois District 06","$54416"
"Frank Mrvan Jr (D-Ind) ","Indiana District 01","$54291"
"Sanford Bishop (D-Ga) ","Georgia District 02","$54217"
"Susan Wild (D-Pa) ","Pennsylvania District 07","$53961"
"David Schweikert (R-Ariz) ","Arizona District 01Current office: Arizona District 06","$52937"
"Joseph D Morelle (D-NY) ","New York District 25","$52875"
"Matt Cartwright (D-Pa) ","Pennsylvania District 08","$52620"
"Barbara Lee (D-Calif) ","California District 12Current office: California District 13","$52353"
"Ilhan Omar (D-Minn) ","Minnesota District 05","$51716"
"Al Lawson (D-Fla) ","Florida District 02Current office: Florida District 05","$50358"
"Nicole Malliotakis (R-NY) ","New York District 11","$50318"
"David Valadao (R-Calif) ","California District 22Current office: California District 21","$48439"
"Donald M Payne Jr. (D-NJ) ","New Jersey District 10","$48350"
"Henry Cuellar (D-Texas) ","Texas District 28","$47744"
"Stacey Plaskett (D-VI) ","Virgin Islands District 00","$46739"
"Tom O'Halleran (D-Ariz) ","Arizona District 02Current office: Arizona District 01","$41480"
"Kat Cammack (R-Fla) ","Florida District 03","$39402"
"Steve Chabot (R-Ohio) ","Ohio District 01","$38988"
"Lucille Roybal-Allard (D-Calif) ","California District 42Current office: California District 40","$37997"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$37421"
"Susie Lee (D-Nev) ","Nevada District 03","$37367"
"Pat Ryan (D-NY) ","New York District 18Current office: New York District 19","$35711"
"Jared Golden (D-Maine) ","Maine District 02","$34690"
"Teresa Leger Fernandez (D-NM) ","New Mexico District 03","$34123"
"Greg Stanton (D-Ariz) ","Arizona District 04Current office: Arizona District 09","$33342"
"Mike Doyle (D-Pa) ","Pennsylvania District 12Current office: Pennsylvania District 18","$32175"
"Angie Craig (D-Minn) ","Minnesota District 02","$30926"
"Maria Salazar (R-Fla) ","Florida District 27","$29880"
"Clay Higgins (R-La) ","Louisiana District 03","$27517"
"Mayra Flores (R-Texas) ","Texas District 34","$26221"
"Jesus Garcia (D-Ill) ","Illinois District 04","$25025"
"Michael Guest (R-Miss) ","Mississippi District 03","$25018"
"Andrew Clyde (R-Ga) ","Georgia District 09","$24805"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$22350"
"Billy Long (R-Mo) ","Missouri SenateCurrent office: Missouri District 07","$22013"
"Dan Kildee (D-Mich) ","Michigan District 08Current office: Michigan District 05","$21874"
"Jamaal Bowman (D-NY) ","New York District 16","$21516"
"David McKinley (R-WVa) ","West Virginia District 02Current office: West Virginia District 01","$18314"
"Tom Malinowski (D-NJ) ","New Jersey District 07","$17068"
"Louie Gohmert (R-Texas) ","Texas District 01","$16101"
"Michael San Nicolas (D-Guam) ","Guam District 00","$15611"
"Kathleen Rice (D-NY) ","New York District 04","$15417"
"Jaime Herrera Beutler (R-Wash) ","Washington District 03","$14729"
"Jerrold Nadler (D-NY) ","New York District 12Current office: New York District 10","$14724"
"Dan Newhouse (R-Wash) ","Washington District 04","$14601"
"Bob Good (R-Va) ","Virginia District 05","$14358"
"Don Bacon (R-Neb) ","Nebraska District 02","$14236"
"Lee Zeldin (R-NY) ","New York District 01","$13214"
"Andy Levin (D-Mich) ","Michigan District 11Current office: Michigan District 09","$13148"
"William Timmons (R-SC) ","South Carolina District 04","$12014"
"Melanie Stansbury (D-NM) ","New Mexico District 01","$11341"
"Michelle Fischbach (R-Minn) ","Minnesota District 07","$11005"
"Cori Bush (D-Mo) ","Missouri District 01","$10847"
"Steven Palazzo (R-Miss) ","Mississippi District 04","$10120"
"John Bergman (R-Mich) ","Michigan District 01","$10072"
"Rodney Davis (R-Ill) ","Illinois District 15Current office: Illinois District 13","$7211"
"Alex Mooney (R-WVa) ","West Virginia District 02","$7083"
"Haley Stevens (D-Mich) ","Michigan District 11","$6983"
"Conor Lamb (D-Pa) ","Pennsylvania SenateCurrent office: Pennsylvania District 17","$4810"
"Cindy Axne (D-Iowa) ","Iowa District 03","$4633"
"Nikema Williams (D-Ga) ","Georgia District 05","$4067"
"Carolyn Bourdeaux (D-Ga) ","Georgia District 07","$3001"
"Sheila Cherfilus-McCormick (D-Fla) ","Florida District 20","$2778"
"Van Taylor (R-Texas) ","Texas District 03","$2231"
"Jody Hice (R-Ga) ","Georgia District 10","$2204"
"Mo Brooks (R-Ala) ","Alabama SenateCurrent office: Alabama District 05","$1969"
"Kai Kahele (D-Hawaii) ","Hawaii District 02","$1727"
"Vicky Hartzler (R-Mo) ","Missouri SenateCurrent office: Missouri District 04","$1483"
"Carolyn Maloney (D-NY) ","New York District 12","$1231"
"Amata Coleman Radewagen (R-AS) ","American Samoa District 00","$294"
"Brad Finstad (R-Minn) ","Minnesota District 01","$265"
"Joe Sempolinski (R-NY) ","New York District 23","$200"
